Subject_ID,Factor_1,Factor_2,Factor_3,Factor_4
Subject_1,-0.66826445,0.16825165,-1.1963985,1.4415312
Subject_2,-0.728532,0.6810137,0.8858569,-1.2408092
Subject_3,0.2967652,-0.3015798,-0.9663977,0.3409495
Subject_4,-0.3872909,-0.40105388,0.9030013,-1.488127
Subject_5,-1.1160034,0.7257253,0.7603236,0.54544413
Subject_6,-1.8476812,-0.34473506,-0.19241458,0.11180588
Subject_7,-0.8168191,0.7609712,0.67789245,-0.5079956
Subject_8,-0.40513182,0.63207227,0.42522207,0.10189707
Subject_9,0.30332822,2.0012996,1.7644198,-1.2442595
Subject_10,-0.2000218,0.64438987,0.73648345,0.6598472
Subject_11,-0.8381042,0.52066094,0.37499312,-0.05161039
Subject_12,1.7793555,-0.5881094,-0.8320176,0.21863139
Subject_13,0.5216154,2.1233764,1.9373413,-0.26364622
Subject_14,-0.58616245,-1.3024361,-1.2782211,1.8639128
Subject_15,1.2698065,-1.174076,-0.21639684,1.1130097
Subject_16,-0.24256994,0.60626477,1.8361211,-0.14069682
Subject_17,1.4905387,0.008682291,0.04022163,0.5383133
Subject_18,-0.19959654,-2.686089,-3.5495899,1.3511711
Subject_19,0.7093143,-0.62018186,-0.93093264,1.4169053
Subject_20,0.91399336,1.5717096,1.3405945,-0.74465305
Subject_21,-1.9289136,-0.8085989,-1.0205333,0.18164685
Subject_22,0.0005441142,0.21049829,0.22368057,0.4990591
Subject_23,1.6537598,-1.1467334,-1.2569585,0.39625722
Subject_24,-0.57817626,1.6828625,0.43776378,-0.11139979
Subject_25,1.5677823,1.2335391,1.1069623,0.7062449
Subject_26,-0.4974611,-0.94439906,-0.9012357,-0.020140287
Subject_27,0.47278902,0.89809126,0.72920734,-0.85840416
Subject_28,0.024088053,-1.0150555,-0.842651,-0.6391027
Subject_29,0.16674222,-0.06326105,-0.1811998,-0.7727798
Subject_30,0.34187979,1.1788787,1.5766557,-0.5717504
Subject_31,-1.7533793,-0.85805535,0.13226663,-0.7808941
Subject_32,0.36611608,0.28794798,0.09576836,-1.0451982
Subject_33,1.6928742,-1.1780381,-1.030344,-0.31768662
Subject_34,-0.08627036,-1.5329494,-1.5363815,-1.0560956
Subject_35,-0.66880935,-0.14107786,-0.034742873,-0.03430043
Subject_36,-0.7600994,1.4922088,1.0864824,-0.8964255
Subject_37,2.0610552,0.4370179,1.3176645,-0.1800861
Subject_38,0.26827443,1.5616984,1.26057,1.1751388
Subject_39,-0.55593914,0.99130493,2.7220836,0.14682193
Subject_40,-1.1223245,0.31272098,0.12724255,-0.11263161
Subject_41,-0.497098,1.6544722,0.45235226,1.6181254
Subject_42,-1.3243843,0.48580313,0.5115929,0.5942743
Subject_43,0.024184437,0.91126525,0.92063355,-0.7351158
Subject_44,-1.7008973,0.07872201,0.47536734,-0.34933275
Subject_45,0.9498631,1.0231421,1.0806066,-0.23310095
Subject_46,0.95980144,1.7070409,2.493591,0.17556061
Subject_47,0.51238865,0.33916846,-0.39229858,0.3108078
Subject_48,0.52473015,0.87098897,0.6470184,-1.957898
Subject_49,0.20929232,-2.0013824,0.36213782,-0.019179957
Subject_50,-1.4337524,-1.2928627,-1.2165893,-0.6857029
Subject_51,-0.9252364,-0.6801414,-0.70004064,-0.0034791217
Subject_52,-0.71187305,0.05724428,1.3554571,0.036477204
Subject_53,-0.45826682,-1.0895305,-0.89130443,0.98241
Subject_54,0.12671301,-2.2951562,-0.8292488,-0.07365163
Subject_55,1.9143926,2.4176664,2.055898,-0.674291
Subject_56,-0.042075884,-1.3922424,-0.242965,-0.7046265
Subject_57,0.74059814,-0.58053327,-0.5242975,-1.1172802
Subject_58,0.4113292,2.507317,2.3801672,2.6536222
Subject_59,-0.31665483,-2.2181642,-0.28205734,-0.4479126
Subject_60,0.06414486,-1.2807441,-0.21030815,0.3980241
Subject_61,0.9488888,0.2057163,0.04607888,1.3352238
Subject_62,0.49595988,-1.6318641,-2.3550994,0.5184804
Subject_63,0.33009055,-1.1718018,-0.84173685,1.3752524
Subject_64,-0.32629088,2.071366,2.1013625,0.5833013
Subject_65,-1.1624709,-0.2621753,-0.31054506,0.2566975
Subject_66,-0.12625708,0.26465642,0.067498155,0.5687137
Subject_67,-0.22622396,0.4165441,1.3812656,-0.44744733
Subject_68,-0.77079743,-2.0035002,-2.2820048,0.9755703
Subject_69,0.6559973,-2.129014,-2.4148405,2.1019104
Subject_70,0.312302,0.5762543,0.61255074,0.2297198
Subject_71,0.6187332,0.8210233,0.20548959,1.2438251
Subject_72,-0.4898868,1.0306115,1.1434382,-0.37076047
Subject_73,-0.64054745,-0.75418276,-1.1337092,0.95352787
Subject_74,0.2663209,0.0422199,0.168448,-0.91418743
Subject_75,0.0955239,-1.4357455,0.17705193,-0.5168165
Subject_76,-0.30515152,1.430489,1.0826675,0.05075161
Subject_77,-0.04158406,1.7562747,1.5551587,-0.749703
Subject_78,-0.010582181,-1.2557275,-0.36065325,0.42692527
Subject_79,0.8507709,-2.0245502,-2.4362028,-0.11734055
Subject_80,0.95488894,2.6226754,2.6614637,0.21561761
Subject_81,-0.22929561,-0.29989344,0.6709522,1.4067631
Subject_82,-0.75262934,-0.87412924,-0.71025217,-1.140638
Subject_83,0.24906561,-1.326996,-1.2560315,0.73999375
Subject_84,0.56315297,0.13207752,0.080250785,-0.43149894
Subject_85,-0.63312626,-1.773782,1.856464,0.012716313
Subject_86,-0.09760356,1.4021589,-0.55414677,0.29406163
