Subject_ID,Factor_1,Factor_2
Subject_1,-1.3016697,-1.2182297
Subject_2,-0.53298444,2.7600524
Subject_3,0.76804364,1.2840155
Subject_4,0.5693539,1.435187
Subject_5,-0.5400715,-0.16044126
Subject_6,0.14584976,0.3374261
Subject_7,-0.8918275,-1.2577144
Subject_8,1.4541076,-0.056525894
Subject_9,2.1503096,-0.28259465
Subject_10,-0.30315843,0.044754516
Subject_11,-0.2626343,0.18512061
Subject_12,1.4231677,-0.4843888
Subject_13,-1.4079098,-1.7240422
Subject_14,-0.2913113,0.23274313
Subject_15,1.8889722,1.9253105
Subject_16,0.3166539,-1.3890496
Subject_17,-0.68237925,0.14032002
Subject_18,0.8689034,0.09104644
Subject_19,0.27328885,1.4528155
Subject_20,-1.2072482,1.6238639
Subject_21,0.8181037,-0.3831622
Subject_22,0.040862165,0.44781303
Subject_23,2.7675571,-0.40251705
Subject_24,-0.7898696,-0.21865052
Subject_25,-0.9239106,0.3372379
Subject_26,1.1786096,1.80509
Subject_27,-0.528862,-1.4318209
Subject_28,0.3360346,0.93265116
Subject_29,0.19213723,-0.49586487
Subject_30,-0.5949216,0.20609646
Subject_31,-1.0751916,2.3270972
Subject_32,-0.7318993,0.7179661
Subject_33,0.75549746,0.81267023
Subject_34,1.2459017,-0.69020325
Subject_35,-1.26101,-1.0882655
Subject_36,-1.0072457,-1.2702552
Subject_37,-0.3698706,0.022609482
Subject_38,-1.0795903,-0.22741245
Subject_39,-0.5357231,-0.60923433
Subject_40,-0.42786154,0.06781261
Subject_41,0.12678441,0.55094594
Subject_42,-0.38203573,0.63513535
Subject_43,-0.72159535,0.7213857
Subject_44,-0.10817842,0.8892747
Subject_45,-2.0507092,0.48265958
Subject_46,-1.1682806,-2.3297234
Subject_47,-0.04693694,1.0131732
Subject_48,-0.24006547,1.1121761
Subject_49,-0.6955516,-0.023287602
Subject_50,0.93431854,0.50528526
Subject_51,0.083257526,1.3997964
Subject_52,0.1016399,0.8807308
Subject_53,0.7130184,0.9635178
Subject_54,0.56895673,-2.3568673
Subject_55,1.7281306,0.5927255
Subject_56,0.088289745,-1.0966779
Subject_57,0.74101675,1.8151618
Subject_58,-1.4144269,0.015857318
Subject_59,0.42507333,1.5228617
Subject_60,0.5337613,1.2421767
Subject_61,0.9420821,-0.7523809
Subject_62,1.1183177,1.4969176
Subject_63,1.5821061,0.122645125
Subject_64,-2.288154,-1.2415675
Subject_65,-0.37575445,0.9465981
Subject_66,-0.29212874,0.97782534
Subject_67,-0.93535453,-0.27685192
Subject_68,1.1259959,1.7384208
Subject_69,1.1541525,0.45436117
Subject_70,-1.0732876,1.2551465
Subject_71,-0.010472018,-0.02556491
Subject_72,-0.85505426,-3.0314205
Subject_73,0.7608962,-1.1936456
Subject_74,0.54226327,-0.34488177
Subject_75,-0.159287,0.8302255
Subject_76,-0.5492564,-1.2985102
Subject_77,-0.93270904,1.1364859
Subject_78,0.2863912,-1.3224972
Subject_79,2.06134,0.24590811
Subject_80,-1.7297451,-1.1698614
Subject_81,-0.040767368,0.26425838
Subject_82,1.0907681,0.5893392
Subject_83,1.3928531,0.7476579
Subject_84,-1.2237762,0.31561026
Subject_85,-1.3058184,-0.13089022
Subject_86,0.6861373,0.79208183
