Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19
volume_sn_voxels_feature_0,0.72099715,-0.06531111,0.08934263,0.9004488,1.0898032,-0.3909281,-0.6099697,0.6399921,1.0439225,0.11659151,-0.28962654,0.38175493,0.87639403,0.41086727,-0.14339842,0.78604543,0.3566258,-0.2462052,-0.2723679,-0.3034274
volume_sn_voxels_feature_1,0.11774364,-0.5426773,0.15637572,1.1429409,1.3350017,0.41130728,-0.4731118,0.75716233,1.5262944,-0.20962907,0.43914565,-0.038640533,-0.20292582,0.26205182,0.122974515,0.7180329,-0.38628158,0.010008017,-0.4436962,-0.28437626
volume_sn_voxels_feature_2,0.05591344,0.26009628,0.3888477,0.4885566,1.0634232,-0.34002957,-0.19690615,0.38321957,1.4269893,0.24107607,-0.52728206,0.28854418,1.1182686,0.27636093,-0.6178778,0.52674156,0.61714065,0.31648347,-0.03182956,-0.07568701
volume_sn_voxels_feature_3,-0.2862435,-0.038808722,0.543563,0.87886155,0.97820175,-0.06411848,-0.30816153,0.6526806,1.1907127,-0.3769449,0.09747158,-0.33917016,0.3875711,0.063951634,-0.6796801,-0.040689275,0.013606158,0.5167954,0.09326155,0.14639963
volume_sn_voxels_feature_4,-1.0231718,-0.16811101,0.6509678,-0.1860899,0.59375733,0.08325094,-0.06669821,-0.039908092,2.0696077,-0.38893417,-0.32362562,-0.33048397,0.5159354,-0.27934897,-0.65947,0.030874372,0.39447564,0.49090308,0.7262952,0.14538825
volume_sn_voxels_feature_5,-0.078982756,1.2400969,-0.8416551,0.65317625,-1.0658612,0.14825384,-0.20355843,0.7231828,1.3162153,-0.15803126,1.275759,0.44481227,0.0807985,0.23894747,-0.3553189,-1.1150461,0.93341076,0.6412084,-0.49631998,0.03965217
volume_sn_voxels_feature_6,-0.22740556,1.4091303,-0.18124595,-0.30639884,-1.4482769,-0.1674449,-0.5008862,0.40713698,1.6371218,0.17347018,0.68003774,0.0038010185,0.3912882,0.14133999,-0.35574442,-0.13776922,0.7015517,0.16932689,-0.06302587,0.12958293
volume_sn_voxels_feature_7,0.24027541,0.76680076,-0.30588308,0.6945412,-1.5228779,0.7103576,-0.22378895,0.5260645,1.4762844,0.3498501,1.0792915,0.07533997,0.06952617,-0.29276574,-0.6019394,-0.526251,0.59997874,0.7268729,-0.51485276,-0.55287844
volume_sn_voxels_feature_8,0.19254346,-0.3956749,0.28160298,-0.6483389,-2.0842366,1.2583724,0.23454544,-0.12615868,1.7812276,0.955371,-0.06731416,-0.3385921,-0.0038687072,-0.13893527,0.24186882,0.7941194,-0.28805706,0.4164917,-0.08950291,-0.72690374
volume_sn_voxels_feature_9,0.1937134,-0.9783591,0.30681026,-0.9772707,-1.350627,1.0790231,0.2825728,-0.5309594,1.4220057,1.2430841,0.011967113,-0.33446833,0.23535989,0.4725321,0.75444,1.0839497,-0.33848023,0.10027183,-0.08096339,-0.54414105
volume_sn_voxels_feature_10,0.35927936,-0.6606168,0.09678642,-0.9060236,-1.4647503,0.87164533,0.31989586,-0.43494388,1.2136406,1.3854401,0.17267671,-0.07048117,0.41476715,0.76969045,0.7513694,1.0450951,0.021341298,-0.31451383,0.012331363,-0.13266726
volume_sn_voxels_feature_11,0.93145937,-0.21095303,0.4830313,0.879209,1.2201694,0.44640094,-0.34845462,-0.028851239,1.2670236,-0.11104406,0.67751306,0.15742071,-0.35193,0.22016238,0.8967348,1.1670003,-0.3212251,-0.5978317,0.006639763,-0.5070232
volume_sn_voxels_feature_12,0.59114724,-0.035314005,-0.09439658,0.51412636,1.1588445,-0.081545115,-0.09180959,0.02994917,1.254627,0.11602366,0.10497515,-0.40612414,0.19141446,-0.20703657,0.21643977,-0.0042658695,0.2849284,0.011171464,0.26499665,-0.3023198
