Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11
rigidity_left,0.00022288618,-0.0006980914,-0.0012424317,-5.1534207e-05,0.0018222192,-0.0020189332,0.0032635978,-0.0011765083,0.0011824222,-0.00011521686,-0.0026800248,0.002844437
rigidity_right,-0.00023345921,-0.00038509574,-0.00073835463,0.0010335925,-0.0028565293,-0.0018736881,-8.259739e-05,-0.0019636105,-0.0020310383,0.0009244262,0.00061102764,0.0009661828
tremor_rest_left,0.0002982817,-0.0012658852,-0.00017817756,-0.001065069,0.0008834266,0.0020975831,0.0032842369,0.0021889035,0.0022262025,-0.0020736326,-0.0035100048,0.001571027
tremor_rest_right,0.0004684577,-0.0008248079,1.2537541e-05,-0.00043938294,-0.0015601551,0.0009921147,0.0008181846,0.001615412,-0.0021270523,-0.0028796068,-0.00013912645,0.00036519152
tremor_postural_left,-0.00029283346,-0.0014600335,-0.0007418767,-0.0014728272,0.0019000418,0.0016869715,0.0009488003,0.0008430812,0.0025440468,0.0004953013,-0.0026841622,0.002923701
tremor_postural_right,0.0002779152,-0.00011712233,0.0013741816,-8.894508e-06,-0.0033378399,0.0009707934,-0.0031459196,0.0013714605,-0.002298159,-0.0015152346,0.0011486305,-0.00019557969
bradykinesia_speed_left,0.00048729344,0.00031163372,9.509926e-05,0.00058697496,0.002257085,-0.0015344457,0.0026192865,-0.00051591016,0.0017805509,0.0013492549,1.6808232e-05,0.0022135968
bradykinesia_speed_right,-0.00014974254,0.00031990797,-0.0004072692,0.0014538843,-0.0023856675,-9.2608934e-05,-0.0024040998,0.0016388561,-0.0027219171,-0.0014094643,0.00088640174,6.085605e-05
bradykinesia_amplitude_left,0.00043280324,1.518247e-05,-9.807896e-05,1.006783e-05,0.0025472688,-0.0018001955,0.0021008886,-0.0016901881,0.0018071833,0.0017749502,-0.0006273488,0.0031518887
bradykinesia_amplitude_right,-9.2410344e-05,5.2678548e-05,-0.00036756278,0.001457501,-0.0019943668,-0.0008900001,-0.0026745475,0.0010222959,-0.0029732748,-0.00050080434,0.0008118937,-0.0005545807
bradykinesia_rhythm_left,0.00020382326,0.00013191448,-2.6099646e-05,0.00047463612,0.0009164096,-0.0017594917,-0.0005562684,-0.0023623914,0.0030679589,0.00026364636,-0.00033919205,0.0021654859
bradykinesia_rhythm_right,0.00020396197,0.00016077304,5.6610672e-05,0.00100386,-0.001971956,-0.0034558987,-0.004334265,-0.0008638376,-0.002913857,0.0018591038,0.0024410263,-0.00038066728
mirrormovement_left,-0.00070891244,-0.0007132295,-0.0007115182,0.004226397,-0.0063306685,-0.002460451,0.0006234516,0.0020374104,-0.0023511897,-0.006266877,-0.0024889966,0.0014136184
mirrormovement_right,0.00053253595,0.00018686574,0.0010249896,0.0018243733,0.0052108006,-0.0021954563,0.0049102535,-6.6582784e-06,0.0036962857,-0.00032574192,-0.0025506408,0.0013301923
