Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11
volume_sn_voxels::v0,0.00015189043,-0.00033772024,0.00017725475,0.00031808912,0.00011361784,-0.00016129317,0.0008352891,0.0002741044,-4.7567773e-05,-0.00024436176,4.3275748e-05,-0.0011569787
volume_sn_voxels::v1,0.00021052883,-0.00029258354,0.00039434255,0.00037865638,0.00025055918,-0.00027244881,0.0009875881,0.0003086393,-7.740282e-05,-0.00015679718,-2.200353e-05,-0.00065323344
volume_sn_voxels::v2,0.00017741525,-0.0004102539,2.778573e-05,0.00035597917,0.000121411766,-0.00017708717,0.0006966503,0.00042494823,-0.00027368352,-0.00037832817,4.9311788e-05,-0.0014275045
volume_sn_voxels::v3,0.00024705468,-0.0004105061,0.00013972116,0.00039235622,0.00028512295,-0.00023718512,0.0007621403,0.0004834921,-0.00027918586,-0.00032354912,0.0001322827,-0.0011921318
volume_sn_voxels::v4,0.0003304296,-0.00036975928,0.00033411942,0.0004279692,0.00039152178,-0.00030851646,0.00084393396,0.00053091487,-0.00029245927,-0.00018723431,0.0001125574,-0.000566151
volume_sn_voxels::v5,0.00021452639,-0.0004135127,-0.00011697682,0.000358276,0.00020509804,-0.00019075538,0.00051453593,0.00034242612,-0.0004766387,-0.00035443416,-8.7550536e-05,-0.0015195758
volume_sn_voxels::v6,0.00024120162,-0.00047831837,-4.767804e-05,0.00038671898,0.00035388558,-0.00022495285,0.0004867059,0.0004403359,-0.00046615888,-0.00035579424,-1.6135737e-05,-0.0013294017
volume_sn_voxels::v7,0.00032367444,-0.00048330537,8.230907e-05,0.00043773107,0.0005021521,-0.00025656025,0.00053797424,0.00062824215,-0.0005577506,-0.0002495445,0.00015132809,-0.0010542879
volume_sn_voxels::v8,0.00037671774,-0.00050233916,0.0002606738,0.00046485814,0.0005749579,-0.00032492107,0.0007064178,0.00073075976,-0.00054944435,-0.00023948376,0.00018569877,-0.00038851475
volume_sn_voxels::v9,0.00027902576,-0.0003779925,-0.00023606206,0.00027111778,0.000111835434,2.8755483e-06,0.00038642265,-0.00023478558,-0.00045448073,-0.000276393,-0.00011523738,-0.0014430443
volume_sn_voxels::v10,0.00021359742,-0.0004542927,-0.00025761727,0.000309842,0.00017156579,-0.00011676686,0.00039045603,-0.00013437204,-0.0005260188,-0.00031481835,-0.00017842185,-0.0015678175
volume_sn_voxels::v11,0.00024366759,-0.00050378434,-0.00021716111,0.0003275117,0.0002716471,-0.00017475842,0.00030263487,4.009534e-05,-0.00058523536,-0.00028711435,-0.00019974056,-0.0014302164
volume_sn_voxels::v12,0.0003176503,-0.00057594693,-0.00017405007,0.00039234984,0.00043035817,-0.00024553115,0.00026721627,0.0002620387,-0.0006392481,-0.00020957868,-0.00018046006,-0.0013355402
volume_sn_voxels::v13,0.0003428791,-0.0005631101,-9.097409e-05,0.0004106472,0.00056649244,-0.00021412135,0.00023726716,0.00046749882,-0.00062974787,-0.00018127344,-4.2863197e-05,-0.0009602217
volume_sn_voxels::v14,0.00036164108,-0.0005000382,1.82548e-05,0.0004204909,0.0005835526,-0.00021963098,0.00027266942,0.00057624467,-0.000572157,-0.00015597556,6.765554e-05,-0.0005904654
volume_sn_voxels::v15,0.00042228223,-0.00055616605,0.00019191447,0.00042809616,0.0007281344,-0.00028560936,0.00038664418,0.00081926584,-0.0006566384,-0.00016269651,0.00011265123,-6.992601e-05
volume_sn_voxels::v16,0.0003151963,-0.00016598638,-0.00012904983,0.00025052982,0.00027092083,0.0003747939,0.000109950044,-0.0006440118,-0.00059472304,0.00012096573,0.00012579403,-0.0008099825
volume_sn_voxels::v17,0.0002936896,-0.00025122412,-0.00021415463,0.00023479816,0.00024425378,0.00020439873,0.00014449874,-0.0005905977,-0.00044735637,-3.5068028e-05,-1.3347279e-05,-0.0010999212
volume_sn_voxels::v18,0.00035844842,-0.0004240122,-0.00031766936,0.000297726,0.0002722635,3.158643e-05,0.0002141251,-0.00055438397,-0.0005959468,-0.00014955671,-0.00019295594,-0.0014760898
volume_sn_voxels::v19,0.00031193843,-0.0005032698,-0.00028592054,0.00031256708,0.0003170306,-0.00012748646,0.00016625854,-0.00036557528,-0.0005900845,-0.00018600674,-0.00024571395,-0.0013552216
volume_sn_voxels::v20,0.0003577195,-0.00059822906,-0.00027786603,0.00034358646,0.00044125257,-0.0002216417,0.00012219454,-0.000115725634,-0.00061293476,-0.00012741509,-0.00031922513,-0.001246426
volume_sn_voxels::v21,0.00039922283,-0.00067065627,-0.00022826993,0.0004238585,0.00058035913,-0.0002469407,7.109897e-05,0.00016786615,-0.000581394,-4.891363e-05,-0.00025330283,-0.0009365821
volume_sn_voxels::v22,0.00040537375,-0.00065675087,-0.00010410676,0.00043693403,0.0007144011,-0.00023039956,5.3647047e-05,0.00047021685,-0.0005553307,2.4753615e-05,-0.00012204647,-0.00062934397
volume_sn_voxels::v23,0.0004234787,-0.0005764245,-1.3999728e-06,0.00046888532,0.0007431014,-0.00020359924,9.7006225e-05,0.0005995412,-0.00061055535,-3.7974467e-06,-1.9605288e-05,-0.00027684172
volume_sn_voxels::v24,0.00046844664,-0.0005918353,0.00011343148,0.00048677792,0.0008274661,-0.00021187002,0.00023446044,0.00083110464,-0.0006456554,-9.621888e-05,8.6450076e-05,0.00022745278
volume_sn_voxels::v25,0.0003427907,-0.00024141223,-5.9530394e-05,0.00014843616,0.00039299295,0.00033619587,-4.9149085e-06,-0.00087601517,-0.0005755577,0.00028978413,-8.319636e-05,-0.0005904447
volume_sn_voxels::v26,0.00037206823,-0.00033194042,-0.00019457872,0.00014536013,0.00036119422,0.00018684274,4.835195e-06,-0.0008562494,-0.00050063926,9.3384806e-05,-0.00017841277,-0.0009942545
volume_sn_voxels::v27,0.00040432106,-0.00047260156,-0.00028047897,0.00020354112,0.00040585033,1.2819856e-05,1.7189821e-05,-0.0008086961,-0.0005405903,-2.3833925e-05,-0.00034751027,-0.0013087417
volume_sn_voxels::v28,0.0003529463,-0.0005117688,-0.00026293925,0.00023326882,0.00037287353,-0.00011471317,1.5099166e-05,-0.00048346195,-0.0004616196,-4.3653145e-05,-0.0003557485,-0.0009842127
volume_sn_voxels::v29,0.00037111173,-0.0005532161,-0.0002591266,0.00032609343,0.00049118407,-0.00021178756,-1.127599e-05,-0.00022139814,-0.00048222495,6.1745823e-06,-0.00033853555,-0.00089396955
volume_sn_voxels::v30,0.00042449913,-0.00070624135,-0.00020702029,0.00040204288,0.00072999037,-0.0002543733,-5.6299155e-05,8.2788836e-05,-0.00046313714,7.5826494e-05,-0.00031924003,-0.00059818197
volume_sn_voxels::v31,0.00051382964,-0.0007641594,-0.00011885043,0.00047771455,0.0008891589,-0.00024229474,-7.876952e-05,0.0003852131,-0.00052396866,0.0001261962,-0.00018767655,-0.00029248666
volume_sn_voxels::v32,0.0005071724,-0.0007912628,-3.8086724e-05,0.000500967,0.0010689874,-0.00022320125,-8.909973e-06,0.0006105756,-0.0005843876,5.6335408e-05,-0.00011221701,3.5520425e-05
volume_sn_voxels::v33,0.0005159385,-0.00063368905,7.737365e-05,0.00051564653,0.0009387643,-0.00020738279,0.000107585955,0.00077630347,-0.0006762745,-6.70547e-05,5.5202e-06,0.0005866302
volume_sn_voxels::v34,0.0003879788,-0.0003884402,-0.000102032674,5.5030327e-05,0.00044808403,0.00017874941,-8.84648e-05,-0.0010261675,-0.00044614467,0.00019676225,-0.0004548431,-0.0008348645
volume_sn_voxels::v35,0.00037344388,-0.00047176532,-0.00014046527,0.00012538789,0.0004302323,4.5179477e-05,-0.000100912424,-0.0008171247,-0.00038241307,6.7075125e-05,-0.00043817,-0.00095608673
