Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9
rigidity_left,0.00040321503,-0.001353265,-0.0018403843,-0.00033109167,0.002810999,-0.0030785608,0.0052975337,-0.001792951,0.0016839624,-0.00040644198
rigidity_right,-0.00023381088,-0.00076436833,-0.0009002687,0.0015963911,-0.0045696776,-0.0026931695,-0.00039601402,-0.0027581644,-0.0030388832,0.0011265434
tremor_rest_left,0.0006227188,-0.0017655458,-0.00018750875,-0.0019005215,0.001331326,0.0032287403,0.0053978,0.0031323533,0.0032382286,-0.0033946538
tremor_rest_right,0.0006022374,-0.0011536783,0.00014388756,-0.0008539795,-0.00255391,0.0017625625,0.0011881992,0.0023244035,-0.0031714682,-0.004585329
tremor_postural_left,-0.0005453685,-0.0022373174,-0.0009337241,-0.002047933,0.003171829,0.00271415,0.0015964506,0.0011637297,0.003762817,0.0005652107
tremor_postural_right,0.0002985796,-1.7436603e-05,0.0024490277,0.00013853182,-0.005481458,0.0015278339,-0.0046503637,0.0021501475,-0.0032630786,-0.0025469088
bradykinesia_speed_left,0.00066948106,0.0004973387,0.00023047194,0.00088067283,0.003646746,-0.0023192028,0.0041888165,-0.00095900334,0.0027718244,0.0020242734
bradykinesia_speed_right,-6.414398e-05,0.000553649,-0.00079908397,0.002428047,-0.003485294,-0.00043938146,-0.0037320976,0.0023900676,-0.004399728,-0.002222051
bradykinesia_amplitude_left,0.0008358733,-2.3683508e-06,-8.947048e-05,-0.00019359433,0.0040855394,-0.0027003533,0.0036836525,-0.0025221126,0.002864705,0.002880123
bradykinesia_amplitude_right,-0.00017917316,8.344207e-06,-0.0006966249,0.0022444294,-0.003087505,-0.0012168847,-0.004044711,0.0017003336,-0.004540818,-0.0011212006
bradykinesia_rhythm_left,0.0005709308,0.00047130717,-3.1070595e-06,0.00037927582,0.0016402616,-0.0029315688,-0.00077733694,-0.003642638,0.004974441,0.00037269696
bradykinesia_rhythm_right,0.000447547,0.00014539497,0.0002934974,0.0014025989,-0.0034786542,-0.0056256573,-0.006751831,-0.0011771382,-0.0046452954,0.0027732935
mirrormovement_left,-0.0015146387,-0.0012473878,-0.0012036122,0.0062294584,-0.009864307,-0.0034196419,0.0005456759,0.003217819,-0.0038998176,-0.009615447
mirrormovement_right,0.0007882364,0.0003569092,0.0014865735,0.002607206,0.0085685225,-0.0033837266,0.0075708185,-9.800439e-05,0.0058710626,-0.00029588127
