Subject_ID,Factor_1,Factor_2
Subject_1,-0.1115166,0.320256
Subject_2,-0.058934245,-0.5945038
Subject_3,-1.156116,0.4044566
Subject_4,-1.626062,0.31382662
Subject_5,0.33865297,-0.21377988
Subject_6,-1.2649404,-0.3088407
Subject_7,-0.5392379,1.6103244
Subject_8,0.14524056,0.29710904
Subject_9,-0.4504586,1.7263329
Subject_10,0.49155632,0.016852207
Subject_11,1.1615893,0.19693443
Subject_12,1.5728669,-0.25042632
Subject_13,0.10731987,1.5978296
Subject_14,1.9845158,0.055033233
Subject_15,-1.5582514,-1.4632477
Subject_16,1.1758554,-0.80419123
Subject_17,0.095899954,-0.004102476
Subject_18,2.2686472,0.8158962
Subject_19,2.0706403,0.06346776
Subject_20,-0.04505104,-0.6217746
Subject_21,0.35012832,-0.68677706
Subject_22,0.037129093,-1.0631206
Subject_23,1.3290482,-1.2443846
Subject_24,0.5714672,0.8436062
Subject_25,-0.3442183,0.3128567
Subject_26,0.12394413,0.7749871
Subject_27,-0.7447481,-1.495183
Subject_28,-1.4206603,-0.9204991
Subject_29,-1.0698098,-1.177509
Subject_30,-0.41751704,1.1408156
Subject_31,-0.48557332,-0.38743058
Subject_32,2.3368437,-0.7221158
Subject_33,-0.4079827,0.73672473
Subject_34,0.25862452,-0.5326523
Subject_35,0.11477745,-0.0738781
Subject_36,0.0129156085,-0.38605663
Subject_37,-0.4514781,-0.86289126
Subject_38,-0.019916413,1.062703
Subject_39,-2.2287328,0.60183585
Subject_40,-0.41779482,0.8309936
Subject_41,-0.84645075,0.5721394
Subject_42,-0.17004524,-0.924667
Subject_43,1.0545024,0.73323673
Subject_44,0.20423256,-1.6773139
Subject_45,-0.567197,0.40840542
Subject_46,0.19531196,0.6926068
Subject_47,-0.4126278,-0.7490629
Subject_48,-0.17307226,0.40438873
Subject_49,-1.7509528,0.21503326
Subject_50,0.9255808,-1.1362543
Subject_51,1.3438072,0.6867407
Subject_52,-0.3346335,1.0207253
Subject_53,-0.26345238,0.15230486
Subject_54,-0.078665115,-0.38632432
Subject_55,-0.30824143,-0.08393118
Subject_56,0.6022279,1.3375244
Subject_57,-0.15776554,-1.2361602
Subject_58,-0.44326097,0.2849564
Subject_59,-1.3613652,-0.32955968
Subject_60,0.15711728,-1.033937
Subject_61,0.49049765,-0.39196748
Subject_62,3.6342564,1.3579932
Subject_63,-1.3370433,0.75577956
Subject_64,-0.7875036,0.8645234
Subject_65,0.48432437,-2.0036216
Subject_66,-0.50555724,-0.505827
Subject_67,0.61984974,-0.3091764
Subject_68,1.238998,-0.8770291
Subject_69,1.8758639,-1.0979918
Subject_70,-0.85566807,1.7735572
Subject_71,-0.122813255,0.17377202
Subject_72,-0.66216797,0.61138695
Subject_73,-0.7138406,-0.5172581
Subject_74,-0.5673831,1.2707713
Subject_75,0.059346423,-0.6089004
Subject_76,-0.13130051,0.069798045
Subject_77,-0.60437185,0.32595333
Subject_78,-1.1288533,0.09499904
Subject_79,3.1693723,-0.72289664
Subject_80,0.5114597,1.2182332
Subject_81,-0.11083892,-2.1702683
Subject_82,-0.3145955,-0.6320568
Subject_83,-0.95770836,0.5185779
Subject_84,0.8187784,0.8726894
Subject_85,-0.18540668,0.17975782
Subject_86,0.6874933,2.0731227
