Subject_ID,Factor_1,Factor_2,Factor_3,Factor_4
Subject_1,-0.24010338,-1.4057156,0.73117304,1.3283073
Subject_2,-1.2267799,1.1875086,-1.5868106,0.36169365
Subject_3,0.45895952,1.1524969,0.111790076,-0.018698957
Subject_4,0.783733,-0.5601207,-0.3286719,-0.5413873
Subject_5,-0.19280192,0.16642255,0.76299465,0.13801049
Subject_6,0.86717206,-0.5881602,0.24100347,-0.12831539
Subject_7,-1.09224,-0.757621,0.050573017,0.24219915
Subject_8,-0.15989068,-0.7338434,0.061181393,-0.14573057
Subject_9,-1.0290476,1.7244927,-0.27503672,0.8510529
Subject_10,-0.44373038,-1.1664237,-1.388328,0.14647967
Subject_11,-0.8644151,0.42440256,-2.4818895,0.067293264
Subject_12,1.0039567,1.404721,-1.0006449,-0.7165645
Subject_13,0.007399734,-0.74211335,-2.4632125,0.93863016
Subject_14,0.93698764,-0.69253916,-0.97418183,-0.504538
Subject_15,-1.5006157,-0.22365637,-1.1839063,-0.13747676
Subject_16,-0.24690603,0.013181897,-0.056359053,-0.024837961
Subject_17,-1.3313926,-1.7858927,0.88520044,-0.14542758
Subject_18,1.2383019,0.72517496,-2.1989946,-2.00123
Subject_19,-0.59718823,0.7512349,0.54120445,-0.6151883
Subject_20,0.6470725,2.0326355,0.44418097,0.430092
Subject_21,0.992923,-0.50034887,1.8599954,-0.48934728
Subject_22,0.099348426,-2.2302308,-0.106881134,0.21653132
Subject_23,0.14470449,-0.24156126,-0.013244289,-0.51006985
Subject_24,-0.6099167,-1.6695884,0.9304525,0.09919512
Subject_25,-2.0191712,2.470209,0.46730918,0.51195705
Subject_26,-0.5135837,0.49725506,-0.046740007,-0.4142506
Subject_27,-0.048994943,-0.34074035,1.0403949,0.3624848
Subject_28,-0.8490059,0.4265765,-1.4044695,-0.49352926
Subject_29,0.90938765,0.65855,-1.0177588,0.09298918
Subject_30,-0.96722794,-0.28896165,-0.26222962,0.5852343
Subject_31,-1.3849043,1.6094489,1.9465882,0.2748862
Subject_32,0.15979722,1.0736715,0.7276166,-0.12115878
Subject_33,-1.0045685,0.75350046,0.5310188,-0.31925452
Subject_34,1.1834929,0.62924075,-0.7749693,-0.7784098
Subject_35,0.7171104,0.84493536,-1.0631517,-0.23118958
Subject_36,-1.1192626,1.1440971,0.400152,0.4746224
Subject_37,0.29386267,0.85246116,0.49251842,0.26245368
Subject_38,-0.8938656,0.16301298,-0.15613915,0.58234864
Subject_39,0.6006088,-0.53700054,0.6186866,0.3187165
Subject_40,-0.46234518,-0.26606238,0.01005514,0.11165421
Subject_41,-1.391779,-0.4368893,1.339504,-0.5782672
Subject_42,-1.6674845,-1.3536601,-1.4732443,0.31052274
Subject_43,0.6046045,-0.6865086,1.0375863,0.645564
Subject_44,0.18408792,-0.58116525,0.7498834,0.051816415
Subject_45,-0.54651636,-0.48391104,-1.0221951,0.39794087
Subject_46,2.217721,1.1762787,-0.56509084,0.5462722
Subject_47,1.2765204,0.20968938,0.48169568,-0.123442195
Subject_48,-0.06348522,-0.55893713,0.63074666,0.39343166
Subject_49,1.0532225,-0.71897644,0.9276101,0.18632793
Subject_50,0.63820326,-0.54535943,0.49091583,-0.72606295
Subject_51,0.67360884,-0.6467947,1.1515027,-0.4883476
Subject_52,0.6877627,0.061953317,-1.6472083,0.11937456
Subject_53,0.2342093,0.07527454,-3.3148308,-0.33261424
Subject_54,-0.42757586,1.9159107,1.2137984,-0.43290552
Subject_55,0.09115108,-0.7389534,0.39791355,1.0727918
Subject_56,-1.0113057,-0.24251267,-0.32511726,-0.21398543
Subject_57,-0.73239666,-0.6809084,0.19749248,-0.16191716
Subject_58,-1.3979863,-1.3397306,-0.98683757,1.0738295
Subject_59,1.2108753,-0.05659328,-0.41526914,-0.16730244
Subject_60,0.10882962,-0.7544273,1.0544623,-0.1560506
Subject_61,-0.32305402,-0.9431246,-0.7299093,0.084954076
Subject_62,0.2760535,0.08542402,-0.13148496,-0.73804224
Subject_63,-0.9620986,0.9079708,0.14751934,-0.85368866
Subject_64,-0.6855568,1.1192029,-1.1261588,0.7655166
Subject_65,0.29464272,-0.68484163,-1.7169123,-0.3901904
Subject_66,-1.9008969,0.29313493,-0.36917806,-0.08785719
Subject_67,0.74745077,0.72042125,-0.7961498,0.092001736
Subject_68,0.9146809,-1.7965182,-0.45694005,-0.7474044
Subject_69,0.7994163,0.4642772,0.235171,-1.1989539
Subject_70,1.5979089,0.7179132,0.57157433,1.5113177
Subject_71,-0.9980992,1.8248104,0.38206518,0.080809094
Subject_72,-0.56603324,-0.60737336,-0.959951,0.31783634
Subject_73,0.74768,-1.3157729,-1.6434083,-0.34312662
Subject_74,-0.13036339,0.5658611,-1.0412533,0.20323631
Subject_75,0.61832947,-1.3768082,1.136722,0.051409286
Subject_76,0.23683544,-1.2636819,0.3417247,1.026379
Subject_77,0.41539052,-0.20087807,1.4013562,0.70640516
Subject_78,1.2949486,0.079031214,1.1604798,-0.16474533
Subject_79,-1.1653146,-0.94898224,0.14765625,-1.2796979
Subject_80,-0.20162734,2.0185006,-1.7449028,0.95039827
Subject_81,-0.8496799,-0.82457346,0.09091652,-0.15146098
Subject_82,-1.159696,-2.2399924,0.21094681,-0.24862367
Subject_83,-0.46094504,2.059767,-1.6946552,-0.41519696
Subject_84,-1.2398292,-2.4816873,-1.0617276,0.11961317
Subject_85,0.09634187,0.802337,0.26161504,0.8059243
Subject_86,0.09471325,-0.081892714,-0.5831481,-0.20371778
