Subject_ID,Factor_1,Factor_2
Subject_1,0.45399716,-0.21175018
Subject_2,0.42191073,-0.62034565
Subject_3,1.7737406,0.25831705
Subject_4,-0.21608104,0.544429
Subject_5,-2.3907228,0.61077005
Subject_6,0.38161603,0.48461133
Subject_7,-0.18289737,-0.64331686
Subject_8,0.903996,-3.1580267
Subject_9,-0.05633148,-3.1422417
Subject_10,1.6018925,-0.5050855
Subject_11,0.05805458,-0.36351132
Subject_12,-0.31309098,1.2274421
Subject_13,-0.5680486,-1.5260062
Subject_14,-0.26208955,1.023463
Subject_15,1.325098,-0.7250218
Subject_16,0.5218406,-0.9041405
Subject_17,-0.19587404,1.6032752
Subject_18,0.77513736,2.3928905
Subject_19,-1.4415116,0.96397424
Subject_20,0.80667025,-3.6493597
Subject_21,-1.308372,0.55922204
Subject_22,-0.5310044,-0.14011772
Subject_23,0.18401124,0.9570378
Subject_24,0.43763214,1.5199234
Subject_25,-0.93974787,-1.0532204
Subject_26,-0.30278865,0.775755
Subject_27,-0.63269114,-1.0003685
Subject_28,-1.2883565,0.63697904
Subject_29,2.6614575,1.8953304
Subject_30,1.4824412,-0.8105673
Subject_31,-0.03724921,-1.1335001
Subject_32,-0.822843,-0.081989855
Subject_33,-1.3417616,0.9392694
Subject_34,0.35877153,1.2544398
Subject_35,0.74793905,-0.22263591
Subject_36,-0.28549436,-0.9713448
Subject_37,-0.62459284,-0.6125485
Subject_38,0.076424114,-0.9768878
Subject_39,-0.020249007,-0.56155103
Subject_40,-1.5810618,-0.091282554
Subject_41,0.61500365,-0.09393054
Subject_42,0.9073355,-0.48897055
Subject_43,0.8662432,-0.7627586
Subject_44,0.41735113,-0.6994942
Subject_45,0.47348574,0.7151364
Subject_46,-0.8824801,-2.57457
Subject_47,-0.45627558,0.2860463
Subject_48,-1.9606918,-0.504752
Subject_49,-1.1139969,-0.2446931
Subject_50,0.9715727,-0.70284396
Subject_51,2.3566003,0.74543816
Subject_52,-0.8352054,0.06661415
Subject_53,-0.2336941,0.87196404
Subject_54,0.20819984,0.51091295
Subject_55,-1.0200863,-2.0940535
Subject_56,-0.3206657,0.25058773
Subject_57,-0.024299826,0.62457746
Subject_58,0.4306127,-1.8794253
Subject_59,1.4584085,0.16694033
Subject_60,0.18264237,0.7494709
Subject_61,-0.8662026,0.5354558
Subject_62,2.0681162,1.3646135
Subject_63,-1.3726333,1.1387364
Subject_64,-0.79890853,-1.9243449
Subject_65,-1.0365583,0.16187578
Subject_66,-0.76319844,-0.37002
Subject_67,2.2171242,-0.78798175
Subject_68,-0.07123136,1.6566436
Subject_69,-0.5142407,1.641613
Subject_70,-0.004870618,-1.7485657
Subject_71,-0.805371,-0.035669595
Subject_72,0.70125955,-0.9274847
Subject_73,-0.92326105,-0.8058766
Subject_74,-0.27835283,0.10593076
Subject_75,1.0200478,-0.6733345
Subject_76,0.4160806,-1.0223964
Subject_77,1.3812252,-1.1041852
Subject_78,-0.77489805,0.34456578
Subject_79,0.5668041,2.0998032
Subject_80,1.2419751,-1.9690499
Subject_81,0.10847534,0.07099424
Subject_82,-0.7567758,-0.55626565
Subject_83,-0.8490695,1.0113502
Subject_84,1.364753,0.061503164
Subject_85,0.8835852,2.104256
Subject_86,0.7005756,0.4810663
