Subject_ID,Factor_1,Factor_2,Factor_3,Factor_4
Subject_1,1.6571779,1.1005068,1.9737195,1.144699
Subject_2,1.4421747,0.46960756,-1.0505825,2.0236511
Subject_3,-0.7959247,-1.3855288,0.34311825,-0.86869866
Subject_4,-1.1186634,-0.1329631,-1.1126705,-1.8400234
Subject_5,1.0210674,0.51569825,1.7815453,1.5129828
Subject_6,0.4850815,0.44370252,1.3629627,1.1643384
Subject_7,-0.4575524,-1.0805312,-0.083788276,-0.28294674
Subject_8,-0.3085633,-0.11007735,-1.6897414,-0.03707745
Subject_9,0.13573584,1.5844469,-0.55663574,1.8769128
Subject_10,0.15868448,0.2309903,-0.76620716,-0.91242087
Subject_11,0.51313794,0.02901282,-1.4677621,-0.13421577
Subject_12,-2.0155363,0.6970006,-0.28900525,0.46264282
Subject_13,0.38749498,0.49344027,-0.25115323,0.012157536
Subject_14,0.36796197,-1.5445225,-1.3773971,-1.228046
Subject_15,-0.08067014,0.14507933,-1.2000942,-1.8475037
Subject_16,0.31039372,0.8290065,0.9133496,0.85044754
Subject_17,-0.441255,0.3456974,0.66366965,-0.11167046
Subject_18,-0.9241805,1.0370244,1.6657492,0.9836611
Subject_19,0.9018502,-1.5627794,-0.1148099,1.268202
Subject_20,-0.68874747,3.0523233,-0.90741986,-0.667681
Subject_21,0.15211853,-0.7731461,-0.47319368,-1.2063401
Subject_22,-0.28625107,-1.0297927,0.95820487,-0.5652352
Subject_23,0.014891901,0.04729727,1.370467,-2.1302018
Subject_24,1.7266686,1.5755148,1.4707828,0.11729111
Subject_25,0.8068654,-0.1509724,-1.2983764,-1.0004661
Subject_26,-2.470328,0.7787566,0.9024278,-0.8651591
Subject_27,-1.1212891,-0.7064328,-0.033731822,2.7093518
Subject_28,1.1157253,-1.3508574,0.52374715,-1.1883214
Subject_29,-0.083101004,-0.29427338,-1.4306142,-0.62233984
Subject_30,-1.427415,0.033107728,-0.7735254,-0.22346446
Subject_31,0.772962,-0.11399132,0.20870891,-0.59621453
Subject_32,1.8943641,-0.7820336,-0.19039397,0.3122455
Subject_33,-1.976104,-0.18719228,-0.36475652,-0.27895507
Subject_34,0.20117453,0.2969777,0.23964413,0.46347952
Subject_35,-1.6435816,0.8175578,-1.8359349,-1.587121
Subject_36,0.2989668,-1.5843288,-0.9247451,1.451316
Subject_37,0.096267134,0.27029985,0.32232183,-1.2715532
Subject_38,0.60428923,-0.070406206,-0.19524838,0.29839137
Subject_39,0.9313357,2.0172112,1.2176387,2.0350318
Subject_40,-1.3375305,1.1857821,-0.21382922,0.5932536
Subject_41,2.2018433,-0.887413,1.7228338,0.16207933
Subject_42,-1.8050739,0.07315105,0.18587004,0.6314491
Subject_43,0.2476329,-0.43284735,-0.81369936,0.08224525
Subject_44,0.45086062,0.060032707,-1.977057,-1.1013273
Subject_45,1.1426895,-1.3449736,1.6429014,0.97010875
Subject_46,-0.5455473,-0.38233995,-1.014004,-0.1383907
Subject_47,0.21075088,0.015018174,-0.22832261,-0.11337306
Subject_48,0.92500746,0.55493665,1.5859582,-0.80754757
Subject_49,-0.59619904,5.448023,-1.1783775,3.4059627
Subject_50,0.8080764,-0.11733419,0.3622302,-0.168488
Subject_51,0.2833418,1.8172618,-1.7728757,0.65677613
Subject_52,0.7175743,1.4747217,-0.30513504,-1.6815181
Subject_53,-2.1954188,-0.15008993,-1.3193704,0.41010335
Subject_54,-0.10481812,0.1052893,-1.1870879,-0.5814674
Subject_55,0.7616322,-1.8424026,-1.3849946,-0.2757792
Subject_56,-0.9604891,-1.2385718,-0.50268173,-1.6346358
Subject_57,-1.2448465,0.16803585,-1.1081055,-2.3253646
Subject_58,-1.0550425,-1.357898,1.275552,-0.049318947
Subject_59,0.020013437,1.4194744,-0.98044235,-1.1496537
Subject_60,-1.1401404,0.11009463,2.9838784,-1.464187
Subject_61,-0.3278902,0.63308483,-0.7179919,1.096893
Subject_62,0.29578227,0.6828538,-1.8304582,0.058916245
Subject_63,-1.1301794,0.11255628,0.70671505,-0.88178915
Subject_64,0.3565657,0.66554666,0.28155047,-0.5466405
Subject_65,-0.19704856,-0.220362,-0.5840203,-0.058175094
Subject_66,1.9315602,-0.31247768,1.1945103,1.575255
Subject_67,-0.5850531,1.284807,-0.027985856,2.0423026
Subject_68,1.1925491,0.34477082,0.21747592,0.26038876
Subject_69,-0.45776048,0.92815423,-1.3186489,0.7336187
Subject_70,0.6487358,-1.9297085,-0.6258371,0.24699575
Subject_71,2.431345,0.3219547,1.874205,-0.65657306
Subject_72,-1.4033059,-0.32162628,0.6054708,0.22895813
Subject_73,-0.10783834,-0.9961349,-0.8247692,0.83257407
Subject_74,0.07999224,1.9703959,2.21185,-0.16435166
Subject_75,0.751827,-1.1644177,0.8083849,-0.18813077
Subject_76,-0.30772746,0.2925165,0.2681761,0.6329071
Subject_77,-1.2608185,0.8928762,0.6696764,0.2393752
Subject_78,-0.61936337,0.033039395,1.5225524,0.6055113
Subject_79,-0.48814324,-0.14854561,-0.91387117,-0.9766808
Subject_80,0.6407512,-1.2944324,-2.1248138,1.6020248
Subject_81,-1.3375686,-1.8818944,1.4990934,1.9001735
Subject_82,1.148833,-0.27016765,0.7342418,-1.2094078
Subject_83,0.2950641,4.2916517,-0.96467286,-0.5719703
Subject_84,-1.2049538,1.7369375,-1.1499475,-0.6140593
Subject_85,-0.25374424,-0.01107414,-1.3109447,-0.13685133
Subject_86,0.25334755,1.3526888,0.27962092,-0.3488537
