Subject_ID,Factor_1,Factor_2
Subject_1,-0.0051861075,0.42065603
Subject_2,-0.0087901885,0.7953364
Subject_3,-0.009990225,0.7693433
Subject_4,0.2523646,0.6910013
Subject_5,0.006936102,-1.6551542
Subject_6,-0.00887092,0.6872219
Subject_7,-0.016478037,0.024944905
Subject_8,-0.005028803,0.5087078
Subject_9,0.0008812378,-0.4406974
Subject_10,0.0024849141,0.31890467
Subject_11,-0.0056762053,-0.046700493
Subject_12,-0.0066084354,-1.2423484
Subject_13,-0.00087202055,-0.4892688
Subject_14,-0.018014863,-0.35912198
Subject_15,-0.0025649893,0.42072588
Subject_16,0.01754973,0.23734769
Subject_17,-0.01293605,-0.11266233
Subject_18,0.0008508136,0.55710524
Subject_19,0.01956241,0.4275927
Subject_20,0.44883606,-0.7867098
Subject_21,0.02423523,1.5580071
Subject_22,-0.03993658,0.035528354
Subject_23,0.0147183705,-0.5517342
Subject_24,-0.021258494,-0.4483072
Subject_25,-0.007884464,-0.60010237
Subject_26,-0.013108994,1.49984
Subject_27,0.0096980175,0.19397224
Subject_28,-0.016574819,0.7005359
Subject_29,-0.012146451,-0.69934046
Subject_30,0.035507362,-0.2080253
Subject_31,-0.010577197,2.1469023
Subject_32,0.009391467,-1.6613011
Subject_33,-0.018260695,0.07915677
Subject_34,0.034555126,0.5142797
Subject_35,0.039307266,1.6311903
Subject_36,0.16230474,0.8925261
Subject_37,-0.0055028503,-0.057892624
Subject_38,-0.008136131,-0.18271533
Subject_39,0.012138374,-0.43088084
Subject_40,0.10496937,-1.2582393
Subject_41,0.00023642379,-1.5679983
Subject_42,0.0008764436,0.9171023
Subject_43,0.010592847,-0.6708328
Subject_44,0.018570956,-0.46746075
Subject_45,0.0011671415,0.6569569
Subject_46,0.011248703,-0.37902153
Subject_47,0.08534205,-1.8907583
Subject_48,-0.014088369,-1.0905536
Subject_49,0.96548706,-1.2040884
Subject_50,-0.581006,-0.026392423
Subject_51,0.03213985,-0.45230368
Subject_52,0.04855629,1.5623839
Subject_53,0.0013476579,-0.33221206
Subject_54,-0.015593908,-0.36459798
Subject_55,0.0013704039,-0.8865782
Subject_56,-0.005110575,0.49545538
Subject_57,-0.025333367,-0.54064596
Subject_58,0.023865059,0.27622095
Subject_59,-0.010862768,0.9252035
Subject_60,0.6318558,-0.04298106
Subject_61,0.07710424,0.66831124
Subject_62,0.00055877713,1.0713613
Subject_63,0.0018219688,-1.2910589
Subject_64,0.010818207,-0.8586601
Subject_65,0.010539306,-1.0032582
Subject_66,-0.009457972,0.27875683
Subject_67,0.18448806,-0.9468628
Subject_68,0.015176726,0.1623921
Subject_69,-0.017098695,-1.2360336
Subject_70,-0.03129722,-0.88895065
Subject_71,-0.005666743,-0.062149025
Subject_72,0.05149802,0.95015055
Subject_73,-0.0065872017,-0.16241637
Subject_74,0.0042193453,0.66302174
Subject_75,0.05599009,-0.6511336
Subject_76,0.041710764,0.28088486
Subject_77,0.0073439074,0.79749507
Subject_78,0.03574777,-0.8366761
Subject_79,-0.030214233,0.2705958
Subject_80,0.004666509,-1.2221824
Subject_81,-0.002934377,0.006807796
Subject_82,-0.02096503,0.35400578
Subject_83,0.69561416,-0.6685853
Subject_84,0.0067008515,-0.021421777
Subject_85,-0.005528964,-2.1686003
Subject_86,-0.015941065,1.1871891
