Subject_ID,Factor_1,Factor_2,Factor_3,Factor_4
Subject_1,0.5844299,0.26415774,0.8301093,0.027141819
Subject_2,0.79146236,-0.9309217,-0.9859432,0.06684488
Subject_3,0.044968765,0.9339932,-1.6162875,0.7138425
Subject_4,-2.32314,-0.91535705,0.033055846,1.1134365
Subject_5,0.24215917,0.20528148,-0.07602679,0.03207128
Subject_6,0.6594823,-0.9671523,2.5480556,-0.7146684
Subject_7,0.30072168,-1.192004,-2.2137878,-0.124402866
Subject_8,0.17241567,1.1751548,-0.35883257,-0.04524236
Subject_9,0.9516795,-0.515938,0.21647348,1.0050235
Subject_10,0.9617367,1.4084728,1.2891026,-0.0039680465
Subject_11,-0.5628257,-0.40141332,-1.178567,0.25678247
Subject_12,0.05683787,-0.73630244,0.30254766,-1.1958569
Subject_13,1.565659,0.14039758,-0.8698671,-0.61772776
Subject_14,0.894073,-1.3701389,-2.111252,-0.60166353
Subject_15,-1.0647036,1.7898475,-0.41622254,-0.6741153
Subject_16,-0.22317795,-1.0636175,0.62400395,0.6529359
Subject_17,1.8753848,-0.9090333,0.45922375,0.2544532
Subject_18,0.5523702,-0.7162543,-0.901508,0.58789116
Subject_19,1.1239269,-1.4306059,1.3362132,-2.124834
Subject_20,0.15921049,-0.47571668,-2.1638904,-2.8707561
Subject_21,-0.67102855,1.4642938,-0.8869112,-0.33787772
Subject_22,0.30408925,0.031657163,1.6619052,0.06175131
Subject_23,0.5257779,-0.7549851,-0.4965178,-1.0099065
Subject_24,0.46065125,-1.3893952,0.43822786,-0.5938553
Subject_25,1.9980571,-1.5731517,0.69767404,-2.1979616
Subject_26,0.78889066,-0.84512466,0.11897927,0.39162564
Subject_27,1.8502626,1.0985564,-1.4266685,-0.12830885
Subject_28,0.50896853,-1.9667709,0.074909404,0.14317936
Subject_29,1.1969477,0.4229228,-0.041558046,0.4831479
Subject_30,-0.4893674,0.6542805,-0.98050284,-0.47567388
Subject_31,1.4058198,0.96772444,0.5753641,0.93972015
Subject_32,-0.64952564,0.3865812,0.60117346,0.38829556
Subject_33,0.4895164,0.018766776,2.6820242,-1.334172
Subject_34,0.61806005,-0.08132292,0.08930978,-0.29385918
Subject_35,0.98692596,0.8162623,-0.29235262,-0.5547694
Subject_36,1.1262707,0.77218795,0.48691508,-1.8454541
Subject_37,-1.1057532,-0.104883336,2.0409968,-0.058127373
Subject_38,-0.56725746,0.57401055,0.30878475,0.34446362
Subject_39,-1.1713392,0.079392835,-1.0065266,-0.8599508
Subject_40,1.3959192,0.83663374,-0.36402234,-1.0261452
Subject_41,0.29378542,-0.67556673,0.0328711,-0.8998635
Subject_42,0.38890073,0.3274933,-1.0272042,0.00282066
Subject_43,0.10569259,1.1026381,-1.0386853,-0.35752574
Subject_44,2.1205606,0.47880545,0.5511834,0.5606461
Subject_45,-0.4005789,1.4013352,0.14757249,0.006635913
Subject_46,1.3927951,-0.3016761,-0.41418952,-1.0139244
Subject_47,1.977068,-0.28465465,1.5490065,-0.97844565
Subject_48,0.58903474,1.4927393,-1.2213856,-1.0416869
Subject_49,0.77451086,0.61870795,0.45169064,-5.146591
Subject_50,-0.11967547,-0.84847814,-1.0260043,0.112155624
Subject_51,2.2897525,-1.3711803,-0.3390009,-0.34606466
Subject_52,0.3868004,-0.67386526,-1.3479252,0.05450826
Subject_53,-0.37088048,-0.70060605,-0.6199465,-1.0699849
Subject_54,1.1012467,0.11192424,-1.3983698,0.05795945
Subject_55,-0.8532405,-1.0634251,0.74155945,-0.35011047
Subject_56,-1.4923085,0.10043169,-0.538454,1.6960347
Subject_57,1.0564941,-1.3970155,-0.6294584,0.47665828
Subject_58,0.39259303,1.7632581,-1.5688491,-0.20833436
Subject_59,1.401668,-0.58250487,1.5840914,-0.66465396
Subject_60,-0.056133404,1.7722368,0.82436264,-0.42066458
Subject_61,1.8716908,-1.4999101,0.10566288,-1.4611231
Subject_62,0.15027222,-0.3202192,1.1639174,0.95299095
Subject_63,-1.0514944,0.007950208,-1.3042389,-0.003672205
Subject_64,1.6332039,0.60217065,0.71978307,-1.0788003
Subject_65,-0.28350466,1.092643,0.68860155,-0.97318363
Subject_66,0.25090054,-0.602231,1.040527,-2.1222212
Subject_67,-1.5332743,0.5886425,0.48937404,-2.0300384
Subject_68,-0.5750989,-0.74698246,0.38845634,-0.2540207
Subject_69,0.96928245,-0.16791436,0.7334688,-0.02397575
Subject_70,-0.14620475,-1.185469,0.00071348174,0.3905166
Subject_71,0.47114798,1.5585908,0.63322926,0.01494794
Subject_72,1.5356576,-0.7751327,0.8898343,-0.058554728
Subject_73,-1.4812155,1.7731745,-0.35891137,-0.08244596
Subject_74,-0.4447407,-0.4626929,0.99993306,-1.1643547
Subject_75,0.6283412,-0.54516256,1.2679629,0.49031857
Subject_76,-0.031552173,-0.84741426,-0.110299304,-0.18728712
Subject_77,-0.22481629,-1.1521399,-0.560655,0.5340195
Subject_78,-0.035713628,-0.6638494,1.1671294,-0.31512815
Subject_79,1.0458013,0.2921839,0.20470753,1.3710494
Subject_80,1.3813524,-1.0661336,2.0056336,-0.50788414
Subject_81,0.01930221,0.4433477,0.6032447,1.7889047
Subject_82,0.58585525,-1.4804343,-1.1243211,0.6757772
Subject_83,-0.022161717,0.518329,-0.20079823,-4.2564087
Subject_84,1.5542941,0.87108666,-0.032860816,-1.5382128
Subject_85,-0.27627108,0.28049842,1.051707,-0.815704
Subject_86,0.7687604,1.2445487,-1.3467413,0.21076979
