Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19
volume_sn_voxels_feature_0,1.5029873,-0.166607,0.5100889,0.11831829,0.8481508,-0.47438154,-0.2243891,-0.84448624,0.3293594,0.083860785,0.27238727,-0.40255156,-1.1089176,-0.75023764,-0.90844494,-0.11355945,0.50431323,-0.12723215,-0.24845186,-0.038963594
volume_sn_voxels_feature_1,1.3481635,-0.25698906,0.48573726,-0.55359024,0.8691126,-0.61433107,-0.48447046,-0.67112976,0.49728063,-0.001759234,-0.57206273,-0.37844437,-1.1353292,-0.61223185,-0.84238523,-0.4118045,-1.0365131,0.66717696,0.082852595,-0.17120817
volume_sn_voxels_feature_2,1.3875,-0.21067071,0.06468105,0.042659942,0.370141,0.12796956,0.07507069,-0.13606791,0.18546347,0.38739803,0.6254941,-0.30435067,0.8297544,-0.45304263,-0.41087812,0.2916517,1.0324748,-0.6884091,0.33975956,-0.1830198
volume_sn_voxels_feature_3,1.2677431,-0.2845648,-0.03300428,-0.17916182,0.5177863,0.3400789,-0.38118893,0.14246236,0.005600742,-0.019601235,-0.46614844,-0.009180611,0.1054215,-0.5633861,-0.04468751,0.12585601,-0.11764807,-0.15985243,0.60076344,-0.29666755
volume_sn_voxels_feature_4,1.7229973,0.031563904,-0.16905797,0.11598469,-0.28125685,0.4555297,-0.18115184,0.77034897,-0.2988037,-0.08133547,0.22626995,-0.041849095,1.527531,-0.13629606,0.07112803,0.19771431,0.25333253,-0.7969246,0.9294996,-0.25291973
volume_sn_voxels_feature_5,1.274843,-0.2813998,0.45435834,0.27827922,1.0812413,0.7623688,1.0814832,0.616322,-0.09377381,0.8457296,-1.0465494,-0.050439283,1.299192,-0.66198146,0.90251935,-0.09282764,0.8441277,-0.40568158,-1.0760618,-0.004614084
volume_sn_voxels_feature_6,1.4417019,-0.48909986,0.26889822,0.5466911,0.5464309,0.10776235,1.0674514,0.44635394,-0.23664343,-0.029994825,-0.38743478,-0.27425444,1.3726068,-0.42623597,0.20810945,0.5676379,0.72458655,-0.79500043,-0.9230252,0.6242607
volume_sn_voxels_feature_7,1.1957779,-0.14331527,0.2090615,-0.28455105,1.0867745,-0.15864472,0.72184163,-0.32271105,0.5865507,0.16586663,-1.1672778,0.31524765,1.0095327,-0.7860175,0.58921707,0.10975031,0.42227855,0.24463265,-0.47510254,-0.93159837
volume_sn_voxels_feature_8,1.1244544,-0.15034582,-0.22972903,-0.020149384,-0.38516876,-0.82656807,-0.28322095,-0.19218786,0.35195488,-0.09154126,0.0048147286,-0.0565493,1.4625486,-0.2476374,-0.7915577,0.34027445,-0.12180344,1.1471494,0.46118423,-1.0488915
volume_sn_voxels_feature_9,1.2379278,0.1934928,-0.2719183,0.14192542,-0.92015994,-1.163228,-0.8808115,-0.090213396,0.376527,-0.026023459,0.29070646,-0.4036186,1.1146556,0.1432064,-1.2459104,-0.035854448,0.1781677,1.127665,0.85888565,-1.3158592
volume_sn_voxels_feature_10,1.1519207,0.26981345,-0.32647407,0.32363498,-0.8098195,-1.0341578,-1.2379068,-0.036455248,0.24709295,0.06151292,-0.30365092,-0.97423625,1.3202101,0.43852407,-1.2372187,-0.2213218,0.72383714,1.4683565,0.8895216,-1.281684
volume_sn_voxels_feature_11,1.6335877,-0.47111586,0.24677283,-0.11341361,0.643828,-1.0345768,-0.49880683,-1.2167653,0.35349664,-0.08255496,-0.7977544,-0.10582785,-1.1769997,0.17492692,-1.2427664,-0.1454209,-0.8986443,1.2135742,-0.5441039,-0.27751336
volume_sn_voxels_feature_12,1.6399176,-0.01883655,0.0018049278,0.11106226,0.31862614,-0.008339576,0.15166044,-0.6782528,0.14679606,-0.4134688,-0.28561828,0.073451124,-0.5348389,-0.060237404,-0.3759038,-0.026441015,0.10415813,0.48766103,0.09448204,0.17774855
volume_sn_voxels_feature_13,1.5575813,0.4070902,-0.10284104,0.05740896,-0.44763246,0.32461137,0.018311722,0.21241887,0.19283581,-0.21464482,0.18352476,0.36382172,1.2224782,0.14901529,0.22377408,0.104015365,0.6639539,-0.18835817,0.446421,0.13136905
volume_sn_voxels_feature_14,1.4648539,0.28084987,-0.4099165,-0.3138765,-0.41836056,0.94420946,-0.15063632,0.6416716,-0.51209694,-0.70454085,-0.68265414,0.3196434,0.5480447,-0.22695078,0.72032505,0.023366868,-0.48369682,0.35739115,0.6844158,-0.021403553
volume_sn_voxels_feature_15,1.4394562,0.25195253,0.10159592,0.28501236,-0.7939085,0.06784164,0.7500293,0.3469518,0.07933126,0.15751733,0.92256856,0.21003018,1.0526633,0.34467947,-0.5630928,0.11639783,0.67932045,-0.760252,-0.83268577,0.5964589
volume_sn_voxels_feature_16,1.0332042,0.31143436,-0.07355471,0.15731363,-0.8745838,0.19144867,0.08425527,0.9032002,-0.24828662,0.005529355,0.4930615,0.46415064,1.2194462,0.71947014,0.059948456,-0.12703916,0.2793769,-0.35033688,0.2757229,0.18524565
volume_sn_voxels_feature_17,1.2522197,0.5007542,0.119938634,0.3074485,-0.78930765,0.18873309,0.6231574,0.634856,-0.0844698,-0.067097515,0.40635845,-0.04635415,1.4692322,0.22657964,-0.094197795,0.013124791,0.17235273,-0.6646041,-1.0485535,0.5971173
volume_sn_voxels_feature_18,1.4111753,0.46623707,-0.08577167,0.03838171,-1.117926,0.2819891,0.0019930953,0.96392256,-0.58489454,0.051486522,0.6691703,0.46039957,1.2426729,0.7639615,-0.14005874,-0.17484266,-0.08114285,0.01118555,-0.17158833,0.2560343
volume_sn_voxels_feature_19,1.1289794,0.33523238,0.19979563,-0.17275937,0.10239469,0.3935353,0.19402833,-0.120383315,0.17704281,0.05009578,-0.66616267,0.4892858,1.1720216,-0.4688261,0.40421498,0.06843334,-0.36339298,0.6210027,-1.0279738,-0.52011126
volume_sn_voxels_feature_20,1.1173973,0.15093048,-0.35680652,-0.1049306,-1.0919508,-0.05036732,-0.3288114,0.6482883,-0.25664347,-0.06975014,0.23600008,0.5531917,1.229801,0.14078149,-0.029057061,-0.10922074,-0.53185916,0.6422902,-0.5957444,0.025347322
volume_sn_voxels_feature_21,0.40773988,0.2616517,0.12438563,-0.2551029,0.8416491,-0.023677781,-0.30129308,-0.49782416,0.59894127,0.14534637,-0.91710556,0.59270906,1.3137009,-0.73904026,0.26654488,-0.372481,-0.21958047,1.2278668,-0.3303076,-1.5271105
volume_sn_voxels_feature_22,-0.10953899,0.22076082,0.21199107,-0.2841749,0.2461868,-0.25936398,-0.74524397,-0.63714075,0.36259738,0.3003068,0.14958023,0.24557358,1.3807766,-0.30067924,-0.64423734,-0.3038198,-0.3709628,1.386111,0.6030572,-1.3599993
volume_sn_voxels_feature_23,-0.38846758,0.11225276,0.12441538,-0.27079597,-0.19502456,-0.4641623,-0.87270945,-0.62869745,0.4390999,0.2672945,0.70473146,-0.41255644,1.5174309,0.009492384,-1.1350213,-0.46773198,0.012443672,1.1714801,0.9176561,-1.3711351
volume_sn_voxels_feature_24,0.42091364,0.5113532,-0.08066988,0.09397213,-0.39177123,-1.0331218,-1.0881451,-0.27292132,0.30669606,-0.17288819,-0.41279903,-0.52351296,1.4146755,0.18077403,-1.115576,-0.27401838,0.737415,0.66953707,0.93616927,-1.5824544
volume_sn_voxels_feature_25,1.4561911,-0.078262515,-0.19814183,-0.028604517,0.26432887,-0.5082007,0.04936605,-1.2125778,0.06241897,-0.32197234,-1.0761023,0.3730829,-1.0565025,0.8595939,-1.130758,-0.21146697,-1.2056347,1.129666,-0.25747392,-0.04010684
volume_sn_voxels_feature_26,1.2786448,0.7790599,-0.15460303,-0.13844097,-0.742105,0.90318924,0.3676803,0.6179851,-0.019636534,0.09000175,-0.12977862,0.034810573,1.1423643,0.20343684,-0.16677487,-0.40867394,-0.77539444,0.6075498,-1.3857592,0.74915516
volume_sn_voxels_feature_27,-0.8626697,0.03981969,0.69874454,-0.003500737,0.772805,0.25439245,-0.0988964,-0.3321083,0.026221637,0.4738534,-1.1375921,-0.41785118,0.6340792,-1.1032386,0.5210281,-0.22585745,-0.42605504,1.491431,-0.11322442,-1.2717701
volume_sn_voxels_feature_28,-0.1872136,0.071311116,-0.15165691,-0.2639165,0.68036056,0.15933198,-1.0530545,-0.31491098,0.22781996,0.286013,-0.25919598,0.5163534,1.1149895,-0.81456906,0.15843385,-0.22098559,-0.3977718,1.3610398,-0.19982643,-1.1243056
volume_sn_voxels_feature_29,-0.8516439,0.29591936,0.505753,-0.57317525,-0.27389768,0.28221154,0.42877412,-0.25059655,0.3783984,0.7424826,0.29662445,-0.7087258,1.3620409,-0.8763083,-0.5028287,-0.6356124,-0.44401348,1.1680813,0.49211308,-1.1841897
volume_sn_voxels_feature_30,-0.42864078,0.25699908,-0.14811558,-0.3957232,0.16549934,0.06965035,-1.0092397,-0.4340929,0.32821983,0.32073975,0.84442365,-0.17900072,1.3784711,-0.45151615,-0.5914727,-0.53038305,-0.06456878,1.5114424,0.5573204,-1.3254572
volume_sn_voxels_feature_31,-0.5610252,0.123768374,0.36865413,-0.29225513,-0.29500046,-0.08734288,-0.7208451,-0.4081564,0.62407684,0.13075672,0.7864978,-0.37984475,1.5748743,-0.60921526,-0.89877295,-0.43031168,0.19858636,1.4902419,0.8317134,-1.6693841
volume_sn_voxels_feature_32,-0.6004149,0.43862182,0.3531634,-0.3979711,-0.11888516,-0.07921816,-0.8767059,0.05007996,0.6398872,-0.06106576,-0.81318426,-1.0253205,0.97767824,-0.8721171,-0.42237577,-0.37058473,0.9465748,1.4166051,0.7566105,-1.0116625
volume_sn_voxels_feature_33,-0.36708805,0.07006611,-0.027419558,-0.38691264,0.63838506,0.08225546,-1.123707,-0.2544956,0.2563126,0.12534404,-0.15308371,0.43881294,1.1284256,-0.48356402,0.194543,0.11674337,-0.37470242,1.3313682,-0.41068822,-1.580593
volume_sn_voxels_feature_34,1.2665209,1.1909167,0.17072485,0.7432688,-1.1701417,1.3577117,-0.6607949,1.1436398,-0.87632805,-0.22011755,-0.7322405,-0.45948786,1.0094327,0.37608814,0.18153507,-1.3001479,-1.1677325,1.1009234,0.9215845,0.84353995
volume_sn_voxels_feature_35,1.4859158,1.0342883,0.16198884,0.791234,-1.2938138,1.2473947,0.29646575,1.0713958,-0.7979361,-0.5831462,-1.109092,-0.31872454,1.1865726,0.39382103,-0.07598649,-1.3306655,-1.163737,0.19162565,0.8369257,0.8947505
volume_sn_voxels_feature_36,1.1156132,0.46979427,-0.3032795,0.43215653,0.1870767,-0.045661412,-1.3945953,0.092026286,-0.30238727,-0.2424292,-0.68390095,0.6952848,0.42625406,0.51270086,-0.066525355,-0.90164715,0.11603986,1.620326,0.28782937,0.20333791
volume_sn_voxels_feature_37,1.2363386,0.9823789,-0.07126319,-0.010850367,-1.3913581,0.060405225,-1.3134485,-0.12909052,-0.49116847,0.14837873,-1.2719353,-0.3790906,1.1768783,0.23885362,0.026956754,-1.2568215,-0.65990806,1.3433074,0.4105483,1.0171585
volume_sn_voxels_feature_38,-0.63437337,-0.30354908,0.1627322,0.008825762,0.7705585,-0.18023787,-1.0738882,0.12897225,0.10486283,-0.030426895,-1.0674462,-0.6016637,0.0472658,-0.48735133,0.4084489,0.23579524,0.8957596,1.1856396,0.32727614,-1.195398
volume_sn_voxels_feature_39,0.20972702,-0.07428206,0.06458875,0.54425555,0.7975231,-0.023911942,-1.1681012,0.16233613,-0.22724795,-0.31751603,-1.2363478,-0.3998839,-0.0633713,-0.2250852,0.21935882,-0.12971169,0.73585445,1.4938068,0.18301132,-1.2193532
volume_sn_voxels_feature_40,0.7220618,0.28924766,0.05985373,0.44715604,0.1766912,-0.3405234,-1.1525353,0.119801454,-0.25543538,-0.29533434,-1.0991724,-0.2278432,0.15688975,-0.005604564,0.20445515,-0.47645915,0.38712364,1.5991342,-0.17887467,0.93231833
volume_sn_voxels_feature_41,1.2166137,0.64740497,0.33850536,0.20647022,-1.2275571,-0.13398263,-1.2245125,0.13553548,-0.5147523,-0.21882652,-1.106618,-0.51048696,0.59187585,0.110215805,0.34703314,-1.1932354,-0.07442367,1.5226403,-0.15914896,1.30245
volume_sn_voxels_feature_42,1.1429938,0.7408954,0.62055564,-0.08500734,-1.1185808,-0.16998883,-1.0906831,0.034016524,-0.6946894,0.19077797,-1.2724135,-0.5657732,1.0122235,0.01636313,0.5840365,-1.3610816,-0.43504375,1.2729592,-0.34954193,1.4061222
volume_sn_voxels_feature_43,1.2666187,0.4425626,-0.3668377,0.06118551,-0.556045,1.4655528,-0.67224276,1.0135815,0.569516,0.86291105,0.4612384,-0.11404712,1.3418404,0.9064819,0.8927207,-1.0900741,-1.2221626,1.2341394,-1.1198206,0.51829135
volume_sn_voxels_feature_44,1.4784241,0.11837228,-0.89382285,-0.3036553,-0.14702888,1.0764744,-0.7579058,0.50985074,0.0500575,-0.019826058,-0.47525004,-0.21621747,1.0758879,-0.26529184,0.48353702,0.09949448,-1.1883739,1.6344104,-1.4268636,0.5313954
volume_sn_voxels_feature_45,0.18153514,-0.07577255,-0.13462235,-0.41479087,0.7784621,0.31396043,-0.8420783,0.11080688,-0.4766776,0.38600093,-0.9118897,0.40171808,0.9605335,-0.5410014,1.01721,0.7407619,-0.59594566,1.2953931,-1.3198091,-1.2178793
volume_sn_voxels_feature_46,0.5691173,1.0079715,-0.055931788,0.8138958,-1.462324,1.4599499,0.67833585,0.61122274,-0.5251851,-0.32176313,-0.9975411,-0.28125033,1.221254,0.540814,-0.47967193,-1.1711185,-0.9248137,-0.090554625,0.69505954,0.6777331
volume_sn_voxels_feature_47,-0.167556,-0.1293351,0.13048472,-0.38850525,0.52046907,0.10650498,0.11847346,-0.07422028,-0.14718235,0.26891765,-0.34820685,0.398877,0.24964084,0.011323356,0.46390787,0.4901205,-0.30525997,1.1025751,-0.8492903,-1.4269139
volume_sn_voxels_feature_48,1.1748954,0.58670205,-0.6363588,0.09972798,-0.7418592,0.35743058,-1.162706,-0.028498426,-0.29813394,0.07178936,0.7338482,0.6853758,0.6285967,0.55359405,0.055995904,-1.2165353,-0.21031809,1.3729796,-0.7111201,0.31923243
volume_sn_voxels_feature_49,0.6468573,0.5619848,-0.014022949,0.600584,-1.8091061,1.2451649,0.8625464,0.72162473,-0.5094755,-0.21357107,-1.4074398,-0.297106,1.0603368,0.6519664,-0.771997,-1.1386247,-0.031668056,-0.6843044,0.5773309,0.5480227
volume_sn_voxels_feature_50,-0.54669917,0.10171212,0.019834468,-0.46421015,0.20876338,0.004603117,0.88999754,-0.07974314,0.26635674,-0.058091737,0.40739352,-0.22616722,-0.2283189,-0.2172907,-0.17650864,0.5300405,0.14246958,1.2548568,-0.102542154,-1.3695366
volume_sn_voxels_feature_51,0.11340929,-0.09845752,-0.31140494,0.22231978,0.6317348,-0.1517465,-0.13444124,-0.17270443,0.032368314,-0.31734776,0.67746586,0.81985223,-0.18401986,-0.27740344,-0.05623993,0.19593549,0.4921058,1.5848243,-0.20535798,-1.2623662
volume_sn_voxels_feature_52,0.5407724,0.100834616,-0.65988743,0.50492316,0.36027867,-0.095697016,-0.84102196,-0.29205146,-0.094741136,-0.40630716,0.67485946,0.81024665,-0.03741211,0.16198495,-0.117380165,-0.42845532,0.06959949,1.1486433,-0.00032054877,-0.94255644
volume_sn_voxels_feature_53,1.1990662,0.8654019,0.25724497,-1.278316,-1.3423122,0.8578635,-1.0273691,-0.3496325,0.47634408,0.6695624,-1.0265825,0.10654159,1.3134208,0.40720782,-0.13183159,-1.248531,-0.50954264,1.2797045,0.2528178,1.2835876
volume_sn_voxels_feature_54,-0.35463688,-0.08644571,-0.20266005,-0.013859216,0.673292,0.040671967,0.66396475,-0.025104318,0.34186256,-0.57492286,-0.29006517,-0.08118856,-0.267611,-0.21126303,-0.31598023,0.6452371,0.47080347,1.2686731,0.31916055,-1.3732754
volume_sn_voxels_feature_55,0.109294906,-0.15214948,-0.18634486,0.29284447,0.76486623,0.014743385,-0.14566225,0.07639021,0.28670618,-0.5842731,-0.673263,0.16448683,-0.13475175,-0.25382602,-0.34876966,0.11585676,0.41932833,1.6244913,0.06988235,-0.94256395
volume_sn_voxels_feature_56,0.43635148,0.34817472,-0.12200692,-0.14822249,-0.0927933,0.27233383,-0.58956075,-0.108753406,-0.09995505,-0.255255,-0.8778801,0.0045968466,-0.17606436,-0.03804523,-0.3108999,-0.558747,0.11934502,1.2384441,0.030073017,0.9039198
volume_sn_voxels_feature_57,0.6588982,0.5917368,-0.15139726,-0.97908604,-1.2474014,0.27080834,-0.8514557,-0.43585518,0.07436767,0.010393634,-1.1977279,0.17441253,0.22489811,-0.1184561,-0.47017094,-0.97291845,-0.10140821,0.9577544,0.08043288,1.1573987
volume_sn_voxels_feature_58,1.2456833,0.7023125,-0.005077245,-1.1607924,-1.2639666,-0.07648206,-1.0802383,-0.6187039,0.35038662,0.23999238,-1.1466177,0.14586364,0.938243,-0.05216868,-0.2922126,-1.1935264,-0.36835337,1.4529836,0.0650098,1.2771047
volume_sn_voxels_feature_59,0.89631563,0.6085949,0.05651858,-1.3047128,-1.1509697,0.06796403,-0.9878096,-0.63707423,0.3328954,0.5223195,-1.4260877,-0.09528754,1.1189268,0.20591924,-0.08869361,-1.1150315,-0.29000574,1.2615587,-0.13293247,0.8881792
volume_sn_voxels_feature_60,-0.5602734,0.0032455646,0.36165866,0.26763067,0.6057916,0.07167059,0.3374128,0.41525558,-0.0066613243,-0.48076966,-1.2188517,-0.7529838,-0.3980275,-0.5983411,0.033110946,0.5377616,0.5918361,1.3345453,0.14238589,0.15255827
volume_sn_voxels_feature_61,-0.044433575,0.12739688,0.36841017,0.0006577768,-0.06392173,0.2217806,-0.2359709,0.14792302,-0.062545285,-0.41847095,-1.1496772,-0.962655,-0.2653128,-0.6189528,0.043439556,0.110906504,0.50303733,1.6056578,0.08379693,1.3600391
volume_sn_voxels_feature_62,0.53609884,0.046789363,0.54197705,-0.9432174,-1.2365355,-0.04673015,-0.520566,-0.23404543,-0.1614961,0.15488054,-1.291038,-0.75928897,0.1028808,-0.35268334,0.065421395,-0.61941284,0.15575877,1.3608953,0.023478923,1.4596179
volume_sn_voxels_feature_63,1.201183,0.023664722,0.40755638,-1.0261424,-1.3455932,-0.27633658,-1.0397972,-0.39578524,-0.062379364,0.6320508,-1.12428,-0.5475651,0.6393957,-0.08340117,0.2889727,-1.1237758,-0.17186725,1.51988,-0.6782368,1.0772977
volume_sn_voxels_feature_64,1.5318433,0.25990883,-0.63213557,-0.18924564,-1.2486748,1.3925546,0.0057309233,0.33847848,0.18525246,0.3775715,0.5122396,-0.75944376,1.3000765,0.033692677,0.65740424,-1.0000914,-1.1238396,1.3846071,-1.2602832,0.78099614
volume_sn_voxels_feature_65,0.60514516,-0.22757256,-0.67550296,-0.26785368,0.5059498,1.0374181,-0.11329065,0.4445688,-0.46177492,-0.10086853,-0.68700635,0.18018213,0.2969269,-0.23388684,0.8636206,0.91379285,-1.123059,1.2787586,-1.3953171,-1.2775037
volume_sn_voxels_feature_66,0.94441307,-0.2521471,-0.5689053,-0.20978713,-0.7580492,1.1624793,-0.13783482,0.22071275,-0.39892924,0.22273076,0.0024595582,0.19516242,0.6922525,0.048748553,1.1256267,-0.1457847,-1.0665407,1.8632907,-1.159114,-0.699751
volume_sn_voxels_feature_67,-0.2230604,0.39607465,0.18328848,0.62721723,-1.356778,1.4729965,0.49743798,0.77201617,-0.49092045,-0.53502756,-1.4197301,-0.09481813,0.8589622,0.37932786,-0.29838252,-0.16988488,-0.40807924,0.20827486,0.53776044,0.41864413
volume_sn_voxels_feature_68,0.44630963,-0.22661014,-0.25694373,-0.06213081,0.2108718,0.21231015,0.31825015,0.18069886,-0.6238868,-0.05314815,-0.22660641,0.6009618,-0.23298538,0.4411105,0.7203753,0.81508344,-0.023349354,0.81181,-1.274171,-1.342553
volume_sn_voxels_feature_69,1.0262074,-0.1806514,-0.5906675,0.042630002,-0.6754209,0.41178116,0.11784093,0.0778956,-0.39641696,0.13513781,0.5835347,0.31441057,-0.06877597,0.62570316,0.54512554,-0.42272246,-0.10508908,1.1696758,-1.5038992,-1.0417143
volume_sn_voxels_feature_70,1.2820845,0.382789,-0.45615053,-0.14368404,-1.2774366,0.40417,-0.108954005,0.1252626,-0.1177393,0.48449454,0.8413627,-0.1492166,0.26348567,0.4361749,0.42916718,-1.0372071,-0.5907939,1.5587862,-1.1972682,0.8006841
volume_sn_voxels_feature_71,-0.09213262,0.42206123,0.081936575,0.17389514,-1.2092732,1.1211829,0.22134697,0.6188266,-0.38842362,-0.07525297,-1.1689823,-0.15214182,0.97763884,0.2712821,-0.27240136,-0.42985177,0.68656635,-0.3822596,0.30592746,0.3277617
volume_sn_voxels_feature_72,-0.00742155,-0.11753616,-0.19121441,0.67360955,-1.4315286,1.2804034,0.8555217,0.98258907,-0.82734394,-0.37372568,-0.9706918,-0.6177537,0.75760484,0.44192,-0.20465922,-0.09904484,0.69990474,-0.30250075,0.52890635,0.5353734
