Feature,Factor_0,Factor_1
Feature_0,-0.53507155,-0.20062368
Feature_1,-0.6424808,-0.61798054
Feature_2,-0.54873514,-0.04479991
Feature_3,-0.547966,-0.29033172
Feature_4,-0.6794734,-0.49909005
Feature_5,-0.592013,-0.61284894
Feature_6,-0.76673865,-0.7500523
Feature_7,-0.7223108,-0.029389733
Feature_8,-0.74454194,-0.08011186
Feature_9,-0.77900463,-0.21578965
Feature_10,-0.7142689,-0.102619864
Feature_11,-0.9553073,-0.17065556
Feature_12,-0.7232036,-0.4360741
Feature_13,-0.86530674,-0.45651084
Feature_14,-0.6232799,-0.62141216
Feature_15,-0.75206816,-0.54437965
Feature_16,-0.5886206,-0.6266828
Feature_17,-0.62148917,-0.08359626
Feature_18,-0.54866713,-0.30120134
Feature_19,-0.8207827,-0.06937423
Feature_20,-0.73624945,-0.016902156
Feature_21,-0.70118254,-0.24250527
Feature_22,-1.1947261,0.03816173
Feature_23,-1.0073283,-0.10314591
Feature_24,-1.0085727,-0.4723556
Feature_25,-0.73729074,-0.8162888
Feature_26,-0.81908023,-1.119464
Feature_27,-0.8989374,-1.0790573
Feature_28,-0.6586453,-0.06253814
Feature_29,-1.3011231,0.08847901
Feature_30,-0.6197636,-1.1448444
Feature_31,-0.60222816,-1.0328866
Feature_32,-0.81397593,-1.2029253
Feature_33,-0.805773,-1.2790897
Feature_34,-0.64856637,-1.311474
Feature_35,-0.8750237,0.024158884
Feature_36,-1.169936,0.013747466
Feature_37,-0.89269054,-1.3822439
Feature_38,-0.6736469,-1.3505188
Feature_39,-0.85387266,-1.4667642
Feature_40,-0.9876521,0.5979707
Feature_41,-0.95045245,1.0171946
Feature_42,-0.741237,-1.4050009
Feature_43,-1.208857,-0.05164796
Feature_44,-1.2241627,0.44451714
Feature_45,-1.0072006,0.924504
Feature_46,-0.59951764,-1.2870972
Feature_47,-0.72480637,-1.5734514
Feature_48,-1.1083438,-0.16163328
Feature_49,-1.0662646,0.40520412
Feature_50,-0.79547083,0.7780819
Feature_51,-0.6304814,-1.2557278
Feature_52,-0.79206973,-0.8704886
Feature_53,-1.042893,-0.7437184
Feature_54,-1.0162884,-0.0839271
Feature_55,-0.8811606,0.06633493
Feature_56,-0.89957803,0.3044714
Feature_57,-0.9896011,0.36703506
Feature_58,-0.9940178,0.43360034
Feature_59,-1.1033275,0.20141064
Feature_60,-1.3133622,-0.59722656
Feature_61,-1.1987362,1.311976
Feature_62,-1.0875831,1.2922732
Feature_63,-0.68635154,-1.3432075
Feature_64,-0.95738447,-1.2535195
Feature_65,-1.1793654,1.3170723
Feature_66,-1.063917,1.6045789
Feature_67,-1.0157412,1.4868422
Feature_68,-0.761879,-1.5361977
Feature_69,-0.83341867,-1.4066324
Feature_70,-1.1203297,-1.4411883
Feature_71,-1.2006665,1.3557005
Feature_72,-1.0963299,1.6004004
Feature_73,-0.86712736,1.4651778
Feature_74,-0.68400663,-1.3920053
Feature_75,-0.83195335,-1.4243747
Feature_76,-0.93995124,-1.3836491
Feature_77,-0.93272483,-0.987828
Feature_78,-1.1802691,0.6580217
Feature_79,-0.7236818,-1.330443
Feature_80,-0.88695294,-1.3023436
Feature_81,-0.8137415,-0.89386964
Feature_82,-1.1300386,-0.6590062
Feature_83,-0.9947429,0.7761066
Feature_84,-0.98708427,1.2062867
Feature_85,-0.7059039,-1.4390596
Feature_86,-0.7842892,-0.9050533
Feature_87,-0.76715976,-0.7912125
Feature_88,-0.9896291,-0.4566034
