Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21,Factor_22,Factor_23,Factor_24,Factor_25,Factor_26,Factor_27,Factor_28,Factor_29,Factor_30,Factor_31,Factor_32,Factor_33,Factor_34,Factor_35,Factor_36,Factor_37,Factor_38,Factor_39,Factor_40,Factor_41,Factor_42,Factor_43,Factor_44,Factor_45,Factor_46,Factor_47,Factor_48,Factor_49
Feature_0,0.41371426,-0.82535577,-0.3221344,1.703845,0.08306548,-0.38265595,0.9296904,0.6338984,-0.35803968,1.8112445,-1.022194,-0.01971449,-0.56904614,-0.81708705,0.9022941,0.16986762,-0.43329147,1.0927674,0.035031628,-0.16506653,-0.09852926,0.07243277,-0.0042219753,-1.0356946,0.023926793,0.4472563,1.2304505,-0.47739428,0.7400527,-0.23235694,-1.3466535,0.8476812,0.23963444,-1.3803828,-1.037149,0.22357681,0.039548088,-2.4017506,-0.7429126,-0.66749656,-0.8059978,0.5924723,-0.19646683,-1.2076678,-0.6803818,-0.45625648,1.3025523,-1.1297314,-0.12142894,-0.23617043
Feature_1,0.117370136,-0.009292266,0.15538639,0.746396,-0.56708366,0.7215799,0.12343657,0.4977325,-0.10434906,0.2647062,-1.0322747,0.13112529,0.25291908,-0.07140901,1.4961133,-0.8430208,-0.32440618,1.5032319,-0.54168165,-0.034830354,-0.528828,0.23453811,-0.2643928,0.14072742,0.16285418,-0.17948687,0.97238165,0.19037299,0.59885496,0.20609167,0.76206964,1.3457097,0.2990642,1.0356139,0.30958617,-0.6298509,0.42301667,-2.1528246,-0.3775297,-1.1534896,-0.027489677,-1.3514199,-0.4157052,0.069252305,-1.542656,-0.32926542,-1.3235644,0.47825792,0.14643113,-1.2880892
Feature_2,0.19652718,0.44933915,-0.8494234,-0.006241123,-1.6610682,-0.47496292,-0.14136814,0.66615516,-0.33716106,0.35606974,0.66861826,0.014870842,-1.1817297,-0.49701405,0.8800371,-0.19433081,0.14204235,1.4836396,-0.6570824,-0.07789383,0.62759554,1.0706607,0.7611606,0.740784,-0.94455093,0.14913444,1.3193417,-0.6968899,0.3897025,0.27424112,-0.13269465,-0.20375146,-0.11692838,0.26300794,-0.16078016,0.6215618,0.38103783,-2.556808,0.32081074,-0.5523606,0.8943725,0.23381501,-0.81644285,-0.8161969,-0.8263047,-0.2137469,1.4547516,-0.12466119,-0.14906374,-0.26483154
Feature_3,0.44738823,0.854819,0.46748105,0.32514885,-0.6349398,0.09755231,0.05391397,1.1788304,-0.29413253,0.22607255,0.047096495,-0.45424473,-0.6097001,0.07196747,0.14905153,-0.115978636,0.3670286,0.82461905,-0.117470436,-0.010127605,-0.13960098,-0.5661581,-1.6284902,0.89053154,-0.89584064,0.05674321,0.1461612,-0.08977313,0.38733435,0.4082791,-0.0068477592,0.6662723,-0.4088118,1.1275289,0.29375717,0.77740437,0.289852,-1.1043516,-0.6467454,-0.74982244,-0.35605836,0.23266162,-0.23073266,1.6010289,-0.99475753,-1.2315619,1.5945697,-0.3149991,0.0006551239,-0.35208187
Feature_4,0.516852,0.9259277,0.05864329,-0.1089392,-0.44094446,0.1427429,0.22378267,1.4281023,-0.4375558,0.092295945,-1.2533159,0.1882644,-0.17516884,0.2710295,0.9545786,-0.78411525,-0.85433716,1.9972073,-0.7836669,-1.1700743,0.15515824,0.36700082,-1.3614328,0.021285443,-0.4387797,-0.5300426,-0.68271405,0.6288678,0.6049727,0.3056876,-0.31808725,-0.06518505,-0.6779373,-0.74036455,-0.31110144,0.6069708,-0.94829106,-2.863021,0.11881632,-0.18518612,-0.23812735,-0.5194132,-0.07016485,0.21292074,-0.92366934,-0.39138207,0.103076056,-0.36399966,0.24968025,0.112314716
Feature_5,0.54728216,-0.22473189,0.5864025,0.5615563,-0.89260304,0.6207501,0.049260814,0.68468356,-0.4107771,1.0375721,-0.23994261,0.7654676,-0.07585655,0.33886683,-1.3173337,-0.49820775,1.526692,1.8984878,-2.7204313,0.64003235,0.32399905,-1.0929792,0.043696858,-0.35656247,-0.08138935,-0.0407552,-0.53568494,1.8922225,0.3383408,0.9850283,2.4283483,0.41080603,0.041039295,0.9072124,0.65093935,0.5982073,0.6686829,-3.191718,-0.15738945,-0.3587171,-0.6524493,-0.51603687,0.017619215,0.2732973,-0.72500473,0.056494847,-0.50692326,-0.73269874,0.7319688,-0.6773395
Feature_6,0.104024604,-8.767102e-05,0.102340125,-1.4310055,-0.3464978,1.2309315,-0.8459458,0.20073992,-1.4534482,0.90867007,-0.2844025,0.05344761,-0.30366415,0.86699283,-0.9695902,0.52722937,1.3293467,0.76627296,-1.1337817,-0.037116352,0.29782832,-0.012297905,0.59520715,-0.65309775,0.8150261,-0.30599764,-1.6561881,1.025104,-0.052719094,0.6576095,0.21905313,-0.23767203,-1.1379423,0.19901757,0.17282788,0.45065713,0.13265519,-2.559415,0.14455192,-0.42348346,-1.6141415,-0.98394644,-1.0810918,0.8171373,-0.051836442,1.2171082,-1.7807539,-0.6654158,0.30167896,-0.20926037
Feature_7,-1.4115249,2.0857427,0.6673391,-0.55004,-0.71981174,-0.59185547,-0.95900995,-0.43685126,-0.17686123,1.3686581,1.6273379,0.6706469,-0.14562587,-0.8360939,-0.68197566,0.5288816,0.5478179,0.788579,-1.3206435,-0.3057291,0.8395568,0.5876225,-0.47890916,0.03868471,-0.7966854,-1.1275643,-0.49758223,-0.120566376,-0.44979173,0.36125237,0.33904007,0.39493465,0.01340073,0.5903372,0.4563795,1.6291567,-1.3566374,-2.783277,0.14568019,-0.08389606,-0.159649,0.753751,-0.23015323,0.7967087,-0.47006282,-0.870805,1.2522343,-0.5655142,-0.69031507,0.42153108
Feature_8,0.03598234,-0.9543805,-0.4807174,-0.26394805,-0.92057294,-0.5383163,0.07552112,0.07199905,-0.41234928,0.3697998,0.8621826,0.4106077,-1.2591634,0.6774239,0.17406964,1.0821632,0.5837067,-0.793611,-1.1472661,0.45358667,-0.10154299,-0.7180633,-0.76651204,1.0165877,-0.38621745,-0.90851384,-0.67285776,-0.14527021,-1.1150064,1.3469342,0.41681698,-0.1678428,0.49204051,-0.19830802,-0.17588298,0.044264384,-2.4020123,-2.2358725,0.25878224,0.93171257,-0.35729638,0.46521378,-0.6784447,0.5450254,-1.3568556,0.22764681,2.951138,0.46786237,-0.99534285,0.8933774
Feature_9,0.3745253,-0.49390882,0.7806847,0.55855143,-0.99095005,-0.76749444,-0.34234822,-0.53471535,0.110762306,0.6937499,1.562779,0.19941969,1.5572578,0.93460727,1.0912843,0.63577586,0.81328416,-0.42088923,-1.8682292,0.056706343,0.54088366,0.7488332,-0.41721487,0.8354041,-0.2866095,-0.8608073,0.91223794,0.06867307,0.44383267,1.6851246,0.64343846,-2.007199,0.80751157,-0.7082928,-0.33521003,-1.1942463,-0.3537839,-1.1229346,-0.50542986,-0.7531927,0.16272356,-0.39865005,-0.4569014,0.5862592,1.0906955,-0.06501523,3.044916,0.51980543,0.34870225,0.18447286
