Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21,Factor_22,Factor_23,Factor_24,Factor_25,Factor_26,Factor_27,Factor_28,Factor_29,Factor_30,Factor_31,Factor_32,Factor_33,Factor_34,Factor_35,Factor_36,Factor_37,Factor_38,Factor_39,Factor_40,Factor_41,Factor_42,Factor_43,Factor_44,Factor_45,Factor_46,Factor_47,Factor_48,Factor_49
rigidity_left,1.0208795,0.11612215,0.55274594,-0.13085331,-0.2192018,0.17514129,-0.9366259,-0.56029826,1.3691428,0.39760727,-1.3768463,-0.14308795,-0.07043645,-0.294523,-0.12171956,0.020188477,0.2798532,-0.3645014,-0.033645496,-1.6180224,0.15780413,-0.048729185,-0.57557815,0.5882113,-0.848946,0.76430076,0.42182934,-1.3681334,0.5055789,0.20198339,0.5572026,-1.3531469,0.31358472,-0.6892889,0.27952188,0.20773242,-1.3706295,0.18688457,-0.18731707,0.15344591,0.30908886,0.16177386,-0.44194067,0.88044065,-0.17806205,-0.15228364,-0.4659283,-1.3799304,-1.0641437,1.2259512
rigidity_right,0.35965487,-0.907485,0.058708355,0.43731672,0.7600952,-0.5313759,-0.79596335,0.2416003,0.8149399,-0.13508813,-0.85412204,0.41242707,0.59815216,-0.26214898,0.25110412,0.094973855,-0.48633394,0.044002686,0.36250326,-0.22878568,0.049396615,-0.29479834,-0.7196761,-0.6464742,0.10380488,0.8100697,0.1476645,-0.25723198,-1.3747874,-1.034792,-0.7405732,0.11722046,0.0051360587,0.112206124,-0.28760567,0.28579536,-0.8262349,1.3282098,2.0180917,-0.67641306,0.3988828,0.45257917,0.20216931,-0.03958378,1.2077171,-0.025058176,-0.7628328,-0.07889342,-0.967135,0.514439
tremor_rest_left,0.78620607,0.20050974,-0.7019401,0.29201338,-0.49438456,-0.01169102,-1.0566918,-1.2823825,0.8551455,-0.30037114,-1.1490823,0.09272575,0.6943016,0.10555817,0.75121385,1.2190062,0.40836555,-0.6273072,-0.46055025,-1.6552259,-1.9091861,-0.6575329,0.4366131,-0.65759814,-0.10814074,-0.61586285,1.5272669,0.89981055,1.0467805,-0.20103623,-0.36844298,0.24128395,0.27069286,0.0036927322,0.3544209,0.6240242,-0.6110717,0.3347619,-0.30707675,-1.114424,-0.016082048,0.26293078,0.053833578,0.66512924,-0.120904766,0.7374169,0.3388665,0.43626463,-0.54726857,0.27609357
tremor_rest_right,-0.6932189,-0.18334138,0.5200561,0.41256168,0.16859992,1.0919911,-0.16178039,-0.30486318,0.3142951,0.5266592,0.4309328,0.14766175,0.23058249,-0.30303776,0.21760201,-0.24396506,1.303169,-0.06858063,-0.13163447,-0.095917135,-0.8027718,-0.64002764,2.0187666,-0.4704864,-0.06668487,0.13509156,0.09819474,-0.49176353,0.5982493,-0.11470951,-0.59582436,0.36553687,0.533408,0.4059056,-0.17151432,-0.08505105,0.7136962,-0.858885,0.14404058,0.006639109,0.379708,-0.5108861,0.16249292,-1.7539274,0.229732,0.20538415,0.34457967,-0.19338526,-0.17880277,-0.028376983
tremor_postural_left,0.72636515,-0.19863056,-0.4946352,0.42544597,-0.13130017,0.2548405,-0.26966488,1.1190311,-0.002471648,-0.3899925,-0.258177,1.1450704,-0.0075179837,-0.8298019,-0.087216504,0.1905752,0.29905277,0.26057795,0.7669126,-0.1418854,-1.1191751,-0.9525657,-0.9359666,0.43616307,-0.433892,-0.16659379,0.82829434,-0.5085021,0.49735627,0.60625225,0.023799019,1.6761457,0.14568122,-0.4915887,0.5378783,-1.2033598,0.11537245,1.0184791,-0.68266004,0.009063313,-0.49941072,0.30798674,-0.8273802,0.07034361,0.43500304,-0.62449485,-0.045763284,-1.2353412,-0.39225885,-1.269345
tremor_postural_right,-0.27412033,0.36958927,0.27157596,0.68250877,-0.45628515,0.5320227,-0.6153133,0.6490978,-0.0068745147,-0.087898426,0.022219343,0.93129736,-0.6794569,-0.32432804,0.31007946,0.56996316,-0.70885277,0.46414778,1.3641139,0.69810236,0.97472286,-1.7195977,-0.15625367,-0.197229,0.24170743,0.3929173,0.72210187,-0.5376939,-0.7698594,-1.6324632,-0.6484023,-1.0058714,-0.47493738,0.53846335,-0.23470947,0.7636647,0.8279598,1.5326089,1.5233766,-0.12143231,-0.26326758,-0.6673491,0.96951854,0.065586716,0.022033175,0.39735156,0.52723354,-0.34744644,-0.08677311,-0.5357661
bradykinesia_speed_left,-0.20235895,0.20661455,0.28991953,0.10948031,-0.00048557448,-0.028066477,-0.99749935,0.32383138,0.8092571,0.27895752,0.6283214,-0.2972518,0.6706334,0.3874615,0.36473966,0.047794584,0.7225761,0.51537615,0.56599253,-0.47684553,-0.50313914,0.23234892,-0.42779118,-1.5883857,0.032454304,0.15817672,-0.23552565,0.47166142,-0.423497,-0.4662098,0.42509106,-0.6108883,-0.4892304,0.6365258,-0.9502347,0.55175453,-0.05001546,0.14681435,-0.53284353,0.5334994,-0.4995106,-0.9969389,0.47889087,0.23226595,0.6000237,-0.07264306,-0.012005027,0.2925155,-0.5285831,0.19937551
bradykinesia_speed_right,-0.946492,0.6710334,0.10878312,-0.6044477,-0.42833602,0.73043865,0.6685731,0.27791795,-0.7733732,0.69103366,0.17553304,0.1873619,0.8647958,0.7984367,-0.24099539,-0.021260688,-0.14247684,-1.1283443,-0.46122366,-0.22527099,1.1282789,0.09942513,1.1142489,-0.09294354,0.17158173,1.022929,-0.42043993,0.47476903,1.1399813,-1.3702505,-1.0899618,-0.28582537,0.8909284,-0.046545614,0.077841215,-0.66885346,0.15305082,0.4702192,-0.8206923,1.0647943,0.47538868,1.3057474,-0.36223006,0.53455216,0.020671004,-0.27717662,-0.29215434,0.03328832,-0.6328897,-0.116968036
bradykinesia_amplitude_left,-0.0862867,-0.007486391,-0.014258726,-0.21657804,0.15063414,1.3331739,-0.11202229,0.09104311,0.77698934,-0.14360385,0.47571248,-1.2188711,0.7473055,-0.096881166,-0.29988006,-0.24513835,0.31919402,-0.09519928,0.53094906,0.18675195,-0.13854353,-0.3992831,0.22122644,0.26679417,0.35053238,1.623235,-0.06487057,-0.24949625,-0.05797698,0.3907528,0.3048357,0.77033216,0.37164924,-1.008106,-0.4619346,0.015486736,0.32146782,0.038072765,-0.6922096,-0.37694347,0.21812746,0.7215589,-0.17926423,0.9027832,0.09411806,-0.18401486,-1.7650199,-0.7076211,-0.17355245,-0.023944767
bradykinesia_amplitude_right,-0.50991875,0.46755582,-0.61027265,1.1177564,-0.8967633,0.41320089,1.1344401,0.120534934,-0.6103716,0.8113539,-0.3017776,0.13137914,-0.22262497,0.22619145,-0.17707784,-0.1920739,0.35341117,0.0069108913,0.73754734,0.52651954,-0.4723376,-0.3770338,-0.14691378,0.301797,-0.48391014,1.34312,0.2890833,0.3037431,0.5574732,-0.14066789,-0.52487326,-0.12741718,-0.19707422,0.4530547,-0.0012687842,-1.0488942,-0.45494506,-0.06402095,0.12124135,0.06945987,0.24038781,-0.26452455,-0.32929975,-0.050336253,-0.50792396,0.09856906,1.716579,-0.09014299,0.81142676,0.729209
bradykinesia_rhythm_left,0.57514125,0.1414208,-0.3688142,0.42197603,-0.398814,1.7511499,-0.09116284,0.82575,0.16898303,-0.53832185,-0.25103146,0.15512474,0.501763,0.30763698,0.5844332,0.78193164,1.2362379,-0.4893142,-0.21899788,-0.24856006,0.816731,-0.55520505,0.476034,-0.0085676005,-0.5347931,0.3675434,0.33570543,0.009381323,0.564735,-0.28567216,1.355376,0.081897795,1.0470312,-0.4768813,-0.16215773,0.93240696,-0.40010908,0.387468,-0.87545735,0.3057008,0.4934817,-0.42057404,-0.24661207,0.16614172,0.6092707,0.4449934,-1.3782845,0.16365914,-0.25650853,-0.107432246
bradykinesia_rhythm_right,-0.34382552,-0.14853641,1.1059258,0.32066,-0.9713553,-1.0007151,0.69200444,0.23513167,0.130145,0.554374,0.5925773,1.1442797,-0.73729557,0.00079795177,0.29920262,2.081582,0.97246355,0.12924321,0.32216495,1.3191129,0.62337327,0.6360288,-0.36644483,0.48680452,-0.65351766,0.060051452,-0.004997854,0.5496292,-0.6660385,-0.14064544,0.19977802,-0.61880726,0.56138563,0.09682682,0.9277676,-0.053807043,0.80583805,-0.058421034,0.9831216,0.5022863,0.6983013,-0.0487164,-0.47108093,0.09050188,0.56534594,-0.09304596,-0.23038812,0.97157884,0.6387874,0.12663549
