Feature,Factor_0
volume_sn_voxels_feature_0,-0.6767885684967041
volume_sn_voxels_feature_1,-0.8509746789932251
volume_sn_voxels_feature_2,-0.5080134868621826
volume_sn_voxels_feature_3,-0.5446023941040039
volume_sn_voxels_feature_4,-0.4761747121810913
volume_sn_voxels_feature_5,-0.0732264518737793
volume_sn_voxels_feature_6,-0.05914366617798805
volume_sn_voxels_feature_7,-0.02293926477432251
volume_sn_voxels_feature_8,-0.16883991658687592
volume_sn_voxels_feature_9,-0.2749606966972351
volume_sn_voxels_feature_10,-0.5798711180686951
volume_sn_voxels_feature_11,-0.7509795427322388
volume_sn_voxels_feature_12,-0.4907873272895813
volume_sn_voxels_feature_13,-0.4369022250175476
volume_sn_voxels_feature_14,-0.45011794567108154
volume_sn_voxels_feature_15,-0.20042115449905396
volume_sn_voxels_feature_16,-0.32691508531570435
volume_sn_voxels_feature_17,-0.16283655166625977
volume_sn_voxels_feature_18,-0.193302720785141
volume_sn_voxels_feature_19,-0.017177874222397804
volume_sn_voxels_feature_20,-0.09629492461681366
volume_sn_voxels_feature_21,-0.18444031476974487
volume_sn_voxels_feature_22,-0.36362504959106445
volume_sn_voxels_feature_23,-0.4950178861618042
volume_sn_voxels_feature_24,-0.6646476984024048
volume_sn_voxels_feature_25,-0.6972225904464722
volume_sn_voxels_feature_26,-0.03667214885354042
volume_sn_voxels_feature_27,-0.4830116629600525
volume_sn_voxels_feature_28,-0.512700617313385
volume_sn_voxels_feature_29,-0.49137169122695923
volume_sn_voxels_feature_30,-0.6896401643753052
volume_sn_voxels_feature_31,-0.6409071087837219
volume_sn_voxels_feature_32,-0.586912989616394
volume_sn_voxels_feature_33,-0.7850669622421265
volume_sn_voxels_feature_34,0.6457436084747314
volume_sn_voxels_feature_35,0.7643605470657349
volume_sn_voxels_feature_36,-0.7221817970275879
volume_sn_voxels_feature_37,-0.10932254046201706
volume_sn_voxels_feature_38,-0.6872193813323975
volume_sn_voxels_feature_39,-0.6701692342758179
volume_sn_voxels_feature_40,-0.5397564768791199
volume_sn_voxels_feature_41,-0.34253358840942383
volume_sn_voxels_feature_42,0.004316691309213638
volume_sn_voxels_feature_43,0.08619117736816406
volume_sn_voxels_feature_44,-0.17615512013435364
volume_sn_voxels_feature_45,-0.682826042175293
volume_sn_voxels_feature_46,1.1546597480773926
volume_sn_voxels_feature_47,-0.8737868070602417
volume_sn_voxels_feature_48,-0.5760626196861267
volume_sn_voxels_feature_49,1.0644464492797852
volume_sn_voxels_feature_50,-0.8099368810653687
volume_sn_voxels_feature_51,-0.8621165752410889
volume_sn_voxels_feature_52,-0.8290975093841553
volume_sn_voxels_feature_53,0.5969101190567017
volume_sn_voxels_feature_54,-0.7622753381729126
volume_sn_voxels_feature_55,-0.5790292620658875
volume_sn_voxels_feature_56,-0.414913535118103
volume_sn_voxels_feature_57,-0.246420219540596
volume_sn_voxels_feature_58,0.20257854461669922
volume_sn_voxels_feature_59,0.5512953996658325
volume_sn_voxels_feature_60,-0.3869416415691376
volume_sn_voxels_feature_61,-0.26706206798553467
volume_sn_voxels_feature_62,-0.0190204419195652
volume_sn_voxels_feature_63,0.20647349953651428
volume_sn_voxels_feature_64,-0.030427534133195877
volume_sn_voxels_feature_65,-0.6262060403823853
volume_sn_voxels_feature_66,-0.5661132335662842
volume_sn_voxels_feature_67,1.162889838218689
volume_sn_voxels_feature_68,-0.7880057096481323
volume_sn_voxels_feature_69,-0.6341062784194946
volume_sn_voxels_feature_70,-0.3579763174057007
volume_sn_voxels_feature_71,1.2380294799804688
volume_sn_voxels_feature_72,1.2224122285842896
volume_sn_voxels_feature_73,-0.897770881652832
volume_sn_voxels_feature_74,-0.9465899467468262
volume_sn_voxels_feature_75,-0.6003770232200623
volume_sn_voxels_feature_76,-0.3981242775917053
volume_sn_voxels_feature_77,1.1602336168289185
volume_sn_voxels_feature_78,-0.7115699052810669
volume_sn_voxels_feature_79,-0.6862589120864868
volume_sn_voxels_feature_80,-0.5358046889305115
volume_sn_voxels_feature_81,-0.3023572862148285
volume_sn_voxels_feature_82,0.702614426612854
volume_sn_voxels_feature_83,-0.5090596079826355
volume_sn_voxels_feature_84,-0.32303571701049805
volume_sn_voxels_feature_85,-0.2055751085281372
volume_sn_voxels_feature_86,0.02912009134888649
volume_sn_voxels_feature_87,0.3555265963077545
volume_sn_voxels_feature_88,0.612245500087738
volume_sn_voxels_feature_89,-0.09840802848339081
volume_sn_voxels_feature_90,0.19445039331912994
volume_sn_voxels_feature_91,0.3750646412372589
volume_sn_voxels_feature_92,0.5625919699668884
volume_sn_voxels_feature_93,1.4435361623764038
volume_sn_voxels_feature_94,1.0840067863464355
volume_sn_voxels_feature_95,1.5539696216583252
volume_sn_voxels_feature_96,1.3683499097824097
volume_sn_voxels_feature_97,-0.40657690167427063
volume_sn_voxels_feature_98,1.2499220371246338
volume_sn_voxels_feature_99,1.3684519529342651
volume_sn_voxels_feature_100,1.2323682308197021
volume_sn_voxels_feature_101,-0.7032403349876404
volume_sn_voxels_feature_102,-0.4597882032394409
volume_sn_voxels_feature_103,-0.20791935920715332
volume_sn_voxels_feature_104,1.1712400913238525
volume_sn_voxels_feature_105,1.2501775026321411
volume_sn_voxels_feature_106,1.1367781162261963
volume_sn_voxels_feature_107,-0.582237184047699
volume_sn_voxels_feature_108,-0.36198869347572327
volume_sn_voxels_feature_109,-0.12892290949821472
volume_sn_voxels_feature_110,0.995047926902771
volume_sn_voxels_feature_111,-0.45208513736724854
volume_sn_voxels_feature_112,-0.22762595117092133
volume_sn_voxels_feature_113,-0.04990408942103386
volume_sn_voxels_feature_114,0.36654868721961975
volume_sn_voxels_feature_115,0.6085171103477478
volume_sn_voxels_feature_116,0.8802699446678162
volume_sn_voxels_feature_117,-0.47981002926826477
volume_sn_voxels_feature_118,0.5072696805000305
volume_sn_voxels_feature_119,1.0679525136947632
volume_sn_voxels_feature_120,1.2794692516326904
volume_sn_voxels_feature_121,1.0871647596359253
volume_sn_voxels_feature_122,1.4898779392242432
volume_sn_voxels_feature_123,1.204774260520935
volume_sn_voxels_feature_124,0.924487292766571
volume_sn_voxels_feature_125,1.5340934991836548
volume_sn_voxels_feature_126,1.2823580503463745
volume_sn_voxels_feature_127,0.8952155113220215
volume_sn_voxels_feature_128,1.5606815814971924
volume_sn_voxels_feature_129,1.5322418212890625
volume_sn_voxels_feature_130,1.2638330459594727
volume_sn_voxels_feature_131,0.8517399430274963
volume_sn_voxels_feature_132,1.282899260520935
volume_sn_voxels_feature_133,1.385136365890503
volume_sn_voxels_feature_134,1.40248441696167
volume_sn_voxels_feature_135,1.0813071727752686
volume_sn_voxels_feature_136,0.6653469204902649
volume_sn_voxels_feature_137,1.1921476125717163
volume_sn_voxels_feature_138,1.1951327323913574
volume_sn_voxels_feature_139,0.9188228845596313
volume_sn_voxels_feature_140,-0.377119243144989
volume_sn_voxels_feature_141,-0.1985267996788025
volume_sn_voxels_feature_142,0.8313591480255127
volume_sn_voxels_feature_143,-0.2277570366859436
volume_sn_voxels_feature_144,-0.07975424826145172
volume_sn_voxels_feature_145,0.7883279323577881
volume_sn_voxels_feature_146,1.0266413688659668
volume_sn_voxels_feature_147,1.1800496578216553
volume_sn_voxels_feature_148,0.9310411810874939
volume_sn_voxels_feature_149,1.3458224534988403
volume_sn_voxels_feature_150,1.271984338760376
volume_sn_voxels_feature_151,1.1046550273895264
volume_sn_voxels_feature_152,1.4590619802474976
volume_sn_voxels_feature_153,1.332841396331787
volume_sn_voxels_feature_154,1.0812416076660156
volume_sn_voxels_feature_155,0.6243207454681396
volume_sn_voxels_feature_156,1.4358863830566406
volume_sn_voxels_feature_157,1.4951273202896118
volume_sn_voxels_feature_158,1.3113458156585693
volume_sn_voxels_feature_159,1.2581586837768555
volume_sn_voxels_feature_160,0.5145835280418396
volume_sn_voxels_feature_161,1.4217360019683838
volume_sn_voxels_feature_162,1.415914535522461
volume_sn_voxels_feature_163,1.3007080554962158
volume_sn_voxels_feature_164,1.0233983993530273
volume_sn_voxels_feature_165,0.18827584385871887
volume_sn_voxels_feature_166,1.346449375152588
volume_sn_voxels_feature_167,1.1763389110565186
volume_sn_voxels_feature_168,0.7167765498161316
volume_sn_voxels_feature_169,-0.1223067194223404
volume_sn_voxels_feature_170,0.7234030365943909
volume_sn_voxels_feature_171,0.6179964542388916
volume_sn_voxels_feature_172,0.8213645219802856
volume_sn_voxels_feature_173,0.8881328105926514
volume_sn_voxels_feature_174,0.908439576625824
volume_sn_voxels_feature_175,0.9238587617874146
volume_sn_voxels_feature_176,1.124922275543213
volume_sn_voxels_feature_177,0.8739924430847168
volume_sn_voxels_feature_178,1.320475459098816
volume_sn_voxels_feature_179,1.2878504991531372
volume_sn_voxels_feature_180,0.8948668241500854
volume_sn_voxels_feature_181,1.3287458419799805
volume_sn_voxels_feature_182,0.9013819694519043
volume_sn_voxels_feature_183,1.1792747974395752
volume_sn_voxels_feature_184,1.2896277904510498
volume_sn_voxels_feature_185,1.2950164079666138
volume_sn_voxels_feature_186,1.2342257499694824
volume_sn_voxels_feature_187,0.6807385683059692
volume_sn_voxels_feature_188,1.2005757093429565
volume_sn_voxels_feature_189,1.281963586807251
volume_sn_voxels_feature_190,1.2680017948150635
volume_sn_voxels_feature_191,0.9205545783042908
volume_sn_voxels_feature_192,0.9966700077056885
volume_sn_voxels_feature_193,0.522598922252655
volume_sn_voxels_feature_194,0.4005897343158722
volume_sn_voxels_feature_195,0.6387972235679626
volume_sn_voxels_feature_196,-1.4078019857406616
volume_sn_voxels_feature_197,-1.064509391784668
volume_sn_voxels_feature_198,-1.3085561990737915
volume_sn_voxels_feature_199,-1.4405553340911865
volume_sn_voxels_feature_200,-1.4290976524353027
volume_sn_voxels_feature_201,-1.494910717010498
volume_sn_voxels_feature_202,-1.5462069511413574
volume_sn_voxels_feature_203,-1.5464022159576416
volume_sn_voxels_feature_204,-1.7347861528396606
volume_sn_voxels_feature_205,-1.619272232055664
volume_sn_voxels_feature_206,-1.6361302137374878
volume_sn_voxels_feature_207,-1.4821655750274658
volume_sn_voxels_feature_208,-1.647747278213501
volume_sn_voxels_feature_209,-1.431599497795105
volume_sn_voxels_feature_210,-0.4610513150691986
volume_sn_voxels_feature_211,-1.1284277439117432
volume_sn_voxels_feature_212,-0.5127596855163574
volume_sn_voxels_feature_213,-0.9315186142921448
volume_sn_voxels_feature_214,-0.9973703622817993
volume_sn_voxels_feature_215,-0.823754608631134
volume_sn_voxels_feature_216,-0.9090896844863892
volume_sn_voxels_feature_217,-1.0191783905029297
volume_sn_voxels_feature_218,-1.218982219696045
volume_sn_voxels_feature_219,-1.2143269777297974
volume_sn_voxels_feature_220,-1.276439905166626
volume_sn_voxels_feature_221,-1.3749046325683594
volume_sn_voxels_feature_222,-1.3463141918182373
volume_sn_voxels_feature_223,-1.391543984413147
volume_sn_voxels_feature_224,-1.3291336297988892
volume_sn_voxels_feature_225,-1.5406086444854736
volume_sn_voxels_feature_226,-1.5064353942871094
volume_sn_voxels_feature_227,-1.5827710628509521
volume_sn_voxels_feature_228,-1.589016318321228
volume_sn_voxels_feature_229,-1.6551189422607422
volume_sn_voxels_feature_230,-1.739728569984436
volume_sn_voxels_feature_231,-1.7870862483978271
volume_sn_voxels_feature_232,-1.7493716478347778
volume_sn_voxels_feature_233,-1.8549773693084717
volume_sn_voxels_feature_234,-1.9215980768203735
volume_sn_voxels_feature_235,-1.8908249139785767
volume_sn_voxels_feature_236,-0.2796553671360016
volume_sn_voxels_feature_237,-1.8772685527801514
volume_sn_voxels_feature_238,-1.8020700216293335
volume_sn_voxels_feature_239,-1.5763343572616577
volume_sn_voxels_feature_240,-0.45398277044296265
volume_sn_voxels_feature_241,-1.6377856731414795
volume_sn_voxels_feature_242,-1.7012149095535278
volume_sn_voxels_feature_243,-1.4065768718719482
volume_sn_voxels_feature_244,-0.636238694190979
volume_sn_voxels_feature_245,-0.32899177074432373
volume_sn_voxels_feature_246,-1.4915260076522827
volume_sn_voxels_feature_247,-1.4724870920181274
volume_sn_voxels_feature_248,-0.7071119546890259
volume_sn_voxels_feature_249,-1.0374324321746826
volume_sn_voxels_feature_250,-1.1785995960235596
volume_sn_voxels_feature_251,-0.7043350338935852
volume_sn_voxels_feature_252,-1.035583734512329
volume_sn_voxels_feature_253,-1.0789515972137451
volume_sn_voxels_feature_254,-1.1463119983673096
