Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21,Factor_22,Factor_23,Factor_24,Factor_25,Factor_26,Factor_27,Factor_28,Factor_29
rigidity_left,-0.4814127,0.028335657,-0.05716414,0.031117857,-0.17467327,-0.012692834,0.03630353,-0.05857063,0.051135197,-0.027393015,0.18360074,0.13019203,-0.16518138,-0.022390556,-0.03921187,0.009814256,-0.11412827,-0.001968559,-0.1327193,-0.047487725,0.18104395,-0.034784373,0.03344954,-0.031493858,0.024777543,0.18521401,-0.15211287,-0.0038554484,-0.08193249,0.06830866
rigidity_right,0.064201795,0.070652865,0.0081566395,-0.043163735,-0.072048776,0.020885333,-0.034655105,0.027741864,-0.032516442,0.05237777,0.21004856,0.08328984,-0.06379029,-0.1470927,0.009574375,-0.177927,0.06719252,-0.06756946,0.011330828,0.06142438,-0.1521504,-0.019897845,-0.015163058,-0.22254512,0.08790893,-0.060451202,-0.15751882,0.13428721,0.09340908,0.0330171
tremor_rest_left,-0.16077892,0.16359106,0.046590198,0.1487009,-0.055921778,0.00093151064,-0.0969758,0.09493961,0.045381688,-0.0756435,0.07912623,0.19427586,0.049743425,0.008024876,-0.09702712,-0.017679684,0.020059299,-0.3238721,-0.015226494,0.116994016,-0.052782606,0.040459678,-0.05249843,0.10884299,-0.046670213,0.09337407,0.12459067,0.106372364,-0.06886522,-0.041004118
tremor_rest_right,0.054319758,0.26496446,-0.13940133,0.13854335,-0.0074838814,0.12803218,-0.028230228,0.011456525,-0.0028471074,0.013635736,0.044170994,0.16498984,-0.10046591,0.014659825,-0.056832213,-0.027496127,-0.081940465,0.046015427,0.036650434,0.13445866,-0.056634966,-0.07152459,0.20150207,0.053906824,0.19246528,0.21650371,0.0306527,0.005477356,-0.01478128,-0.10070903
tremor_postural_left,-0.069607,0.0012611924,-0.07641893,0.14639272,-0.1744788,0.017638877,-0.068721935,0.034778807,0.15805365,-0.003121179,0.07090728,-0.010252579,-0.004238398,0.37703088,-0.0048260717,0.026194293,-0.03575441,-0.09433545,-0.13649131,-0.062324133,-0.20483406,0.16642971,0.06370137,-0.00539511,-0.14773773,0.019324861,0.0997375,-0.046538483,-0.14165813,0.08691522
tremor_postural_right,0.45333222,0.11035546,0.04566786,0.046139132,0.059115265,0.07831939,-0.13207693,-0.09208777,0.1849155,-0.00072862563,-0.028433966,-0.053494856,0.035849866,-0.040361453,-0.07213659,-0.06130453,0.07498696,-0.087160766,0.099275574,0.005229776,-0.11801415,-0.43967256,-0.051306892,0.19643566,0.11835153,0.0044016214,0.048038017,0.047410548,0.07534552,-0.2073886
bradykinesia_speed_left,-0.11322201,0.016719097,-0.025318455,0.016623614,0.10422185,0.0077065453,0.101956666,0.036319405,-0.021735728,0.07152125,-0.1426685,0.143609,-0.0741871,-0.10255488,-0.032585744,-0.018480605,0.032826778,0.13613173,-0.21468528,0.006012482,0.23595561,0.0355525,-0.051234905,-0.01729482,-0.061394207,0.109673776,0.056820497,0.050754912,-0.08981484,0.03433635
bradykinesia_speed_right,0.22847986,0.1077285,0.09357166,-0.06221339,-0.050093222,0.066564105,-0.026225958,-0.00041011864,-0.06791591,-0.056637038,-0.13984914,-0.0011032401,-0.05422029,-0.12490105,-0.04054976,-0.17229702,-0.057913866,0.003959664,-0.16475254,-0.033758458,-0.07564961,-0.14516534,0.07673509,-0.22353913,0.20968074,0.15561926,0.06336369,0.054843828,0.37647244,-0.03260172
bradykinesia_amplitude_left,-0.12200488,-0.016632767,-0.10374487,0.009438447,-0.06513943,-0.13949305,-0.076683626,0.11763016,0.008910428,-0.053146485,-0.0341749,0.086115845,-0.03683645,0.058446217,0.0077900635,-0.051172834,-0.00820342,-0.06297685,-0.28514042,-0.031772904,0.40608042,0.020916209,0.09115465,0.060472883,-0.07438037,-0.0357585,-0.00059390726,-0.002994103,-0.040069062,-0.01133592
bradykinesia_amplitude_right,0.064244926,0.09957551,0.0018350818,0.09955977,0.031512965,0.07586918,-0.011569596,-0.05752552,-0.17978352,0.10465,0.04363899,-0.061841194,-0.008857907,-0.0044003148,0.12835254,-0.06862654,0.0053374744,0.09295653,-0.04878561,0.020442802,0.020395972,-0.188762,0.0065439683,-0.22277483,0.20243251,-0.12503031,-0.03488913,-0.09930515,0.07566143,0.05894669
bradykinesia_rhythm_left,0.028093964,0.018836299,0.033303272,-0.09919356,-0.011380106,0.0028882083,-0.026268475,0.100342855,-0.108605236,-0.122646816,-0.01507612,0.11669536,-0.079048805,-0.08963776,-0.03082002,0.035640184,0.07846677,0.11652158,-0.1695203,-0.08548944,0.045468178,-0.03455336,0.014474355,0.050468344,0.05242566,-0.055049226,0.05580169,-0.14008461,-0.004755125,-0.09512229
bradykinesia_rhythm_right,0.5814547,0.10116199,0.090629965,-0.15992732,-0.046795804,0.03435826,0.06355039,0.2854782,-0.21568772,-0.12045151,0.116528444,-0.04539664,0.0071899598,-0.2207138,0.12486263,-0.10347925,-0.030096676,0.12761691,-0.21142082,-0.12293988,0.17488724,-0.22064725,-0.0325518,-0.54903257,0.20393367,-0.15752396,-0.042004555,-0.047049902,0.06145812,-0.045797072
