Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21,Factor_22,Factor_23,Factor_24,Factor_25,Factor_26,Factor_27,Factor_28,Factor_29,Factor_30,Factor_31,Factor_32,Factor_33,Factor_34,Factor_35,Factor_36,Factor_37,Factor_38,Factor_39,Factor_40,Factor_41,Factor_42,Factor_43,Factor_44,Factor_45,Factor_46,Factor_47,Factor_48,Factor_49
volume_sn_voxels_feature_0,-0.008760294,-0.88883406,0.1402039,1.465829,0.22092229,-0.21215242,0.48650116,0.3499643,-0.085850894,-0.45662636,-0.13658828,1.3515877,-0.87574846,0.46385416,0.044322558,-1.1613318,0.15579085,-0.78484714,0.2667501,-0.14352764,0.06598109,1.0363085,-0.6085703,1.2180278,0.87971836,0.447052,-0.61956173,0.20133722,0.007823647,0.008854004,0.4141078,-0.19518313,0.8643664,-0.17230691,-0.830908,0.20928386,-0.058270752,-0.07242428,0.51075476,-0.457717,0.21104886,-1.8123161,0.3646435,-0.13445184,0.06495952,0.15508772,0.53449863,-1.4827387,-0.67347,0.4389292
volume_sn_voxels_feature_1,0.74631345,0.39250275,0.23214382,0.5637701,-0.26173592,0.36617735,-0.1590197,-0.36099184,0.86692405,0.3204992,-0.21653725,-0.08884392,0.29354748,0.28628513,0.5359713,-0.043982834,-0.12888962,-0.49864805,-0.007914787,0.5655936,-0.04981138,0.36090147,0.36994612,0.1584583,1.2059734,0.042406075,0.1409857,-0.004528186,-0.28355575,-0.58824694,0.6130087,-0.7077101,0.9848056,0.41898844,-0.046786327,0.20285673,0.024917165,0.5112222,0.03577452,-0.81744075,-0.04194777,-1.8843311,1.3250248,-0.11619528,1.2891082,1.3733138,-0.49896666,-1.6591256,-0.21070205,-1.3206602
volume_sn_voxels_feature_2,-0.1905146,0.13149825,0.20727302,0.28975525,-0.21854606,-1.2654908,0.8142969,0.5605553,-0.5056598,-0.85340625,1.0138702,0.61078185,-0.37799603,0.60575485,-0.22060971,-0.793034,0.47165707,-0.8121821,0.0130768465,-0.22952119,0.88461065,0.6860288,0.029969562,0.5447425,-1.2564783,1.0046517,-0.6372798,0.4820217,0.3258954,1.4164475,-0.2455369,-0.25657403,-0.36192682,-1.0347567,-0.6041134,0.5886051,-0.85299397,0.04672462,0.78105444,0.3609378,-0.0051363213,-1.9842666,-0.17455034,-0.87455976,-0.21835415,-0.2522355,0.79080176,-1.394919,-0.42321387,0.67583454
volume_sn_voxels_feature_3,0.15201865,0.38269225,-0.1179334,0.09285856,0.021379713,-0.64050984,0.4998764,-0.27464667,0.4384332,0.009791246,-0.08665256,-0.42777768,-0.12991837,-1.1246703,0.37390375,-0.048899516,-0.26517734,0.48771587,-0.8151191,-0.35472947,0.6654378,-0.5801266,0.75277317,-0.231293,-0.4528502,0.487515,0.33923167,0.16345051,0.29506594,0.31761983,0.25503328,-0.2238914,0.0099968,-0.37442577,0.18684044,0.18023096,-0.77214277,0.49513125,0.67466086,1.0070276,0.2477576,-2.035719,1.6915718,-0.6301784,0.28707662,0.04513245,0.251617,-1.2459127,0.16240993,-0.023004653
volume_sn_voxels_feature_4,0.18657035,0.597793,-0.0013094171,-0.16810691,-0.79015326,-0.8851337,0.0051753,0.43115732,-0.15690087,-0.03568923,1.2291456,-0.37363246,-0.25262713,-0.28962755,0.6908859,0.5434365,0.009295105,-0.5507785,-0.07048202,-0.6407835,0.35327408,-0.30046648,0.83719367,-0.53735065,-0.8771341,1.1926088,0.6016929,0.41615337,0.61702275,1.5733677,-1.1129118,0.24275601,-0.7871769,-1.2707224,0.07276134,-0.425915,-1.3000207,0.60166645,0.51244736,1.0763813,0.68171823,-2.4884696,1.398662,-0.58521545,0.20300393,0.3797731,0.8188075,0.54371256,0.45904008,0.024877021
volume_sn_voxels_feature_5,0.64163774,1.097367,1.3806384,-0.7214208,-0.051544044,-1.2944458,-0.0021081534,-0.18900022,1.1898379,1.0885733,-0.03632879,0.24053702,0.8985834,-1.4880582,-0.18719798,-0.0025575003,0.691198,1.4035323,0.25066724,-1.3291628,1.2972242,-0.10417584,0.42651588,0.06101567,-0.42398092,0.5958795,-0.8234875,-0.4478771,-0.510184,1.2544562,-0.4397902,-0.84565985,0.45352003,0.24792086,-0.99278206,-0.49768955,-0.39712238,0.77458733,0.42073038,0.47796938,0.1343675,-1.629213,-1.5581421,-0.17223649,0.18196464,0.7723373,1.1835915,-0.49929777,0.408564,-0.011061511
volume_sn_voxels_feature_6,0.85254765,0.32332525,1.1698897,-0.70469123,0.4809985,-0.29178792,-0.15161446,0.6397226,0.66562504,0.08909901,0.51802033,0.26587617,0.16576603,0.92510235,0.5649502,-0.3417999,-0.6367313,0.60232663,-0.2344918,-1.2867094,0.36409423,0.37701705,-0.32181916,-0.1766199,-0.44295272,-0.11033009,-0.82487625,0.1666055,-0.44921154,2.539211,-0.18160573,-1.0155005,-0.43178496,-0.18805186,-0.25650355,0.23484853,-0.5551111,0.5104804,0.093940616,0.07417044,0.54361594,-0.7200057,-1.4571692,-0.3237786,-0.2941135,-0.7818122,0.7151988,0.36352494,-0.5240494,0.04417543
volume_sn_voxels_feature_7,-1.0463427,1.2837284,0.47993994,-1.2058874,-0.23771797,-0.45019102,0.16526656,0.43118736,0.4146666,0.79686886,-0.100701034,-0.009771218,0.89414257,-1.068344,-0.092368856,-0.100584276,0.47859693,0.8998566,-0.1241817,-0.6262506,0.9900296,-0.16693695,0.2703341,-0.27511644,-0.17226619,0.7346354,0.24137698,-0.15500022,-0.19477811,1.7337824,-0.66267353,0.5430434,1.0905846,-0.18613678,-1.184301,0.08530602,-0.3397984,0.19466183,0.33956793,0.29375798,0.0648169,-0.79877776,-0.7624433,0.037264545,-0.34576297,0.52532417,1.054213,-0.9052252,-0.1686879,0.2528296
volume_sn_voxels_feature_8,-0.4746083,0.44839478,0.21379797,-0.3502695,0.086014286,0.8384749,0.38294017,0.48436996,-0.49299857,0.3080188,-0.05747041,-0.13681646,-1.3055989,0.20266268,0.020072185,0.4011238,-0.49056607,-0.3461627,0.012770911,0.77351,-0.81774056,-0.08405049,-0.24420454,-0.27327502,-0.38676354,-0.45322216,1.0356328,0.6497951,-0.46138614,1.8876871,-0.29680985,-0.088745676,0.01884838,-0.22162282,0.085901886,-0.10902101,0.046369385,-0.5430671,-0.05717344,0.82692724,-0.22028857,-0.44483492,0.7672102,0.61239886,-0.42327443,-0.21019965,-0.124635376,0.2142464,-0.284513,0.059864912
volume_sn_voxels_feature_9,0.020046666,0.7448416,0.0010907233,0.16932118,0.12880121,0.28223532,-0.35404179,-0.45222846,-0.35308284,0.45778993,0.20462358,0.0016913029,-1.013105,-0.29549846,0.43384957,0.39940333,-0.05549265,-0.9857733,-0.2485626,1.4687852,-0.065850124,-0.021328349,0.3402084,0.18932374,0.0064577437,-0.33590412,0.3429921,0.20410776,0.32317156,1.3259853,-0.4426917,-0.06304207,0.09879004,0.32976353,0.12400458,0.23738298,0.05042048,-0.27329764,-0.5539552,-0.03188152,-0.41040978,-0.31895787,0.9887851,0.788771,0.20732269,0.19897208,-0.326184,0.10022451,0.19853787,-0.11605097
