Feature,Factor_0,Factor_1
rigidity_left,0.22820315,0.095106155
rigidity_right,0.08957777,0.03183862
tremor_rest_left,-0.09356256,0.1441052
tremor_rest_right,-0.01645419,0.1646886
tremor_postural_left,-0.019588241,-0.08048297
tremor_postural_right,0.095232174,-0.19171582
bradykinesia_speed_left,-0.051586345,-0.22298697
bradykinesia_speed_right,0.23193417,-0.1969719
bradykinesia_amplitude_left,-0.1011199,0.039061423
bradykinesia_amplitude_right,-0.056243364,-0.024517467
bradykinesia_rhythm_left,-0.13410488,0.022969004
bradykinesia_rhythm_right,0.0027976518,-0.09120473
mirrormovement_left,0.05592895,-0.0021267906
mirrormovement_right,0.12951261,0.0453372
