Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9
volume_sn_voxels::v0,0.000137296,-0.00033121847,0.00018930432,0.00031216242,9.203261e-05,-0.00018504313,0.00084963796,0.00026091994,-2.7206737e-05,-0.00026536445
volume_sn_voxels::v1,0.00019893782,-0.00029444692,0.0004008297,0.00038451012,0.00023794052,-0.00021997743,0.0009648217,0.00028044524,-7.755044e-05,-0.00018335038
volume_sn_voxels::v2,0.00018629822,-0.00040672746,2.771889e-05,0.00032418023,0.0001265885,-0.000175866,0.000696529,0.0004035849,-0.00027108224,-0.00036639953
volume_sn_voxels::v3,0.00023094402,-0.00041412207,0.00013564918,0.00039486648,0.0002680044,-0.00024804546,0.00075759203,0.00046014725,-0.00026488196,-0.00029008888
volume_sn_voxels::v4,0.0003064308,-0.0004134719,0.0003296744,0.0003902423,0.0003898612,-0.00027392653,0.0008653395,0.0005229529,-0.00030787106,-0.00021133009
volume_sn_voxels::v5,0.00021385623,-0.00044871646,-0.00011779125,0.00034213494,0.00019525865,-0.00017956225,0.0005072027,0.00030152532,-0.0004822401,-0.0003674154
volume_sn_voxels::v6,0.00025233987,-0.0004623282,-2.173676e-05,0.0003695486,0.00031016808,-0.00021550825,0.00048127802,0.000471592,-0.00048063952,-0.0003168395
volume_sn_voxels::v7,0.00031560482,-0.00050577166,8.325064e-05,0.00043159013,0.00047206803,-0.00026518895,0.0005889034,0.0006433924,-0.00051576376,-0.0002758554
volume_sn_voxels::v8,0.00037480614,-0.00047984743,0.0002746745,0.00047175304,0.00058189494,-0.00031574076,0.00066650426,0.000753377,-0.0005328055,-0.000225756
volume_sn_voxels::v9,0.00024811598,-0.00034355684,-0.0002306287,0.0002555902,0.000100540856,8.288134e-06,0.00036881818,-0.00022194753,-0.00047222973,-0.00028046095
volume_sn_voxels::v10,0.00024628648,-0.0004216972,-0.0002578056,0.00029899285,0.00017404382,-9.648829e-05,0.00037365,-0.00013442595,-0.00056777865,-0.00033591758
volume_sn_voxels::v11,0.00025151347,-0.0004684545,-0.00020625553,0.0003269413,0.000264973,-0.00017262207,0.00031779328,4.613399e-05,-0.00056300766,-0.00029994926
volume_sn_voxels::v12,0.0003051611,-0.000556905,-0.00016841605,0.00039626297,0.00041770915,-0.00025203172,0.00028085706,0.00025465334,-0.0006403924,-0.00024769432
volume_sn_voxels::v13,0.00033235888,-0.0005575831,-7.5696684e-05,0.00040704318,0.00051450735,-0.00023327554,0.000267262,0.00045822767,-0.0005909223,-0.00017785857
volume_sn_voxels::v14,0.00031566506,-0.0004931946,1.1921028e-05,0.0003942846,0.00059143885,-0.00020792286,0.00026925863,0.00058806187,-0.0005822104,-0.00015187262
volume_sn_voxels::v15,0.00041342864,-0.0005158923,0.00017216429,0.00044397573,0.0007053441,-0.00023165932,0.00039009863,0.00081193104,-0.00063515594,-0.00016546248
volume_sn_voxels::v16,0.00030779812,-0.00018205908,-0.00014209685,0.00024834072,0.00028278524,0.00037913566,0.00011186094,-0.000650074,-0.00058542367,0.00011550155
volume_sn_voxels::v17,0.00028254706,-0.00024153684,-0.00021182689,0.00021292912,0.00022784321,0.00018250903,0.00014543583,-0.0005774518,-0.00046459652,-4.101652e-05
volume_sn_voxels::v18,0.00033235972,-0.00043313412,-0.0003120753,0.0002665475,0.00027823346,1.5492697e-05,0.00019013835,-0.00056109927,-0.0005678791,-0.00016948047
volume_sn_voxels::v19,0.00030444583,-0.0004829896,-0.00029484788,0.00030304506,0.00030875596,-0.00011115338,0.00016510472,-0.0003507135,-0.00059734785,-0.00016727905
volume_sn_voxels::v20,0.00032670618,-0.0005655287,-0.0002700441,0.00035553557,0.00044171396,-0.00020835595,0.00013149847,-0.00011212294,-0.00059982383,-0.00014456174
volume_sn_voxels::v21,0.0004127561,-0.0006390826,-0.00019264076,0.00042278253,0.00056263537,-0.00026037454,7.379175e-05,0.00017591954,-0.00060225284,-5.320586e-05
volume_sn_voxels::v22,0.00040597635,-0.0006574427,-9.7107666e-05,0.00045946604,0.00066436914,-0.00025699782,5.2713473e-05,0.00040012226,-0.00059267605,1.6133266e-05
volume_sn_voxels::v23,0.0004296856,-0.0006365782,-1.7125596e-05,0.00047095137,0.0007611558,-0.00020731633,9.59068e-05,0.00061610446,-0.0005833276,1.0550543e-06
volume_sn_voxels::v24,0.00050053606,-0.0005792026,0.0001199947,0.0004790318,0.0008181593,-0.00021720456,0.00023676979,0.00082972366,-0.00064277474,-9.143271e-05
volume_sn_voxels::v25,0.00032931124,-0.00021037691,-7.466964e-05,0.0001546053,0.0003917227,0.00037147195,-2.1081762e-05,-0.00085923966,-0.0005449915,0.0002828319
volume_sn_voxels::v26,0.00036174283,-0.00033473998,-0.00019671957,0.00014833637,0.00033950893,0.00019028154,5.9788954e-06,-0.00083361863,-0.0004935627,0.000119497396
volume_sn_voxels::v27,0.0003699773,-0.00047402334,-0.00027799173,0.00019431306,0.00039649033,2.196027e-05,2.4777108e-05,-0.0007780991,-0.00052456366,-2.3361225e-05
volume_sn_voxels::v28,0.00032996785,-0.00051018014,-0.00024675726,0.0002289029,0.00038717728,-0.00011213356,1.0915508e-05,-0.0004598292,-0.00046731,-6.478914e-05
volume_sn_voxels::v29,0.000382901,-0.0005615782,-0.00022830065,0.00032394164,0.00051068317,-0.00020542796,-1.5958783e-05,-0.00020146545,-0.00046615247,-4.5364072e-06
volume_sn_voxels::v30,0.00043028453,-0.00067427644,-0.00018799455,0.00041009087,0.00070282613,-0.00024637853,-7.5280965e-05,8.6979446e-05,-0.00048180093,8.654621e-05
volume_sn_voxels::v31,0.00046520066,-0.0007644698,-0.00013791447,0.00049609155,0.0008932709,-0.00028449722,-9.781431e-05,0.00037498394,-0.0005011194,0.00012211622
