Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19
rigidity_left,0.04344783,0.1546901,0.005240059,0.14058602,-0.056085102,-0.013998677,0.07863563,-0.14164312,-0.16428187,0.025381453,-0.025303686,0.0026562926,-0.29978582,0.14228757,0.024126183,0.1257129,-0.08561048,0.26614007,-0.0913838,0.0006056214
rigidity_right,0.17744912,0.14538696,0.1413127,0.05054187,-0.09017055,0.14752112,-0.11447623,0.22836071,0.19907019,-0.20316482,-0.038887892,-0.04855558,0.2030311,-0.0082923565,0.09288506,-0.09253014,0.0066745263,0.07051427,-0.0117932055,0.07204233
tremor_rest_left,0.12797898,0.13952404,0.19648565,0.028358,-0.04372477,-0.09355099,0.28191116,-0.15304936,0.013338756,-0.082159534,0.05439745,-0.017043337,0.09946149,0.04771537,0.025032163,0.06834029,-0.021710856,-0.018422706,0.07088664,-0.017425837
tremor_rest_right,0.10641233,-0.1749443,0.17009658,0.16912301,-0.042940963,0.17576963,0.22370774,-0.0176307,0.021647213,0.15036836,0.0048932424,-0.0042111725,0.2702362,-0.02923081,0.07919725,0.090353526,-0.12144761,0.09045323,0.19296505,-0.060278192
tremor_postural_left,0.28000572,0.16558582,0.02354687,0.14693159,-0.13375899,0.07186928,0.057231016,0.102105,-0.03062952,-0.048971042,-0.007235443,-0.028893398,-0.080646165,-0.12765473,0.0049380464,0.03526641,-0.028298298,0.08897545,-0.19234645,-0.058690026
tremor_postural_right,-0.013996663,-0.2367621,-0.2491371,0.09925432,0.06391416,-0.1289618,0.05052044,0.0041503464,-0.021505194,0.006002683,-0.14054503,-0.028089873,0.44137427,-0.10248868,-0.06842293,-0.05658193,0.008745028,-0.24865551,0.14522408,-0.029179055
bradykinesia_speed_left,-0.1906696,0.116450645,0.17698693,-0.10825698,0.017943101,0.1566307,-0.102810465,-0.12924437,0.110857725,0.048773784,0.070434615,0.11098817,-0.1487462,-0.05700733,0.0007480667,0.0659868,-0.1623036,0.26932123,0.20011625,0.09537507
bradykinesia_speed_right,-0.21170957,-0.15704653,-0.090022124,-0.11102593,0.091793045,-0.18269499,-0.12000912,0.29894966,-0.051237255,0.048216432,0.08150227,-0.004443603,0.2154644,0.014594463,-0.16390286,-0.14486794,0.19621086,-0.22742254,0.10151209,0.065275125
bradykinesia_amplitude_left,0.077031724,0.04872177,0.011097043,-0.100794375,0.025780134,0.033107705,-0.22359255,-0.14387046,0.1470349,0.053397667,0.110076144,0.037626907,-0.088812865,0.07613167,-0.1629281,-0.12802152,0.017233921,0.19304495,0.31686577,0.15409409
bradykinesia_amplitude_right,0.15091948,-0.105551854,-0.2536549,0.015200717,-0.058973,0.117169775,-0.09709992,0.07345746,0.17420886,-0.13341063,-0.06839992,0.15156536,0.18117431,0.15231946,-0.042132754,-0.15917759,-0.01656534,-0.27828282,-0.039033577,0.039738964
bradykinesia_rhythm_left,-0.107537106,-0.029986242,0.12569998,-0.040131845,-0.18982884,0.088587634,-0.2667225,-0.15751226,0.01053017,0.08114372,0.099903196,-0.116807535,0.14808178,0.009388876,-0.14832379,0.0322812,0.13438496,0.21780708,0.29846245,0.029220758
bradykinesia_rhythm_right,-0.12277744,-0.096281864,-0.03696579,-0.07030196,-0.2647319,0.11792929,0.046808377,0.21904378,-0.0029000256,0.27572492,0.073287435,-0.013567499,0.3807765,0.07289409,0.095562674,-0.11493943,0.11945087,-0.17699039,0.26255977,0.31497496
mirrormovement_left,-0.16596766,-0.07920269,0.12860768,0.85845226,-0.089603506,0.01195425,-0.10996342,1.3834242,-0.019606607,-0.108454175,0.1203715,-0.1261153,1.4301311,0.14658323,-0.12994479,-0.12711985,0.11875182,-0.37238365,-0.3067399,-0.3451834
mirrormovement_right,-0.18076126,0.4086092,-0.064293005,-0.007858743,0.35570586,-0.04577072,-0.17715791,-0.19019157,-0.12147411,-0.19603992,0.041607346,0.03930971,-0.3142754,0.07260566,-0.7556872,-0.087429084,-0.5219671,1.2319105,0.058116682,-0.08823302
