Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19
volume_sn_voxels_feature_0,0.7579483,0.6331977,-0.29796445,-0.88132644,-0.9335423,-0.8288516,-0.3166858,-0.5256792,1.1683826,0.47330445,0.14831673,-0.27844682,0.30739045,0.30902553,-0.47854453,0.19665296,1.4880797,-0.34830907,0.5026527,1.0993742
volume_sn_voxels_feature_1,0.565598,0.93678,-0.13730495,-1.2123989,-1.1348971,-1.2019408,-0.2684611,-0.16458966,1.4722775,0.26533037,-0.24675524,-0.1979086,0.024593584,0.26921225,0.75931233,0.23372388,1.4773995,-0.72742885,0.1892342,0.25420815
volume_sn_voxels_feature_2,0.47410107,0.40865886,0.44662753,-0.7883451,-0.45515186,-0.08404435,0.13763033,-0.693094,0.80233663,0.09832775,0.42659062,-0.27426025,0.2503814,-0.11312705,-0.7816627,-0.10146943,1.4061512,0.40544415,0.38512987,1.1117834
volume_sn_voxels_feature_3,0.28276092,0.6748383,0.6488766,-0.5505656,-0.6846315,-0.5236763,-0.008616846,-0.55805314,0.837803,0.07311883,0.21152318,-0.14003757,-0.056947008,0.07179195,0.2421888,-0.28297022,1.392571,0.029892933,0.424781,0.48347646
volume_sn_voxels_feature_4,0.13470778,5.5293323e-05,0.9999422,-0.21697798,0.36404186,0.23526575,0.3584924,-0.3097913,-0.15336987,-0.14778519,0.31136134,-0.17693159,-0.45372272,-0.8649156,-0.26397723,-0.2669301,1.5521737,0.32158276,0.11748419,0.12830654
volume_sn_voxels_feature_5,-0.44667935,0.6065355,-0.75279325,1.1766416,-0.75048465,1.2793845,0.524722,0.5032857,-0.812427,0.47890058,0.23936673,0.27029938,0.18735756,-0.3998008,1.0707294,-0.19357748,1.699535,0.33866367,-0.20103917,0.6577731
volume_sn_voxels_feature_6,-0.17084385,0.15688989,-0.46504653,1.1209832,0.22138542,1.27328,0.587298,-0.0053233854,-1.4469011,0.46582115,-0.2737434,0.032722235,0.40440178,-0.21031873,0.45629257,0.09170745,1.5137725,0.761677,0.36087525,-0.05164448
volume_sn_voxels_feature_7,-0.20750508,0.40139502,0.27029845,0.9276386,-0.24956208,1.2918836,0.18004295,1.2399648,-0.8736968,0.367588,0.11827535,0.25658146,-0.2733357,0.21358526,1.0692916,0.26894385,1.3031412,0.165493,-0.052499786,0.08968615
volume_sn_voxels_feature_8,-0.09473304,-0.36858803,1.0095633,0.07054348,1.1143471,0.89017373,0.019114688,1.1707188,-1.4186668,-0.0787573,-0.7185235,0.5542273,-0.14657588,0.33669302,-0.23957114,1.0034981,1.3881258,0.22967607,-0.1948486,-0.69527876
volume_sn_voxels_feature_9,-0.36918694,-0.6353797,1.1574278,-0.43693808,1.1096859,0.078008585,-0.010416501,1.0603994,-1.5666167,-0.47518927,-0.63537157,0.18107136,0.16692033,0.078440174,-0.57733274,1.1040206,1.2767633,-0.14376236,-0.4174911,-0.40442494
volume_sn_voxels_feature_10,-0.5536509,-0.4284647,0.9378659,-1.0111946,1.0762575,-0.8256862,-0.12714727,1.1088915,-1.8083873,-0.17552337,-0.3652298,-0.12910001,0.9623398,-0.08593758,-0.21258311,1.2735355,1.3565273,0.06328903,-0.321245,0.14521259
volume_sn_voxels_feature_11,0.94884855,0.052144744,-0.8646763,-1.3741478,-1.1469821,-0.9984053,-0.4742996,0.62736326,1.3729805,0.15979701,-0.3262527,-0.18288939,-0.0530985,0.910341,0.86382663,0.52992237,1.1126242,-0.5947788,0.54570675,0.56076413
volume_sn_voxels_feature_12,0.53125316,0.41960678,-0.21684965,-0.7343225,-0.8207703,-0.67888254,-0.59725374,0.06931871,1.1818871,0.0965304,-0.005585798,-0.62020445,0.10659653,0.6780837,0.16506673,-0.09575606,1.4607913,-0.060612544,0.41971007,0.68951464
volume_sn_voxels_feature_13,0.054032996,-0.12930678,0.27040374,0.060124762,0.24187128,0.055557396,-0.32995147,-0.43764716,0.9734173,-0.17267096,0.24481878,-0.46867445,-0.00819747,-0.21603806,-0.3547683,-0.13699767,1.3209225,0.13125587,0.046626076,0.30180123
volume_sn_voxels_feature_14,-0.14762849,0.18939841,0.80780387,0.106642716,-0.07542121,-0.19880447,0.036749467,0.059563506,1.1431298,-0.43825147,-0.044112805,-0.08727815,-0.55598694,-0.0070771417,0.7655957,-0.7775908,1.4729273,-0.07069657,-0.021871302,-0.6077464
volume_sn_voxels_feature_15,-0.075571366,-0.57428306,-0.65332174,-0.3929471,1.0946178,1.0281743,-0.071234494,-0.4732399,-0.9981821,0.14521943,-0.03743936,-0.559557,0.5340863,-0.44635436,-0.9717545,0.26200518,1.2627767,0.23981243,-0.16763249,0.20446639
volume_sn_voxels_feature_16,-0.25554457,-0.44939047,0.43405235,0.09862966,1.0754718,0.080472715,0.2320079,0.11065106,-0.62929344,-0.21820244,-0.00328847,-0.093625166,-0.21868357,-0.94165117,-0.7193196,-0.3486253,0.9079247,0.061031062,-0.051558465,-0.060243346
volume_sn_voxels_feature_17,-0.43126085,-0.4074645,-0.85360146,0.40424597,0.9587621,1.1476849,0.15439995,0.17135368,-1.348224,0.10674382,-0.5323757,0.007493305,0.13976453,-0.4605775,-0.4062292,-0.024593215,1.3439765,0.21982665,0.021817405,-0.81304795
volume_sn_voxels_feature_18,-0.59046936,-0.73102254,0.33270136,-0.09259197,0.91738164,0.5008159,0.32802215,0.36010492,-1.3358195,-0.15150578,-0.646712,0.06261114,-0.37574935,-0.8697742,-0.5706763,0.01331434,1.2033914,0.11671825,-0.32641476,-0.75831366
volume_sn_voxels_feature_19,-0.36806628,0.073822185,-0.5807792,0.99181485,0.7624685,1.0011674,-0.036616664,1.109283,-1.3108106,0.24450485,-0.49470454,0.2258038,-0.21014225,0.15186696,0.53224605,-0.052493658,1.522378,0.12871344,-0.38323206,-0.9939725
volume_sn_voxels_feature_20,-0.59727967,-0.41339692,-0.03269791,0.52883,1.1930081,0.603482,0.4811899,0.9752139,-1.191072,-0.17916146,-0.8071224,0.3292974,-0.39189726,-0.370831,-0.45668808,0.034112737,0.96872246,-0.006937125,-0.4824124,-1.1032449
volume_sn_voxels_feature_21,-0.20640384,0.45165092,0.61110246,0.65853435,-0.032313094,0.5801862,-0.012279508,1.4248825,-1.2519726,0.47282848,0.6647557,0.33931288,-0.5650594,0.7087976,0.9702133,0.27870467,1.3110528,-0.11375831,-0.21324153,-0.27634844
volume_sn_voxels_feature_22,-0.13285905,0.20446578,1.0731249,-0.09647111,0.15789825,-0.5502564,0.09340896,1.228095,-1.2252203,0.10696288,1.0198119,-0.1502527,-0.4872487,0.61398256,-0.40824744,0.55898374,1.0216082,-0.5218888,-0.6584115,0.041271605
volume_sn_voxels_feature_23,-0.024851091,0.26920792,1.0571669,-0.9319681,0.24675715,-1.2112375,0.20892425,1.3124709,-1.1450272,-0.042267386,1.2938777,-0.03993791,0.15622659,0.37040198,-0.47792965,0.46188498,1.0115229,-0.6448918,-0.5640931,0.606668
volume_sn_voxels_feature_24,-0.7602646,0.0062692934,1.085039,-0.5812476,0.5419084,-1.1756421,-0.04015453,0.78883076,-1.3827703,0.028327262,0.04692296,-0.27718744,0.41400903,0.09693321,-0.027641779,1.0399263,1.2909614,-0.03525754,-0.41029796,0.77724344
volume_sn_voxels_feature_25,0.7902558,-0.25441107,-0.72955436,-1.2288415,-1.1249726,-0.8574479,-0.4987416,0.8114283,1.2864807,-0.40664992,-0.13722304,-0.2278679,-0.49315518,1.022837,0.98843557,0.21599784,1.3635236,-0.77399904,0.45252267,0.17589769
volume_sn_voxels_feature_26,-0.51084054,-0.32253134,-1.0641491,0.19460995,0.93506396,1.0216887,0.09983442,0.6418216,-1.5723323,0.036945593,-0.9357277,-0.103757456,-0.14083406,-0.47536522,0.12088265,-1.0361775,1.4751984,-0.34150782,-0.65681875,-1.1303335
volume_sn_voxels_feature_27,-0.80341357,1.2077651,0.4582127,0.2203021,-0.40144938,-0.7297695,0.46702558,1.3461046,-1.2320886,0.85673386,1.3579102,0.14030571,0.07454927,0.5237204,0.9255032,-0.024832333,0.5224479,-0.59548646,-0.15525651,0.1241569
volume_sn_voxels_feature_28,-0.4116731,0.3659081,0.57466996,0.36285257,-0.22986491,-1.0649784,0.36406615,1.4794191,-1.3349215,0.35621467,1.2344131,0.14597061,-0.65556127,0.3084485,0.500106,-0.08968375,0.8716547,-0.5738918,-0.40006065,-0.16131197
volume_sn_voxels_feature_29,-0.28142342,1.3043734,0.8442707,-0.64634085,0.27939114,-0.996425,0.26420268,1.2700925,-1.3198118,0.46170044,1.4327377,0.18380962,0.5639465,0.31006205,0.22183494,0.19341356,-0.31277522,-1.0942932,-0.6310061,0.34128606
volume_sn_voxels_feature_30,-0.016355282,0.5578603,0.92967236,-0.47285962,0.0060344716,-1.2645196,0.06981572,1.2959192,-1.4293768,-0.07441875,1.3827233,0.1138001,-0.42491186,0.34803706,-0.6700835,0.17184845,-0.03153456,-0.70378804,-0.6679729,0.29366013
volume_sn_voxels_feature_31,-0.0029679828,0.9367368,1.0347213,-0.7741474,0.015545784,-1.1630816,-0.29032856,1.2742852,-1.1755316,-0.077715896,1.4868264,0.096049316,0.31817225,0.42226058,-0.72019756,0.41839996,-0.36421013,-0.8887476,-0.5799158,0.8068974
