Feature,Factor_2,Factor_4,Factor_7,Factor_8,Factor_13,Factor_15,Factor_18
volume_sn_voxels_feature_170,-0.12558946013450623,1.1094838380813599,-1.3199411630630493,-0.13655538856983185,-0.579667866230011,0.8849883079528809,-0.9227315783500671
volume_sn_voxels_feature_171,0.08951440453529358,1.2506767511367798,-1.0996278524398804,-0.20952285826206207,0.06296683102846146,0.947743833065033,0.0504358671605587
volume_sn_voxels_feature_172,0.06682880967855453,1.0318766832351685,-1.0803050994873047,-0.07998442649841309,-0.37234458327293396,0.9136093258857727,-0.09410115331411362
volume_sn_voxels_feature_173,-0.3567638695240021,1.2806692123413086,-0.8619711399078369,-0.43562421202659607,-1.0682283639907837,-0.963860809803009,0.13890624046325684
volume_sn_voxels_feature_174,-0.36647093296051025,-0.46047964692115784,-1.1004384756088257,-0.49203070998191833,-0.10832706838846207,-0.17564602196216583,-1.437005877494812
volume_sn_voxels_feature_175,-0.24977761507034302,-0.5463611483573914,-0.8562889099121094,-0.4194517135620117,0.07453831285238266,-1.0457227230072021,-1.256612777709961
volume_sn_voxels_feature_176,-0.10860560089349747,-0.8075911402702332,-0.41931283473968506,-0.24982178211212158,-0.1691412329673767,-0.5612453818321228,-1.3495830297470093
volume_sn_voxels_feature_177,0.5762693285942078,-0.5311313271522522,0.28415730595588684,-0.21401925384998322,-0.037214770913124084,-1.0893115997314453,-1.2160459756851196
volume_sn_voxels_feature_178,-0.030717499554157257,-1.0252963304519653,-0.6081739068031311,-0.31720170378685,-0.11714623123407364,0.9623335003852844,-1.1027451753616333
volume_sn_voxels_feature_179,0.03194155544042587,-0.9897838234901428,-0.011864155530929565,-0.17192457616329193,-0.3310825824737549,-0.1136077269911766,-1.2468181848526
volume_sn_voxels_feature_180,0.8356895446777344,-0.7738229632377625,0.5020738840103149,-0.13971932232379913,-0.11944156140089035,-1.2078070640563965,-1.4941209554672241
volume_sn_voxels_feature_181,-0.13527274131774902,-0.7216320037841797,-0.9428548812866211,-0.2376476526260376,-0.013760250993072987,1.0293041467666626,-1.558354377746582
volume_sn_voxels_feature_182,0.7136390209197998,-0.7576282024383545,0.3555808365345001,-0.16362184286117554,-0.10257050395011902,-1.0682917833328247,-1.1218546628952026
volume_sn_voxels_feature_183,-0.34257420897483826,0.5193901658058167,-1.1080864667892456,-0.2194729596376419,-0.20441894233226776,0.9537847638130188,-1.2093745470046997
volume_sn_voxels_feature_184,-0.0984664037823677,-0.3976649045944214,-0.5446162819862366,-0.31912651658058167,0.023128436878323555,0.9457332491874695,-1.3286916017532349
volume_sn_voxels_feature_185,0.02411186695098877,-0.9031774401664734,0.20737366378307343,-0.08309828490018845,-0.16417662799358368,0.5731997489929199,-1.264957308769226
volume_sn_voxels_feature_186,-0.06770315021276474,-1.0914759635925293,0.38981208205223083,-0.04968594014644623,0.01580469124019146,-0.7964897751808167,-0.9050964713096619
volume_sn_voxels_feature_187,0.49310794472694397,-1.1066055297851562,0.16818867623806,-0.23895911872386932,0.08801857382059097,-1.25800359249115,-1.4075788259506226
volume_sn_voxels_feature_188,-0.044847045093774796,1.1222186088562012,-1.0387964248657227,-0.24112726747989655,-0.3734298646450043,0.9026755690574646,-1.3098922967910767
volume_sn_voxels_feature_189,-0.2157856673002243,0.6779849529266357,-0.2413528710603714,-0.26282501220703125,0.03301463648676872,0.7519755363464355,-1.3887357711791992
volume_sn_voxels_feature_190,-0.08814623951911926,-0.5011416673660278,0.4491630792617798,-0.0034659269731491804,-0.13000459969043732,-0.11680947989225388,-1.4375452995300293
volume_sn_voxels_feature_191,-0.27196913957595825,-1.107473611831665,0.2706812918186188,0.16212885081768036,-0.006031265016645193,-1.0302218198776245,-0.985100269317627
volume_sn_voxels_feature_192,-0.4369412362575531,0.5434258580207825,-0.06229404732584953,0.2125256061553955,-0.2531106173992157,-0.890051543712616,-1.3209649324417114
volume_sn_voxels_feature_193,0.07891219109296799,1.3571134805679321,-0.9526399970054626,-0.46586382389068604,-0.9163494110107422,0.33412885665893555,-0.3273397982120514
volume_sn_voxels_feature_194,0.3156765401363373,1.2872494459152222,-1.2919702529907227,-0.3234595060348511,-0.5405471920967102,0.20854036509990692,0.9706442952156067
volume_sn_voxels_feature_195,0.037460681051015854,1.2793853282928467,-1.2091749906539917,-0.08076008409261703,-1.1271576881408691,-0.1250220686197281,0.563425600528717
volume_sn_voxels_feature_196,-1.273261547088623,-0.960902214050293,0.1540200114250183,-0.9563446044921875,1.119188666343689,0.9293484091758728,0.331672340631485
volume_sn_voxels_feature_197,-0.9281080365180969,0.43303295969963074,0.0015554180135950446,-0.0986853763461113,0.9884752631187439,-0.20881253480911255,0.3662436008453369
volume_sn_voxels_feature_198,-0.5483523011207581,-0.2415955513715744,-0.47441837191581726,-0.2035645991563797,1.067642092704773,0.06274222582578659,-0.0491727851331234
volume_sn_voxels_feature_199,0.5329657793045044,0.4417290985584259,-0.7900147438049316,0.48694196343421936,1.0428630113601685,-0.8961486220359802,-0.4729853570461273
volume_sn_voxels_feature_200,0.7424063682556152,-0.1004195585846901,-0.5482776761054993,0.5698091387748718,0.7388119697570801,-0.36962786316871643,-0.5891385078430176
volume_sn_voxels_feature_201,1.1820080280303955,0.5906828045845032,-0.8926808834075928,0.9635267853736877,0.611990749835968,-1.0313254594802856,-0.6362372040748596
volume_sn_voxels_feature_202,0.9122240543365479,0.1541379988193512,-0.4531230032444,1.0262627601623535,0.29248717427253723,-0.7994110584259033,-0.646558940410614
volume_sn_voxels_feature_203,0.7249004244804382,0.15691636502742767,-0.20574595034122467,0.9690430760383606,-0.04996399208903313,-0.8003856539726257,-0.3931552469730377
volume_sn_voxels_feature_204,0.25235655903816223,-0.11915478855371475,0.49923399090766907,1.213473916053772,0.2188844233751297,0.10315544158220291,-0.3271566927433014
volume_sn_voxels_feature_205,0.5361936688423157,-0.007708171382546425,-0.46189990639686584,1.0086700916290283,-0.3519064486026764,-1.1123515367507935,-0.37637093663215637
volume_sn_voxels_feature_206,0.09712032228708267,-0.15529529750347137,0.17665700614452362,1.1372915506362915,-0.05211878940463066,-0.152199387550354,-0.03809995576739311
volume_sn_voxels_feature_207,-0.09619312733411789,0.010264930315315723,0.5316588878631592,0.8407351970672607,0.62461256980896,0.8290383815765381,0.03237389028072357
volume_sn_voxels_feature_208,0.09331542253494263,-0.277345210313797,-0.4741957485675812,1.1146702766418457,-0.3098527491092682,-0.817744791507721,0.17191165685653687
volume_sn_voxels_feature_209,0.09715184569358826,-0.00529615068808198,-0.14812453091144562,0.8000412583351135,0.4535749852657318,0.7446315884590149,0.36138439178466797
volume_sn_voxels_feature_210,0.5043832063674927,0.3438964784145355,0.35554805397987366,-0.002311189891770482,-0.7375528216362,0.6035388708114624,0.04598001763224602
volume_sn_voxels_feature_211,0.2133178859949112,-0.14836619794368744,-0.8844175934791565,0.5950347781181335,0.12968501448631287,0.02695198357105255,0.2573695480823517
volume_sn_voxels_feature_212,-0.12647314369678497,0.5794394016265869,0.08792277425527573,-0.5904781818389893,-1.3233472108840942,0.6891701817512512,0.5945585370063782
volume_sn_voxels_feature_213,0.4312368631362915,-0.09806924313306808,-1.0575562715530396,0.38265857100486755,-0.4275639057159424,-1.030089259147644,0.21739332377910614
volume_sn_voxels_feature_214,0.11771919578313828,-0.06943970173597336,-1.0696420669555664,-0.12433910369873047,-0.09431904554367065,-0.26524657011032104,0.5670811533927917
volume_sn_voxels_feature_215,0.025269396603107452,-0.4510040283203125,-1.0707703828811646,-0.05824695900082588,-0.22422151267528534,-1.1667600870132446,0.4063194990158081
volume_sn_voxels_feature_216,-0.6455984115600586,-0.41487598419189453,-1.1454492807388306,-0.7047035694122314,-0.4421217441558838,-1.1243606805801392,0.9552695751190186
volume_sn_voxels_feature_217,-1.4018182754516602,-0.7334404587745667,0.027689078822731972,-0.6082215309143066,-0.7792864441871643,0.9721777439117432,0.027057213708758354
volume_sn_voxels_feature_218,-1.4969018697738647,-0.7627754211425781,0.4917605221271515,-1.023007869720459,-0.27497974038124084,0.9888594150543213,0.3304463326931
volume_sn_voxels_feature_219,-1.2540313005447388,-0.8294220566749573,0.48788705468177795,-1.0595086812973022,0.23721934854984283,1.0277628898620605,0.4881003797054291
volume_sn_voxels_feature_220,-0.9918949007987976,-0.29165834188461304,0.31647613644599915,-0.63861083984375,0.5042113661766052,0.3225993514060974,0.2253659963607788
volume_sn_voxels_feature_221,-0.841350793838501,-0.6047568917274475,-0.21563076972961426,-0.7051971554756165,0.027981126680970192,0.841808557510376,-0.07399115711450577
volume_sn_voxels_feature_222,-0.9509870409965515,-0.7828953862190247,-0.5979689955711365,-0.4125756025314331,-0.19327832758426666,1.0199214220046997,-0.03062097728252411
volume_sn_voxels_feature_223,0.06037849187850952,0.5877556800842285,-0.19342373311519623,0.11986596137285233,0.6134530901908875,-0.6503222584724426,-0.24137340486049652
volume_sn_voxels_feature_224,0.3406533896923065,0.07810156792402267,-0.1358863115310669,0.17388547956943512,0.2725827693939209,-0.12196122854948044,-0.4081762135028839
volume_sn_voxels_feature_225,1.2039361000061035,0.9709760546684265,-0.3555457592010498,0.5311397910118103,0.2208341509103775,-1.1525737047195435,-0.4349684417247772
volume_sn_voxels_feature_226,1.0932291746139526,0.5416667461395264,0.12202244997024536,0.5785332322120667,-0.12232330441474915,-0.7656019330024719,-0.5384171605110168
volume_sn_voxels_feature_227,0.7769410610198975,0.021899381652474403,0.44884443283081055,0.950975239276886,-0.10419837385416031,0.08557400852441788,-0.49314144253730774
volume_sn_voxels_feature_228,1.321981430053711,0.873504638671875,-0.07600492238998413,0.27631378173828125,-0.23908142745494843,-1.1661792993545532,-0.3664112091064453
volume_sn_voxels_feature_229,0.9762668609619141,0.40695109963417053,0.7136988043785095,0.5487462878227234,-0.46419116854667664,-0.7424758076667786,-0.42750513553619385
volume_sn_voxels_feature_230,0.20141585171222687,0.147438645362854,1.0401476621627808,0.8748261332511902,-0.20504964888095856,0.21054984629154205,-0.3656775653362274
volume_sn_voxels_feature_231,-0.09007147699594498,-0.14571009576320648,0.9426057934761047,1.0235763788223267,0.37181568145751953,0.7660834789276123,-0.42041829228401184
volume_sn_voxels_feature_232,1.0154510736465454,0.5127973556518555,0.2392447590827942,-0.07112709432840347,-0.5913180708885193,-1.106290340423584,-0.3269686996936798
volume_sn_voxels_feature_233,0.3210998773574829,0.07420559972524643,0.9891929030418396,0.13551858067512512,-0.41151759028434753,-0.766132652759552,-0.16668039560317993
volume_sn_voxels_feature_234,-0.33561912178993225,0.04853829741477966,1.0228910446166992,0.13736401498317719,-0.12105202674865723,0.3875831067562103,0.0744175985455513
volume_sn_voxels_feature_235,-0.5293271541595459,-0.10932699590921402,1.1003893613815308,0.43028998374938965,0.439375638961792,0.9480433464050293,-0.023341195657849312
volume_sn_voxels_feature_236,0.6334064602851868,-0.8534550666809082,-1.0280019044876099,-0.10831066220998764,0.451031357049942,-1.0503822565078735,-0.7979281544685364
volume_sn_voxels_feature_237,-0.4299549162387848,-0.10722779482603073,0.8942545056343079,-0.5682216286659241,-0.24814413487911224,0.4679703712463379,0.12076416611671448
volume_sn_voxels_feature_238,-0.6686913371086121,0.11449690908193588,0.993913471698761,-0.723979651927948,0.29044148325920105,1.030346393585205,0.1365823596715927
volume_sn_voxels_feature_239,-0.4018690586090088,0.17460380494594574,0.7910518646240234,-0.5976794362068176,0.6827847361564636,1.034627079963684,0.13352376222610474
volume_sn_voxels_feature_240,0.7105910181999207,0.05243116617202759,-0.45515140891075134,-0.7989928722381592,-0.4188969135284424,-0.5816887021064758,-0.5811248421669006
volume_sn_voxels_feature_241,-0.08883295208215714,-0.1270592361688614,0.5447224974632263,-0.7220404744148254,-0.3079264461994171,0.12923230230808258,0.07958250492811203
volume_sn_voxels_feature_242,-0.37635233998298645,0.041682615876197815,0.5856273174285889,-1.0776089429855347,0.230640709400177,0.8873178362846375,0.25673380494117737
volume_sn_voxels_feature_243,-0.19043128192424774,0.4559427499771118,0.32817336916923523,-1.2082536220550537,0.47699570655822754,1.1135333776474,0.33461669087409973
volume_sn_voxels_feature_244,0.49924787878990173,0.8763383030891418,0.25367698073387146,-1.3611997365951538,-1.192343831062317,0.5697519779205322,-0.3215778172016144
volume_sn_voxels_feature_245,0.35566258430480957,0.4684058725833893,0.6126106977462769,-1.2123175859451294,-1.2996172904968262,-0.610412061214447,-0.8303282856941223
volume_sn_voxels_feature_246,0.2499838024377823,-0.027457797899842262,-0.3029496967792511,-0.6517290472984314,-0.34577345848083496,-0.6802379488945007,0.1054278090596199
volume_sn_voxels_feature_247,0.08016659319400787,0.20281827449798584,-0.17890167236328125,-1.1006261110305786,0.2257733792066574,0.8387761116027832,0.17184758186340332
volume_sn_voxels_feature_248,0.006392677780240774,1.1582149267196655,0.39651259779930115,-1.369979739189148,-1.238228440284729,1.0495222806930542,-0.06111988425254822
volume_sn_voxels_feature_249,0.3361368179321289,-0.10888691991567612,-0.972374439239502,-0.06510764360427856,-0.3804599940776825,-1.033756136894226,0.10528818517923355
volume_sn_voxels_feature_250,0.26911666989326477,-0.012044030241668224,-0.7944121956825256,-1.0400283336639404,0.17272205650806427,-0.19702982902526855,0.19316041469573975
volume_sn_voxels_feature_251,-0.4523773193359375,1.2660692930221558,0.16699855029582977,-1.242862582206726,-1.2331817150115967,0.725418746471405,0.3917742967605591
volume_sn_voxels_feature_252,-0.008715773932635784,-0.1483955830335617,-0.9790566563606262,-0.996962308883667,0.07673387974500656,-0.8295536637306213,0.33588337898254395
volume_sn_voxels_feature_253,-1.1930612325668335,-0.31678032875061035,0.3714836835861206,-0.5511140823364258,-0.4707237184047699,0.7066954970359802,0.6157875657081604
volume_sn_voxels_feature_254,-0.7376624941825867,0.12271825224161148,0.1750330775976181,-0.30786508321762085,-0.23330242931842804,0.03883614018559456,0.4366200268268585
volume_sn_voxels_feature_255,-0.6616161465644836,-0.13415734469890594,-0.30910563468933105,-0.17042720317840576,-0.5869068503379822,0.4292459487915039,0.14597895741462708
volume_sn_voxels_feature_256,0.8613012433052063,0.8974936604499817,-0.05194063112139702,0.18245460093021393,-0.3162665367126465,-0.8967204689979553,-0.13272707164287567
volume_sn_voxels_feature_257,0.8891345858573914,0.7410593628883362,-0.20381806790828705,0.48686182498931885,-0.5719456076622009,-0.6617209315299988,-0.34991586208343506
volume_sn_voxels_feature_258,1.3174992799758911,1.3261042833328247,-0.03653329610824585,0.2896369695663452,-0.8317722678184509,-1.102277159690857,-0.3688832223415375
volume_sn_voxels_feature_259,1.2131776809692383,0.7912130951881409,0.32371222972869873,0.5288400053977966,-0.5824455618858337,-0.8603333830833435,-0.3446027338504791
volume_sn_voxels_feature_260,0.7799213528633118,0.12662240862846375,0.5489922761917114,0.6313485503196716,-0.69435715675354,-0.18857383728027344,-0.30944138765335083
volume_sn_voxels_feature_261,0.2938326299190521,-0.42845869064331055,0.07011719793081284,1.0993705987930298,-0.36324822902679443,0.26934516429901123,0.19441260397434235
volume_sn_voxels_feature_262,0.8119811415672302,0.491046279668808,1.0068515539169312,-0.16251742839813232,-0.9925861358642578,-0.6595625877380371,-0.4486192762851715
volume_sn_voxels_feature_263,-0.45953047275543213,-0.3904489576816559,1.0281490087509155,0.38629674911499023,-0.023797335103154182,0.484234094619751,0.03408340737223625
volume_sn_voxels_feature_264,-0.6713802814483643,-0.0949578583240509,0.6912162899971008,-0.74679034948349,0.5274292826652527,0.7367382645606995,0.07406514883041382
volume_sn_voxels_feature_265,-0.1429997682571411,-0.2245934009552002,-0.6234784126281738,-0.6414284110069275,1.042128562927246,-0.20591962337493896,-0.3724168539047241
volume_sn_voxels_feature_266,-0.7063658237457275,0.2813078463077545,0.6763803958892822,-1.1884526014328003,0.4213610589504242,1.0017286539077759,0.24273304641246796
volume_sn_voxels_feature_267,-0.033396732062101364,0.42418405413627625,-0.2095361351966858,-1.225113868713379,0.83480304479599,0.6220391392707825,0.11624123901128769
volume_sn_voxels_feature_268,0.1145872250199318,0.16477087140083313,-0.7932707667350769,-1.165176272392273,0.27755168080329895,-0.5980328917503357,-0.34708210825920105
volume_sn_voxels_feature_269,0.2252393215894699,-0.4025113880634308,-1.1027092933654785,-1.0968598127365112,-0.2993023097515106,-1.244026780128479,-0.4470358192920685
volume_sn_voxels_feature_270,0.07591459900140762,0.7508842945098877,-0.690863311290741,-1.304242730140686,-1.11091947555542,-0.7273740768432617,-0.43268707394599915
volume_sn_voxels_feature_271,-0.26313498616218567,0.5083756446838379,-0.4794505536556244,-1.232628345489502,-1.2027320861816406,-1.1144832372665405,-0.6073024868965149
volume_sn_voxels_feature_272,0.13356393575668335,0.09933573007583618,0.42896726727485657,-1.0812143087387085,0.04555699601769447,0.31698137521743774,-0.13408395648002625
volume_sn_voxels_feature_273,-0.14281438291072845,0.3950788676738739,0.2401091456413269,-1.3048551082611084,0.3403220474720001,0.9810324311256409,0.048902470618486404
volume_sn_voxels_feature_274,0.10042128711938858,1.1127723455429077,0.04895572364330292,-1.1277258396148682,-1.252881646156311,0.7310438752174377,-0.2558303475379944
volume_sn_voxels_feature_275,-0.1701853722333908,1.242773175239563,0.405094712972641,-1.441346526145935,-1.2079451084136963,-0.4884192943572998,-0.6790421605110168
volume_sn_voxels_feature_276,0.1738884001970291,-0.1397499144077301,-0.47472524642944336,-0.10379799455404282,-0.6099911332130432,-1.2097288370132446,0.14858965575695038
volume_sn_voxels_feature_277,0.034201521426439285,1.2450389862060547,0.5279055833816528,-1.3156414031982422,-1.1168127059936523,0.8957252502441406,-0.10204549878835678
volume_sn_voxels_feature_278,0.0024125005584210157,-0.2169920653104782,-0.5520732998847961,-0.17779457569122314,-0.27747607231140137,-1.143976092338562,-0.17722322046756744
volume_sn_voxels_feature_279,0.02499530278146267,-0.05780303105711937,-0.40580031275749207,-1.1005312204360962,0.3002973198890686,-0.7689301371574402,-0.0625476986169815
volume_sn_voxels_feature_280,-0.25147631764411926,1.1648200750350952,0.6068276762962341,-1.3138842582702637,-1.0368837118148804,-0.14076407253742218,0.28023675084114075
volume_sn_voxels_feature_281,-0.3052266836166382,-0.4632720947265625,-0.6322596669197083,-1.3205736875534058,0.4887233078479767,-1.1954377889633179,-0.16177107393741608
volume_sn_voxels_feature_282,-0.5010743141174316,-0.2611175775527954,-0.385080486536026,-1.1681402921676636,0.10737194865942001,-0.984228789806366,0.18698830902576447
volume_sn_voxels_feature_283,-0.6815564632415771,0.0012860720744356513,-0.009965757839381695,-1.3854165077209473,-1.093894124031067,-1.1349908113479614,0.34554553031921387
volume_sn_voxels_feature_284,1.2215255498886108,0.7153289914131165,0.005646733101457357,0.26593291759490967,-1.0263314247131348,-0.8612189888954163,-0.08866941183805466
volume_sn_voxels_feature_285,0.7157552242279053,-0.02619416080415249,-0.025985458865761757,0.4232152998447418,-0.8725356459617615,-0.49473822116851807,0.33120039105415344
volume_sn_voxels_feature_286,-0.13731209933757782,-0.12367793917655945,0.6565561890602112,-0.5229344367980957,-0.861797034740448,-0.11933854967355728,0.19991163909435272
volume_sn_voxels_feature_287,-0.5330357551574707,-0.5668849945068359,0.011834467761218548,-0.17827929556369781,-0.32072141766548157,0.08054683357477188,0.6437944769859314
volume_sn_voxels_feature_288,-0.5306984782218933,-0.8283845782279968,-1.0481505393981934,0.545538604259491,0.38286924362182617,-0.2914779484272003,0.724086344242096
volume_sn_voxels_feature_289,-0.059460509568452835,-0.846156895160675,-1.2225455045700073,0.337645024061203,1.1265736818313599,-0.9719213843345642,0.38667988777160645
volume_sn_voxels_feature_290,-0.9287970662117004,-0.440298467874527,-0.7424810528755188,-1.1053680181503296,0.4511050283908844,0.340080589056015,0.2787099778652191
volume_sn_voxels_feature_291,-0.3522304594516754,-0.6821282505989075,-1.0613354444503784,-1.1652441024780273,0.9207582473754883,-0.98343425989151,-0.005571255926042795
volume_sn_voxels_feature_292,-0.8322892189025879,0.14281661808490753,-0.5427343249320984,-1.1339077949523926,0.5532763600349426,0.7994888424873352,0.24755620956420898
volume_sn_voxels_feature_293,-0.5025478005409241,-0.24455666542053223,-1.0430799722671509,-1.0212857723236084,0.8097377419471741,-0.4835728108882904,0.058356836438179016
volume_sn_voxels_feature_294,0.09032446891069412,-0.5954247117042542,-1.2529724836349487,-1.3377271890640259,0.6845380663871765,-1.2208080291748047,-0.30383577942848206
volume_sn_voxels_feature_295,-0.5294775366783142,0.32704344391822815,-0.5528066158294678,-1.2073907852172852,0.6754765510559082,1.0403498411178589,0.11222358793020248
volume_sn_voxels_feature_296,0.031182581558823586,0.10971421003341675,-1.0760661363601685,-1.3028546571731567,-0.22779075801372528,-0.7818590998649597,-0.20776037871837616
volume_sn_voxels_feature_297,-0.043327588587999344,-0.16569150984287262,-1.1644604206085205,-1.3412288427352905,-1.039087176322937,-1.1622405052185059,-0.2676624059677124
volume_sn_voxels_feature_298,0.13597224652767181,0.6618017554283142,-0.8275833129882812,-1.1638046503067017,-0.7702457308769226,0.6966035962104797,-0.10993098467588425
volume_sn_voxels_feature_299,0.07059851288795471,0.8967111706733704,-0.8539180755615234,-1.4206677675247192,-1.2363786697387695,-0.9103309512138367,-0.3980461657047272
volume_sn_voxels_feature_300,-0.5230806469917297,1.0725505352020264,-0.7757627367973328,-1.284103274345398,-1.2635444402694702,-1.163070797920227,-0.5406801700592041
volume_sn_voxels_feature_301,-0.09148532897233963,-0.04553738608956337,0.03724784776568413,0.43049708008766174,-0.4868173599243164,-1.1585400104522705,0.3632051646709442
volume_sn_voxels_feature_302,0.1293913573026657,0.08413463830947876,0.46334171295166016,-0.35343995690345764,-0.33821621537208557,-1.0150853395462036,-0.09774526953697205
volume_sn_voxels_feature_303,0.2686628997325897,0.09277371317148209,0.4588710367679596,-1.1370247602462769,0.05158238485455513,0.20233654975891113,-0.18208543956279755
volume_sn_voxels_feature_304,0.1001788079738617,0.275129109621048,0.14738842844963074,-1.2775423526763916,0.4565565288066864,0.9760723114013672,-0.1026482805609703
volume_sn_voxels_feature_305,0.1846223622560501,1.2282328605651855,-0.07494425028562546,-0.9591664671897888,-1.237011194229126,0.6797230243682861,-0.13759668171405792
volume_sn_voxels_feature_306,-0.38774535059928894,1.313651442527771,0.42712774872779846,-1.4010854959487915,-1.1833213567733765,-0.7268655896186829,-0.4346839487552643
volume_sn_voxels_feature_307,-0.03131880238652229,0.09555994719266891,0.3492703437805176,-0.3372063934803009,-0.2243291735649109,-0.9795673489570618,-0.15867969393730164
volume_sn_voxels_feature_308,0.08700297027826309,0.1474364995956421,0.11615777015686035,-1.248462438583374,0.2571799159049988,0.3501462936401367,-0.274434894323349
volume_sn_voxels_feature_309,0.30469560623168945,0.14379076659679413,-0.04653863236308098,-1.257366418838501,0.4022435247898102,0.9686072468757629,-0.1584470421075821
volume_sn_voxels_feature_310,0.17928700149059296,1.2183600664138794,0.6837460398674011,-1.3011091947555542,-1.2998818159103394,0.7123994827270508,-0.0828302651643753
volume_sn_voxels_feature_311,-0.2720925509929657,1.1493929624557495,0.8482726216316223,-1.283584475517273,-1.2695156335830688,-0.12167630344629288,0.1285533457994461
volume_sn_voxels_feature_312,-0.2219908982515335,-0.206748366355896,0.21502791345119476,-1.0062257051467896,-0.0347275473177433,-0.9678189754486084,-0.3480810821056366
volume_sn_voxels_feature_313,0.0158825870603323,-0.18285135924816132,0.2230985164642334,-1.3041654825210571,0.31488868594169617,-0.6779281497001648,-0.12141406536102295
volume_sn_voxels_feature_314,0.09963247925043106,-0.17279930412769318,0.26285839080810547,-1.4160627126693726,-0.004573623184114695,-0.4283128082752228,-0.14881984889507294
volume_sn_voxels_feature_315,0.07160358875989914,0.3337419927120209,0.6885712742805481,-1.1666173934936523,-1.1245375871658325,-0.5340151786804199,0.053619593381881714
volume_sn_voxels_feature_316,-0.3179665803909302,1.1278157234191895,0.8586673736572266,-1.4030016660690308,-1.1717568635940552,-0.8435370922088623,0.4005299508571625
volume_sn_voxels_feature_317,0.7149646878242493,-0.16012424230575562,-0.9405370354652405,0.3997764587402344,-1.0308886766433716,-0.5372851490974426,0.9780542254447937
volume_sn_voxels_feature_318,0.7508707046508789,0.5770760774612427,-0.3812497556209564,-0.3172033131122589,-0.9397611021995544,-0.45332634449005127,0.18302644789218903
volume_sn_voxels_feature_319,0.17510734498500824,-0.15891878306865692,-0.7875771522521973,-0.5432910323143005,-0.7810993194580078,-0.27763649821281433,0.8898181915283203
volume_sn_voxels_feature_320,-0.0010640732944011688,-0.5527867078781128,-1.151229977607727,-0.29471835494041443,-0.42281094193458557,-0.18762750923633575,1.1699167490005493
volume_sn_voxels_feature_321,-0.2846265137195587,0.019849060103297234,-0.5120728611946106,-1.033616065979004,-0.4970736503601074,0.3660905361175537,0.3621808588504791
volume_sn_voxels_feature_322,-0.5507349967956543,-0.25746962428092957,-1.0133558511734009,-1.0057429075241089,0.004948181565850973,0.07179321348667145,0.7394275069236755
volume_sn_voxels_feature_323,-0.46599388122558594,-0.6544215083122253,-1.2288546562194824,-1.2163833379745483,0.7805283665657043,-0.5194416046142578,0.6563878655433655
volume_sn_voxels_feature_324,-0.7512480616569519,0.08935978263616562,-0.9713818430900574,-1.3096116781234741,0.2629297077655792,0.5994811654090881,0.2616318464279175
volume_sn_voxels_feature_325,-0.5190115571022034,-0.25728553533554077,-0.9857404828071594,-1.3095687627792358,0.7372857928276062,-0.24122841656208038,0.4004192650318146
volume_sn_voxels_feature_326,-0.1550682932138443,-0.7738227844238281,-1.2548575401306152,-1.2503761053085327,1.1064954996109009,-1.0707463026046753,-0.20349062979221344
volume_sn_voxels_feature_327,-0.3471663296222687,0.21639376878738403,-1.1824634075164795,-1.3124357461929321,0.6927645802497864,0.5194222927093506,0.105560801923275
volume_sn_voxels_feature_328,-0.1279589980840683,-0.2897258698940277,-1.2366083860397339,-1.2478829622268677,0.7686364054679871,-0.8114802241325378,-0.12692157924175262
volume_sn_voxels_feature_329,0.06264454871416092,-0.7709922790527344,-1.0659141540527344,-1.164086103439331,0.4643895626068115,-1.1216946840286255,-0.33533668518066406
volume_sn_voxels_feature_330,-0.05165751278400421,0.1841091364622116,-1.2267364263534546,-1.2587777376174927,0.5598716735839844,0.898004949092865,-0.03217187896370888
volume_sn_voxels_feature_331,0.1899709850549698,0.14272962510585785,-1.246185302734375,-1.235579490661621,0.40738096833229065,0.37650951743125916,-0.07904078811407089
volume_sn_voxels_feature_332,0.060453638434410095,0.03217577561736107,-1.19643235206604,-1.1861985921859741,-0.29520973563194275,-0.9757757186889648,-0.17590893805027008
volume_sn_voxels_feature_333,0.023831836879253387,-0.08770642429590225,-1.245381236076355,-1.3085721731185913,-1.0002223253250122,-1.1214005947113037,-0.41576480865478516
volume_sn_voxels_feature_334,-0.09001470357179642,0.1365169733762741,0.4194810092449188,0.15839195251464844,-0.20844678580760956,-1.120452880859375,0.09522825479507446
volume_sn_voxels_feature_335,0.20843368768692017,0.029131809249520302,0.5327005982398987,-0.29872408509254456,-0.19129282236099243,-0.2643320560455322,-0.1747676581144333
volume_sn_voxels_feature_336,0.16261258721351624,0.13748599588871002,0.3156622350215912,-0.9882073998451233,0.11545094102621078,0.8279695510864258,-0.28519144654273987
volume_sn_voxels_feature_337,0.2392878532409668,0.14008550345897675,-1.0735241174697876,-1.3652433156967163,0.014276244677603245,0.8539528846740723,-0.11457350850105286
volume_sn_voxels_feature_338,0.23777715861797333,0.2845429480075836,-1.106359839439392,-1.3712047338485718,-0.8737676739692688,0.21835748851299286,-0.13823258876800537
volume_sn_voxels_feature_339,0.015152409672737122,0.7951127886772156,-1.0569673776626587,-1.4573968648910522,-1.2544084787368774,-0.9121124148368835,-0.09193599224090576
volume_sn_voxels_feature_340,-0.3335707187652588,1.1318362951278687,-0.8964776992797852,-1.2553834915161133,-1.3237355947494507,-1.1013965606689453,-0.12594462931156158
