Feature,Factor_2,Factor_4,Factor_7,Factor_8,Factor_13,Factor_15,Factor_18
volume_sn_voxels_feature_93,-0.12388954311609268,1.148926854133606,0.11970961093902588,0.14646458625793457,0.06704788655042648,-0.3261208236217499,-1.4329228401184082
volume_sn_voxels_feature_94,0.30855247378349304,1.229277491569519,0.2988384962081909,0.17718718945980072,0.10817307233810425,-1.199222445487976,-1.2471275329589844
volume_sn_voxels_feature_95,-0.06709189713001251,1.3896995782852173,0.043586332350969315,-0.07111205905675888,0.24229103326797485,0.476654976606369,-1.1824605464935303
volume_sn_voxels_feature_96,0.07424971461296082,0.9566028714179993,0.4733165502548218,0.09464681148529053,0.11778867244720459,-0.9502057433128357,-0.8700057864189148
volume_sn_voxels_feature_97,0.16004258394241333,0.9763975739479065,-1.2789331674575806,0.4282796382904053,-0.4894278049468994,0.538102924823761,-0.6372995972633362
volume_sn_voxels_feature_98,-0.26995232701301575,1.502600073814392,-0.3714641034603119,-0.023383567109704018,0.36138227581977844,0.8023536205291748,-1.5580211877822876
volume_sn_voxels_feature_99,0.029853811487555504,1.2304202318191528,0.24475951492786407,-0.2629666328430176,0.1743064522743225,-0.35347938537597656,-1.4108966588974
volume_sn_voxels_feature_100,0.14166505634784698,1.3218623399734497,0.44167840480804443,0.012239590287208557,-0.07635059207677841,-1.1309205293655396,-1.257840633392334
volume_sn_voxels_feature_101,-0.2099694460630417,0.2220015972852707,-1.3449498414993286,0.7429917454719543,-1.3051985502243042,-0.33680951595306396,0.1420775204896927
volume_sn_voxels_feature_102,-0.08281002193689346,1.0814992189407349,-1.2088314294815063,0.6522989869117737,-0.48548054695129395,0.6077945828437805,0.06498902291059494
volume_sn_voxels_feature_103,-0.17727304995059967,1.2983258962631226,-1.2498445510864258,0.6853821277618408,0.9465264678001404,0.8021396994590759,-0.25910696387290955
volume_sn_voxels_feature_104,-0.07923398166894913,1.3962063789367676,-0.27268218994140625,0.07068951427936554,0.1835028976202011,0.2756827175617218,-1.4206191301345825
volume_sn_voxels_feature_105,-0.04447763040661812,1.2579690217971802,0.03404878452420235,-0.13648714125156403,0.18384842574596405,-1.0164388418197632,-1.3896886110305786
volume_sn_voxels_feature_106,-0.1418905407190323,1.0919934511184692,0.017605172470211983,-0.08231958746910095,0.11265721917152405,-1.1810646057128906,-1.2853158712387085
volume_sn_voxels_feature_107,-0.3125128448009491,-0.09573618322610855,-1.175348162651062,0.4990541934967041,-1.171648621559143,-0.11181217432022095,0.18240265548229218
volume_sn_voxels_feature_108,-0.30370011925697327,0.7627422213554382,-1.1321145296096802,0.33501431345939636,0.4898315966129303,0.5814368724822998,-0.14090554416179657
volume_sn_voxels_feature_109,-0.16106797754764557,1.2230936288833618,-1.1309247016906738,0.1376754343509674,1.3636064529418945,0.6482000946998596,-0.2658666670322418
volume_sn_voxels_feature_110,-0.14824286103248596,1.1531237363815308,-0.5981156229972839,0.12616552412509918,0.7189182639122009,0.40117260813713074,-0.30510762333869934
volume_sn_voxels_feature_111,-0.10507141798734665,-0.4282541573047638,-0.17619498074054718,-0.21490485966205597,-0.9578847885131836,-0.04192955791950226,0.10966956615447998
volume_sn_voxels_feature_112,-0.19662563502788544,-0.011528193950653076,-0.14184661209583282,-0.3684535324573517,1.0238617658615112,0.29274314641952515,-0.1839575320482254
volume_sn_voxels_feature_113,-0.13065387308597565,1.0140069723129272,0.14946241676807404,-0.548911988735199,1.2716875076293945,0.2707740366458893,-0.2525489032268524
volume_sn_voxels_feature_114,0.40800926089286804,1.2867876291275024,0.020570052787661552,-0.31172284483909607,1.2020596265792847,-0.005375906825065613,0.8370203971862793
volume_sn_voxels_feature_115,0.4736427366733551,1.223099946975708,-0.5033666491508484,-0.0890716090798378,1.1995115280151367,-0.33939024806022644,1.0729976892471313
volume_sn_voxels_feature_116,-0.22054164111614227,1.270255446434021,-0.9756152033805847,-0.37745216488838196,-0.07316923141479492,-1.162652850151062,-0.39581298828125
volume_sn_voxels_feature_117,-0.2410869151353836,1.03676176071167,-1.1611590385437012,0.5352692604064941,-0.8580267429351807,-1.2849422693252563,1.0680407285690308
volume_sn_voxels_feature_118,0.06252222508192062,0.7251620292663574,-0.6553717255592346,0.1763995885848999,-0.12419792264699936,-1.1539891958236694,-1.452318549156189
volume_sn_voxels_feature_119,-0.11832043528556824,0.7514805793762207,-0.9982531070709229,0.07053179293870926,0.07807771116495132,0.3592848777770996,-1.3651522397994995
volume_sn_voxels_feature_120,-0.09032616764307022,0.7386859059333801,-0.735106885433197,0.20305098593235016,0.05173585191369057,0.6907535195350647,-1.2655425071716309
volume_sn_voxels_feature_121,0.1660100221633911,0.4154488146305084,-0.20857012271881104,0.17195244133472443,-0.10992893576622009,-0.2964366376399994,-1.3674408197402954
volume_sn_voxels_feature_122,-0.0336076021194458,0.9419495463371277,-0.3586922585964203,0.11019418388605118,0.035524025559425354,0.7927893996238708,-1.4276665449142456
volume_sn_voxels_feature_123,0.06342203915119171,0.5492090582847595,0.028774747624993324,0.16233260929584503,-0.04340348765254021,-0.42676854133605957,-1.1494680643081665
volume_sn_voxels_feature_124,0.6821644306182861,0.3729412853717804,0.24961519241333008,-0.09921132773160934,0.13891467452049255,-1.1189522743225098,-1.351868748664856
volume_sn_voxels_feature_125,-0.03404460847377777,1.275108814239502,0.08911984413862228,-0.01655210182070732,0.04492183402180672,0.6098334789276123,-1.3694323301315308
volume_sn_voxels_feature_126,0.07535942643880844,0.9348044395446777,0.28628599643707275,0.1360342651605606,0.03763284906744957,-0.9092528223991394,-1.376813292503357
volume_sn_voxels_feature_127,0.4335407018661499,0.6002293825149536,0.23038546741008759,0.01615064963698387,0.2850325405597687,-1.2831897735595703,-1.4241290092468262
volume_sn_voxels_feature_128,-0.08250822871923447,1.2139742374420166,-0.1700192540884018,-0.23716914653778076,0.09925571084022522,0.9140920042991638,-1.3540207147598267
volume_sn_voxels_feature_129,0.09421974420547485,1.091858983039856,0.4785451889038086,-0.11631409078836441,-0.08711504936218262,-0.09298791736364365,-1.2619127035140991
volume_sn_voxels_feature_130,0.10172434896230698,1.2766159772872925,0.5171257853507996,0.04598201438784599,0.036317404359579086,-1.1115678548812866,-1.37693452835083
volume_sn_voxels_feature_131,0.05551915988326073,0.98675537109375,0.1863817572593689,0.15272992849349976,0.20104365050792694,-1.3497947454452515,-1.2983070611953735
volume_sn_voxels_feature_132,-0.07708567380905151,1.3273208141326904,-0.8190197944641113,-0.1831517368555069,-0.02243208885192871,0.9401933550834656,-1.2644702196121216
volume_sn_voxels_feature_133,0.20890815556049347,1.2941373586654663,0.06149699166417122,-0.2895173132419586,-0.07573609799146652,0.5353529453277588,-1.2546466588974
volume_sn_voxels_feature_134,0.06019394472241402,1.3211828470230103,0.563058078289032,-0.24210043251514435,-0.2522229850292206,-0.976645290851593,-1.2679623365402222
volume_sn_voxels_feature_135,-0.10753203183412552,1.3624333143234253,0.30720794200897217,-0.016625206917524338,-0.08275282382965088,-1.3184460401535034,-1.1071141958236694
volume_sn_voxels_feature_136,-0.19798892736434937,1.1197212934494019,-0.16879601776599884,0.25608521699905396,0.23442964255809784,-1.093246340751648,-1.2680948972702026
volume_sn_voxels_feature_137,0.0002993084490299225,1.2836627960205078,-0.06126110628247261,-0.28505995869636536,-0.22370411455631256,-0.31719067692756653,-1.2581006288528442
volume_sn_voxels_feature_138,-0.050035689026117325,1.263113021850586,0.052955154329538345,-0.3321814239025116,-0.20758982002735138,-1.0492795705795288,-1.3392144441604614
volume_sn_voxels_feature_139,0.11437889188528061,1.2886199951171875,-0.9744278788566589,-0.02613055519759655,0.2988162040710449,0.9215736389160156,-0.12291542440652847
volume_sn_voxels_feature_140,-0.6320708394050598,-0.23073810338974,-0.9697745442390442,0.15347212553024292,-0.5822129845619202,-0.25467994809150696,0.053865302354097366
volume_sn_voxels_feature_141,-0.5299616456031799,0.5400282144546509,-0.9458682537078857,-0.07366114109754562,0.7944603562355042,0.25493553280830383,-0.2983480989933014
volume_sn_voxels_feature_142,-0.18258784711360931,1.4609718322753906,-0.9537909626960754,-0.4602902829647064,-0.597429096698761,-1.1847598552703857,-0.0013230046024546027
volume_sn_voxels_feature_143,0.03669217601418495,-0.882828414440155,0.6328034996986389,-0.23852598667144775,0.06957734376192093,0.21276593208312988,-0.06267131119966507
volume_sn_voxels_feature_144,-0.2292860597372055,-0.4151374101638794,0.5770387053489685,-0.6505365371704102,1.0162776708602905,0.3387371599674225,-0.2560916244983673
volume_sn_voxels_feature_145,-0.2910937964916229,0.07599949091672897,-1.007918357849121,-0.062166765332221985,-0.19083845615386963,-0.8214847445487976,-1.3778644800186157
volume_sn_voxels_feature_146,-0.2660829722881317,0.03242586925625801,-1.1146955490112305,-0.03147756680846214,-0.19030243158340454,0.8534093499183655,-1.19135320186615
volume_sn_voxels_feature_147,-0.08678000420331955,-0.17188449203968048,-0.859745979309082,0.027894601225852966,-0.15079890191555023,-0.07192889600992203,-1.5003622770309448
volume_sn_voxels_feature_148,0.22955143451690674,-0.1313762664794922,-0.1895250529050827,-0.020524628460407257,-0.08411172777414322,-1.017292857170105,-1.3095110654830933
volume_sn_voxels_feature_149,-0.15818224847316742,-0.08531294018030167,-1.023516058921814,0.1350933313369751,-0.039599958807229996,0.9117301106452942,-1.3588594198226929
volume_sn_voxels_feature_150,-0.02699371427297592,-0.3003905117511749,-0.4363020658493042,0.016565047204494476,-0.22388862073421478,0.5062467455863953,-1.3174409866333008
volume_sn_voxels_feature_151,0.3358513414859772,-0.20654453337192535,0.21784651279449463,0.051144614815711975,-0.16289792954921722,-0.9105386137962341,-1.3366512060165405
volume_sn_voxels_feature_152,-0.30988243222236633,0.1983887404203415,-0.6824376583099365,-0.05996795371174812,-0.042343076318502426,0.9120926856994629,-1.2111177444458008
volume_sn_voxels_feature_153,-0.011272217147052288,-0.33218517899513245,-0.11932019144296646,-0.04393931105732918,-0.18546231091022491,0.4009300768375397,-1.277064323425293
volume_sn_voxels_feature_154,0.25326448678970337,-0.33515819907188416,0.20414549112319946,-0.039909038692712784,-0.2222030609846115,-1.0007514953613281,-1.3957840204238892
volume_sn_voxels_feature_155,1.0576688051223755,-0.14114563167095184,0.33898624777793884,-0.10280466079711914,0.18684084713459015,-1.1737531423568726,-1.4001365900039673
volume_sn_voxels_feature_156,-0.29066142439842224,1.0504568815231323,-1.0116090774536133,-0.022337989881634712,-0.06005718186497688,1.0658942461013794,-1.2377089262008667
volume_sn_voxels_feature_157,-0.24492835998535156,0.7977750301361084,-0.15773805975914001,-0.06634049862623215,0.02769881673157215,0.8321623802185059,-1.4005705118179321
volume_sn_voxels_feature_158,-0.05348438024520874,0.1387494057416916,0.3728674352169037,0.011674671433866024,-0.06092254817485809,0.012431184761226177,-1.402200698852539
volume_sn_voxels_feature_159,0.11371761560440063,-0.2861473560333252,0.30050888657569885,0.0856262668967247,0.04378010705113411,-1.3031721115112305,-1.1521040201187134
volume_sn_voxels_feature_160,0.742091178894043,-0.16398678719997406,0.05168062448501587,-0.1759633868932724,0.24651497602462769,-1.2501534223556519,-1.2716485261917114
volume_sn_voxels_feature_161,-0.14958876371383667,1.433420181274414,-0.7160173058509827,-0.23154346644878387,-0.16718590259552002,0.91985684633255,-1.3868831396102905
volume_sn_voxels_feature_162,0.007699616253376007,1.0978283882141113,0.1973990947008133,-0.05427877977490425,-0.09886989742517471,0.4719500243663788,-1.3008333444595337
volume_sn_voxels_feature_163,-0.1538998931646347,0.7218354344367981,0.42486119270324707,0.05354802682995796,-0.09907533973455429,-0.7797315120697021,-1.1063612699508667
volume_sn_voxels_feature_164,-0.02629365772008896,0.011838912963867188,0.16235670447349548,0.271253764629364,-0.028911730274558067,-1.1782351732254028,-1.194405198097229
volume_sn_voxels_feature_165,0.29978328943252563,-0.4253872334957123,-0.45322760939598083,-0.0984448790550232,0.15888963639736176,-1.2439316511154175,-1.3899997472763062
volume_sn_voxels_feature_166,-0.02274238131940365,1.2620881795883179,0.16315364837646484,-0.23144948482513428,-0.39019933342933655,-0.3212837278842926,-1.443007469177246
volume_sn_voxels_feature_167,-0.16055317223072052,1.1476316452026367,0.3669787347316742,0.08570843189954758,-0.1803068071603775,-1.178833246231079,-1.306557059288025
volume_sn_voxels_feature_168,-0.5522521138191223,0.6645355224609375,-0.23526211082935333,0.2881436049938202,-0.040951792150735855,-1.3952823877334595,-1.2879811525344849
volume_sn_voxels_feature_169,-0.2902339696884155,-0.5039848685264587,-0.6618704199790955,-0.024012038484215736,-0.006070315837860107,-1.188765525817871,-1.0333623886108398
