Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4
volume_sn_voxels_feature_0,0.84103864,-0.959807,-0.50386506,-0.5986612,0.10883221
volume_sn_voxels_feature_1,0.7414684,-1.0392673,-0.5621104,-1.05855,0.028651385
volume_sn_voxels_feature_2,0.82434666,-0.8459551,-0.9229902,-0.117755696,0.6359631
volume_sn_voxels_feature_3,0.8340317,-0.79981095,-0.88615,-0.8679375,0.11838637
volume_sn_voxels_feature_4,1.0079603,-0.9180457,-1.3171697,-0.13933355,0.10694532
volume_sn_voxels_feature_5,0.7355134,0.75174373,-1.3066608,-0.0107257245,0.3479657
volume_sn_voxels_feature_6,0.75802606,0.34284356,-1.344224,0.28955048,0.46039936
volume_sn_voxels_feature_7,0.916824,1.0094033,-1.4578923,-0.06269424,0.35918492
volume_sn_voxels_feature_8,1.5522991,1.0809708,-1.8313355,0.043027673,0.21051106
volume_sn_voxels_feature_9,1.0892336,0.9768334,-1.5598557,-1.1303066,-0.043824214
volume_sn_voxels_feature_10,0.9194242,1.0469445,-1.301984,-1.1656363,-0.20110114
volume_sn_voxels_feature_11,0.7811053,-1.0434668,-0.06226288,-1.4252496,-0.024706928
volume_sn_voxels_feature_12,0.73117036,-1.063212,-0.59279805,-0.941923,0.54744923
volume_sn_voxels_feature_13,1.0530758,-0.9652961,-1.0154185,-0.32077003,0.22217973
volume_sn_voxels_feature_14,0.81238943,-0.8108213,-1.1116345,-0.8656786,0.18176681
volume_sn_voxels_feature_15,0.80601394,-0.71752775,-1.107433,-0.02455211,0.20865698
volume_sn_voxels_feature_16,0.90960974,-0.85438377,-1.236747,-0.18391794,0.52497536
volume_sn_voxels_feature_17,0.905895,0.13192806,-1.3410238,0.12338351,0.47526455
volume_sn_voxels_feature_18,0.90553945,-0.21165757,-1.4489337,-0.16258498,0.4399819
volume_sn_voxels_feature_19,0.9293148,0.7677141,-1.4133797,-0.20240618,1.2220098
volume_sn_voxels_feature_20,1.1113089,0.39438736,-1.6473392,-0.0599648,0.43073642
volume_sn_voxels_feature_21,1.1069132,1.4287636,-1.4061317,-0.6993807,0.12097861
volume_sn_voxels_feature_22,0.877139,1.4133971,-1.1764133,-0.9325619,-0.10091004
volume_sn_voxels_feature_23,0.8154561,1.6060095,-1.0909858,-1.4362564,-0.36046565
volume_sn_voxels_feature_24,0.844423,1.2429148,-1.0954075,-0.95339334,-0.33365327
volume_sn_voxels_feature_25,0.68999773,-1.255644,-0.4149202,-0.84760994,0.073381536
volume_sn_voxels_feature_26,0.91299784,-0.20978315,-0.9498394,0.27343953,0.74922097
volume_sn_voxels_feature_27,0.7126727,1.7935143,-0.93298376,-1.3108597,-0.35650295
volume_sn_voxels_feature_28,0.8512936,1.5348797,-0.9469726,-1.3128151,-0.2575155
volume_sn_voxels_feature_29,0.6413195,1.8481452,-0.8635484,-1.3401192,-0.41422454
volume_sn_voxels_feature_30,0.76870537,1.5959603,-1.1106417,-1.1971291,-0.40775165
volume_sn_voxels_feature_31,0.63224745,1.6111553,-0.8327723,-1.0151384,-0.55432737
volume_sn_voxels_feature_32,0.49622577,1.7426798,-0.806465,-1.3102261,-0.42271698
volume_sn_voxels_feature_33,0.80339795,1.570188,-0.7309005,-1.4269863,-0.3783579
volume_sn_voxels_feature_34,0.6275703,-0.49155,-1.7219374,-0.19418545,1.0188694
