Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4
rigidity_left,-0.16252656,-0.1032948,-0.14313342,0.3733298,0.048486535
rigidity_right,0.17503415,-0.09197218,0.025933957,0.03831093,-0.23217031
tremor_rest_left,-0.25285912,0.08609948,0.06264202,-0.003142871,0.085600935
tremor_rest_right,0.052175365,0.049233615,-0.029398577,-0.09195795,-0.037277445
tremor_postural_left,-0.20592467,-0.1959856,-0.18552488,0.08670115,-0.11603485
tremor_postural_right,0.43979242,0.057095483,0.055231523,0.12902948,-0.08476752
bradykinesia_speed_left,-0.055732653,-0.08054631,0.016015887,-0.04852408,0.07703012
bradykinesia_speed_right,0.15530722,0.07220582,0.044037983,-0.055874903,0.17425723
bradykinesia_amplitude_left,0.11588567,0.24916777,0.06514425,-0.039698597,0.29812285
bradykinesia_amplitude_right,-0.045370057,0.017902596,-0.08363856,0.14570002,-0.010742236
bradykinesia_rhythm_left,0.12660219,-0.0957996,0.015130424,0.13443686,0.10080844
bradykinesia_rhythm_right,0.29794464,0.31772554,-0.02197052,0.064245835,0.20242034
mirrormovement_left,0.47013262,-2.0538769,0.1351018,0.14458889,-0.17348503
mirrormovement_right,0.096053086,-0.41976565,-0.16379136,-0.089467146,0.08995563
