Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4
volume_sn_voxels::v0,0.52387863,0.021541592,1.3755475,0.40770102,-3.9749067
volume_sn_voxels::v1,-0.3580842,1.9469949,-0.6884888,0.27501383,0.4465245
volume_sn_voxels::v2,0.23905379,-2.6518474,-0.464437,0.32757503,-2.295057
volume_sn_voxels::v3,-0.8464548,-3.2884567,0.3818729,0.4534467,1.9007761
volume_sn_voxels::v4,-0.37005505,10.796993,-1.8233514,0.5871686,-3.6348298
volume_sn_voxels::v5,-0.4075111,8.621001,1.339716,0.7492895,-1.601902
volume_sn_voxels::v6,1.0979137,-6.346486,1.910856,0.61021674,4.267829
volume_sn_voxels::v7,-0.062444318,0.34709123,-1.3572443,0.6353524,-1.7834556
volume_sn_voxels::v8,0.18336453,-2.5523782,-0.7810492,0.744379,-3.1072311
volume_sn_voxels::v9,-1.437366,-0.35664865,0.22464061,0.46919385,-4.515559
volume_sn_voxels::v10,0.20824929,0.92481464,2.3436456,0.46814287,-6.1671286
volume_sn_voxels::v11,1.665327,3.208178,0.4985695,0.41447896,-0.6097443
volume_sn_voxels::v12,2.0018392,-2.324895,-0.7946143,0.46397755,-7.072405
volume_sn_voxels::v13,1.0446652,-4.7154818,-1.232801,0.5833494,-3.5192535
volume_sn_voxels::v14,-0.9994212,7.220982,0.8135566,0.7893316,0.3100746
volume_sn_voxels::v15,-0.8167753,2.996635,-0.1931902,0.97305125,-3.1780913
volume_sn_voxels::v16,0.18244791,-6.5284452,-2.260304,0.6962972,1.5176375
volume_sn_voxels::v17,0.48202482,-2.6377392,-1.1925524,0.65033066,-3.3416948
volume_sn_voxels::v18,-0.9148384,3.8581402,-0.5686617,0.80318815,2.1748586
volume_sn_voxels::v19,0.32999396,-2.331765,-1.2635356,0.42211217,-0.0293031
volume_sn_voxels::v20,0.95516044,4.8774323,0.69449127,0.8551624,-2.4231994
volume_sn_voxels::v21,0.74956,0.10683573,0.6214605,0.8391903,-0.6753373
volume_sn_voxels::v22,-0.899651,4.477108,-1.3389663,0.8394696,-4.4646993
volume_sn_voxels::v23,-0.36872378,-1.1355703,-0.37636837,0.9370253,-0.5858519
volume_sn_voxels::v24,0.10102049,2.5940042,-1.6894021,0.9622633,-2.5675757
volume_sn_voxels::v25,-0.9280021,4.693352,0.9657738,0.75203806,-4.051959
volume_sn_voxels::v26,0.35589257,4.9092155,-0.13446619,0.8304367,-5.6147494
volume_sn_voxels::v27,1.2551235,-1.8834987,2.4165037,0.9987746,-2.610104
volume_sn_voxels::v28,-0.18408632,1.5416219,0.6750098,0.91399425,-1.173568
volume_sn_voxels::v29,-0.5290109,1.7897757,0.2934353,0.9773422,1.2585231
volume_sn_voxels::v30,2.142378,-7.5433874,1.3711648,0.79185545,-3.4713364
volume_sn_voxels::v31,-0.1786524,-4.708322,-1.2644024,0.91090155,0.6350078
volume_sn_voxels::v32,0.42114863,-2.5132823,-1.2206479,0.78612554,-3.6684687
volume_sn_voxels::v33,-1.9123236,-0.67871857,0.37719563,0.9301414,1.8388791
volume_sn_voxels::v34,2.2974327,0.5776915,-1.7349943,1.0254633,0.17193067
volume_sn_voxels::v35,-3.8274157,1.9456439,-0.08885897,0.7916587,-1.1533455
volume_sn_voxels::v36,0.18207958,2.7092733,0.9196066,0.51979816,-0.5889234
volume_sn_voxels::v37,-0.8435406,5.4540057,2.2813983,1.1310725,-0.5985304
volume_sn_voxels::v38,-1.3192527,1.653789,-1.5945032,0.9437704,-0.16740893
volume_sn_voxels::v39,-0.93101436,1.6022531,-1.7975459,1.2152791,5.156537
volume_sn_voxels::v40,0.22079575,-0.98118675,2.484278,1.0513989,-3.099902
volume_sn_voxels::v41,-0.96861076,0.9101364,-1.2321948,0.6097403,0.7292403
volume_sn_voxels::v42,-0.11926803,2.384629,0.06261614,0.8443374,-1.0879215
volume_sn_voxels::v43,0.8731318,-1.6963074,-0.69376963,1.0295372,0.7371462
volume_sn_voxels::v44,-0.2160716,3.206921,2.6704416,0.939125,0.46808335
volume_sn_voxels::v45,0.18173325,2.458771,0.15916556,1.3320986,1.0588644
volume_sn_voxels::v46,2.0415666,2.869085,0.12154127,0.86848044,0.60825056
volume_sn_voxels::v47,-1.0423734,0.528187,1.7572229,0.95929015,-0.011468961
volume_sn_voxels::v48,-0.86943173,-4.1240735,-1.2125239,0.57321787,4.023799
volume_sn_voxels::v49,-2.9303179,-2.134697,1.6620827,0.6642016,0.003956234
volume_sn_voxels::v50,-2.1072426,-2.0554597,-0.10932941,1.0908422,-1.3666853
volume_sn_voxels::v51,2.1448624,-1.5512987,0.44927335,1.0282127,-0.08091488
volume_sn_voxels::v52,-1.5862076,-0.21150689,1.3330697,0.8437713,2.2223463
volume_sn_voxels::v53,0.20299815,8.316059,1.7157108,1.2121574,1.1410661
volume_sn_voxels::v54,-0.27945966,5.694265,1.4395874,0.74735105,-0.7358482
volume_sn_voxels::v55,-2.3067644,-1.054749,0.2611192,0.80349815,2.2824407
volume_sn_voxels::v56,-0.8466131,2.3830314,0.29515892,1.0365387,-1.3467572
volume_sn_voxels::v57,-0.56692463,1.2976569,-0.80144924,1.0170404,4.7983184
volume_sn_voxels::v58,0.32135293,-3.608506,-0.9977506,0.58192927,3.1388113
volume_sn_voxels::v59,-0.7998173,-4.010035,2.087685,0.13359307,1.9074533
volume_sn_voxels::v60,1.3516552,-5.2117662,0.763951,0.5395941,-1.8660464
volume_sn_voxels::v61,0.082009904,-3.7352262,-3.2701006,0.43766966,0.72489023
volume_sn_voxels::v62,0.6940676,-1.7011688,-1.6806598,0.56851435,0.87370217
volume_sn_voxels::v63,-0.66019195,4.5607166,0.4316039,0.45262435,-2.9659958
volume_sn_voxels::v64,-1.4739043,-0.43261075,1.3097948,0.3835006,-0.42023778
volume_sn_voxels::v65,-1.7211269,2.6170173,0.20626044,0.54626215,1.8628612
volume_sn_voxels::v66,1.2279087,-2.4938684,0.097578704,0.97711545,0.1375902
volume_sn_voxels::v67,-0.8259701,0.36093155,1.0992014,0.761403,-5.6966295
volume_sn_voxels::v68,-0.40410683,-3.5968156,-2.0967834,0.8699174,-3.8544257
volume_sn_voxels::v69,0.49070033,-5.1266065,0.34933558,0.6625435,0.085597746
volume_sn_voxels::v70,1.0880724,-1.820143,1.2084595,0.48895591,3.093281
volume_sn_voxels::v71,1.3011013,8.67558,1.9254667,0.6959822,3.0643823
volume_sn_voxels::v72,-0.33308756,-0.90125555,0.82181036,0.9456623,-2.6007202
volume_sn_voxels::v73,-0.122468874,1.0631888,-0.5923094,0.8098435,-1.0303979
volume_sn_voxels::v74,-0.46419033,3.0427263,2.175341,0.77633727,0.4994932
volume_sn_voxels::v75,-0.24164131,-0.26548037,-0.5040731,0.6245811,3.8048418
volume_sn_voxels::v76,0.63298684,5.0323315,2.724297,0.6696852,3.076342
volume_sn_voxels::v77,-0.45876786,-1.3786832,4.2587285,0.79203105,1.2870746
volume_sn_voxels::v78,1.0262371,1.998481,-1.0968419,1.023286,-2.018917
volume_sn_voxels::v79,1.0380874,-3.1753323,0.5299573,0.97010607,-0.093085654
volume_sn_voxels::v80,-1.0559142,6.4595113,0.44748864,0.6841366,2.3303258
volume_sn_voxels::v81,-0.7747763,3.264421,0.0045038667,0.7318191,1.0268655
volume_sn_voxels::v82,1.2623622,4.609852,1.7718074,0.93226093,-4.0052137
volume_sn_voxels::v83,-1.7376771,3.3794405,-0.7542963,0.9824745,-6.9399033
volume_sn_voxels::v84,0.19308032,-2.5041058,2.0119991,1.0512768,-6.6044846
volume_sn_voxels::v85,1.193555,-6.5106316,-0.25297964,1.057722,-2.4698992
volume_sn_voxels::v86,-0.49813187,2.9099524,1.5062046,1.1792135,-0.7895585
volume_sn_voxels::v87,0.71421695,-9.27961,-0.49092337,0.7488913,0.8768219
volume_sn_voxels::v88,0.65501815,2.2211466,1.928502,1.012664,-3.2728143
volume_sn_voxels::v89,1.3289647,-3.2101133,-0.99397343,1.232805,-3.1299567
volume_sn_voxels::v90,-0.53139246,-0.47211403,-1.8227533,1.0490444,4.4220204
volume_sn_voxels::v91,-1.0705042,-2.312642,-0.0071658026,1.1546551,2.6093562
volume_sn_voxels::v92,0.6965042,1.0537386,-0.66775745,1.4666592,3.442441
volume_sn_voxels::v93,-1.0420766,-8.674757,2.3612936,1.1588067,0.52578694
