Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4
volume_sn_voxels::v0,-4.297239,-2.700933,-71.86023,-0.44591835,-0.027905468
volume_sn_voxels::v1,-4.2403674,-1.3347125,-110.642815,-0.57252866,-0.047067516
volume_sn_voxels::v2,-3.403379,-2.0896,-59.998405,-0.35168654,-0.18256791
volume_sn_voxels::v3,-3.4746516,-0.37106118,-25.670134,-0.39514947,-0.19839974
volume_sn_voxels::v4,-5.030357,2.013793,-104.28721,-0.65781736,-0.05078472
volume_sn_voxels::v5,-5.742277,3.7192843,-32.518795,-0.44331044,-0.115398146
volume_sn_voxels::v6,-4.9967513,1.7789346,-6.838175,-0.40814197,-0.20801494
volume_sn_voxels::v7,-3.9271464,1.7741812,-48.498615,-0.59636736,-0.26475024
volume_sn_voxels::v8,-3.1563327,-5.3056974,-53.750996,-0.6556967,-0.18220302
volume_sn_voxels::v9,-4.745659,-2.2550054,-0.32699645,-0.37531587,-0.39612505
volume_sn_voxels::v10,-4.8979454,0.18471299,15.039075,-0.20454538,-0.3146198
volume_sn_voxels::v11,-7.280914,-3.272799,-5.4663715,-0.3097733,-0.25832167
volume_sn_voxels::v12,-3.1122596,3.441352,2.835043,-0.4424398,-0.37699458
volume_sn_voxels::v13,-5.120621,-4.907485,-27.664112,-0.5056852,-0.44772378
volume_sn_voxels::v14,-5.0902863,0.96479434,-25.067104,-0.48883846,-0.3266098
volume_sn_voxels::v15,-3.26474,1.7660412,-47.745216,-0.6680988,-0.19679087
volume_sn_voxels::v16,-1.4583143,0.47181207,2.4720128,-0.53070045,-0.20136507
volume_sn_voxels::v17,-5.440894,-0.43827847,18.812115,-0.5171977,-0.24279927
volume_sn_voxels::v18,-4.7052665,-0.8569164,23.455244,-0.3805668,-0.33766463
volume_sn_voxels::v19,-4.8980455,2.220357,-4.6312985,-0.47404668,-0.23915398
volume_sn_voxels::v20,-6.4584465,-2.0452137,-3.1313748,-0.4150119,-0.6300143
volume_sn_voxels::v21,-6.655397,-0.015490766,18.933355,-0.59480023,-0.490703
volume_sn_voxels::v22,-3.882416,0.88918084,-3.1230505,-0.52483106,-0.47491354
volume_sn_voxels::v23,-3.456522,-3.8516235,-40.81926,-0.5235046,-0.35274974
volume_sn_voxels::v24,-2.7417696,2.4253962,-23.50891,-0.6680658,-0.24151419
volume_sn_voxels::v25,0.7349642,-5.7521515,1.112768,-0.44721714,-0.35337448
volume_sn_voxels::v26,-1.7505231,0.9613273,28.789156,-0.3706498,-0.3855263
volume_sn_voxels::v27,-3.2021854,-0.7246492,14.739431,-0.36092478,-0.36290812
volume_sn_voxels::v28,-4.606841,-1.0026078,24.698591,-0.39604563,-0.53041595
volume_sn_voxels::v29,-5.802718,3.8874419,9.247534,-0.5179476,-0.4753453
volume_sn_voxels::v30,-7.1451893,0.55082184,-53.044224,-0.62557185,-0.48533627
volume_sn_voxels::v31,-4.9740424,-1.1657879,-35.39044,-0.5815523,-0.65380895
volume_sn_voxels::v32,-1.412713,4.962882,2.8683364,-0.4983523,-0.37466055
volume_sn_voxels::v33,-0.55979186,-2.378062,-55.03693,-0.61355186,-0.21130922
volume_sn_voxels::v34,-4.535276,0.7243568,-38.869892,-0.5283768,-0.38915747
volume_sn_voxels::v35,-1.5291092,0.5635259,14.106979,-0.30828816,-0.60019284
volume_sn_voxels::v36,-5.092146,1.8856297,-14.009599,-0.60408056,-0.24110928
volume_sn_voxels::v37,-4.055144,-1.0092949,-32.781887,-0.59620315,-0.5351556
volume_sn_voxels::v38,-2.910116,6.188709,-14.64435,-0.45563984,-0.5867808
volume_sn_voxels::v39,-5.3931746,-1.042383,-10.978323,-0.5908512,-0.61104506
volume_sn_voxels::v40,-3.9040878,-0.91749454,-39.451622,-0.60215724,-0.4329931
volume_sn_voxels::v41,-0.7370004,-2.863714,-23.218565,-0.5309871,-0.43166724
volume_sn_voxels::v42,-1.5706991,1.1772537,-22.723967,-0.517737,-0.38853577
volume_sn_voxels::v43,-1.6031389,0.58572495,-23.996841,-0.61415905,-0.4729276
volume_sn_voxels::v44,-0.6392486,-3.5197198,-11.912143,-0.66588545,-0.60324
volume_sn_voxels::v45,-3.2557871,-2.0360324,-41.06849,-0.66400784,-0.41259316
volume_sn_voxels::v46,-4.1832047,-3.5270102,-9.436226,-0.37092155,-0.51313055
volume_sn_voxels::v47,-2.5631878,-1.782177,10.055036,-0.50200385,-0.40105668
volume_sn_voxels::v48,0.7362395,-0.9115478,-60.749454,-0.5637379,-0.44185698
volume_sn_voxels::v49,-1.57299,-2.0297046,-32.216354,-0.50272214,-0.3515663
volume_sn_voxels::v50,-1.2041553,0.73054177,-32.11936,-0.63182664,-0.42174864
volume_sn_voxels::v51,-2.7845206,-3.2253659,-37.020233,-0.5718385,-0.7269469
volume_sn_voxels::v52,-3.3431466,-1.7927871,-25.883905,-0.5231029,-0.4104898
volume_sn_voxels::v53,-2.7485917,-0.42090064,-13.517569,-0.63935363,-0.0811949
volume_sn_voxels::v54,-0.19279055,-3.759616,-47.438614,-0.5995075,-0.269066
volume_sn_voxels::v55,-1.6598867,-0.8322956,-14.030453,-0.5564954,-0.40303788
volume_sn_voxels::v56,-4.5548415,1.8486059,-16.647255,-0.7024496,-0.28739753
volume_sn_voxels::v57,-4.405429,-2.198814,-50.639984,-0.6318966,-0.2505823
volume_sn_voxels::v58,1.4919715,0.07441214,-32.90048,-0.4364784,0.06152959
volume_sn_voxels::v59,2.0343678,3.0180368,-66.51698,-0.38612822,0.07356109
volume_sn_voxels::v60,-2.3466566,-1.9744947,-69.98373,-0.5530122,0.23722488
volume_sn_voxels::v61,4.6846237,0.027737724,-83.437874,-0.38640663,0.4022068
