Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19
volume_sn_voxels::v0,-1.6188341,0.3435063,1.19501,0.9304261,0.9639448,1.2230536,-1.763447,-0.5967328,0.5680958,1.1953524,-0.8949283,-1.0934863,-0.09725821,0.15470314,-0.02578949,-0.5917011,-0.97667176,0.0051319366,0.6488696,-0.3436096
volume_sn_voxels::v1,-0.94895947,0.078200705,0.99164313,1.0302309,0.6992061,1.3522891,-1.7624421,-0.30051118,-0.018750692,1.6839038,-1.0209756,-0.2548353,0.41014266,0.25693744,0.09157172,-0.42786765,-1.0425582,0.6549299,0.25682777,-0.27988893
volume_sn_voxels::v2,-0.9947698,0.25103992,1.0053604,0.87984335,1.3277237,1.4479872,-2.0123875,-0.59094733,0.9070162,0.6778663,-0.7040713,-0.88133377,-0.034093555,0.5183611,0.17496386,-0.6958275,0.11411185,-0.24294306,0.6760216,-0.2370648
volume_sn_voxels::v3,-1.1582849,0.72044677,1.5003414,0.93836737,1.1127498,1.24191,-2.3485055,-0.010161056,0.6570014,1.5464402,-1.0332212,-0.852592,0.017476572,0.39195925,0.37804094,-0.3266892,-0.5159417,0.07560602,0.726837,-0.34747186
volume_sn_voxels::v4,-0.7508977,0.47315317,1.6193196,0.901898,0.5463047,1.3039247,-1.6041448,0.013527789,0.1750071,1.3033518,-0.87552553,0.02841168,-0.12459067,0.19796401,0.26268598,0.1768993,-0.9520901,0.6403625,-0.15822344,0.16509357
volume_sn_voxels::v5,-1.1545957,-0.10769675,1.2225392,0.61203843,1.3119918,1.0197918,-1.5222833,-0.88193923,0.3504789,-0.6830593,-0.3425076,-1.0719218,-0.42869696,0.6497579,0.4838904,-0.620624,0.83350253,-0.5160282,0.47313645,0.1611389
volume_sn_voxels::v6,-1.1880345,0.2672534,1.5055579,0.6241472,1.273328,1.0380685,-1.9927135,-0.45463806,0.7896491,0.56961465,-0.7545618,-0.9935259,-0.39916447,0.444641,0.6793994,-0.4748878,0.73145133,-0.21535236,0.51789796,0.021484671
volume_sn_voxels::v7,-1.2217419,0.64983976,1.2048695,0.95500445,1.2961372,1.2086526,-1.7609564,-0.168883,0.32519907,1.2756447,-0.8371278,-0.6631372,-0.55441314,0.35113743,0.6141157,-0.14883068,0.5621514,0.108022496,0.16938935,-0.06628942
volume_sn_voxels::v8,-0.75911766,1.0405265,1.734265,1.229301,0.62223727,1.1719539,-1.5895592,0.3641053,0.03248978,1.0901371,-0.84008926,0.17588879,-0.12060054,0.30549043,0.3354603,0.357109,-0.15710029,0.54675674,-0.36648256,0.2871654
volume_sn_voxels::v9,-0.7103846,0.051561218,0.78044933,0.029945653,1.5201322,0.19075415,-1.3477762,0.3666263,0.24157426,-1.022242,0.068131626,-0.9682763,-0.052250803,0.43639237,-0.2350368,0.027142083,1.1680453,-0.5547236,0.95524,-0.16202444
volume_sn_voxels::v10,-1.1804719,-0.12310088,0.98060405,0.14812143,1.5064331,0.5874937,-1.8549521,-0.24875058,0.77182585,-0.504506,0.09794126,-1.1535991,-0.17661904,0.53593844,0.12553324,-0.13984655,0.92501813,-0.46956033,0.74025273,-0.07534482
