Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21,Factor_22,Factor_23,Factor_24,Factor_25,Factor_26,Factor_27,Factor_28,Factor_29
volume_sn_voxels_feature_0,-0.5329178,-0.70496786,-0.4380922,-0.60131973,0.076276906,-0.2899069,-0.33389258,0.73669314,-0.2930456,-0.49654633,-1.088021,2.0831947,0.76923406,0.21151721,0.016384205,-1.1286187,-0.20506236,-0.3021349,-0.3280253,-0.3721892,-0.55113244,0.89125234,-0.9311125,0.53889817,0.029309701,1.1273102,0.97257453,-1.4728091,-0.6611086,-0.21358931
volume_sn_voxels_feature_1,-0.3182969,-0.5310702,-0.10642871,0.21274117,-0.6782839,-0.34578472,0.41621205,-0.05432361,-0.7195517,-1.4142417,-0.6525981,1.690538,0.34841368,0.15689556,0.4668716,0.015362683,0.13299912,-0.17953855,-0.89287716,-1.4211938,0.10668928,0.22290593,0.7077237,0.314515,-0.619426,0.2953298,1.369917,-0.9767082,-0.69061697,0.2597016
volume_sn_voxels_feature_2,0.36366868,-0.15089008,0.7300985,-0.384341,0.39788204,-0.16999848,0.16235341,0.4437971,0.55699646,1.2460824,-0.24675079,1.955326,0.40939644,-0.06667163,1.7308961,-0.2247327,-0.46878007,-0.55469215,-0.39850795,-0.15297446,-0.9117517,0.5563944,-0.9721323,-0.033103917,-0.12667187,0.49634418,0.05153457,-0.08454271,0.059185285,-0.2294259
volume_sn_voxels_feature_3,-0.253973,0.1686256,0.42878413,0.31519318,-0.5059384,-0.036507532,0.13993315,0.31806564,-0.032496285,1.0335696,0.26457942,1.3008835,0.16934302,-0.19288515,0.39184454,0.2697743,-0.30006242,-0.11008903,-0.3506642,-0.18777615,-0.30819324,-0.07538418,0.45268255,-0.4388254,-0.19354434,-0.24965815,0.38052216,-0.33427948,-0.027403345,-0.57615525
volume_sn_voxels_feature_4,0.88166887,0.70282376,1.0143354,0.4601198,-0.53779197,-0.68114126,0.5796541,0.04111326,0.6865904,1.6151533,1.4641362,1.2175751,-0.006743548,0.6744196,0.094143674,0.250879,-0.9413704,0.14239857,1.2115589,-0.07283987,-0.625483,-0.447534,0.4431855,-1.0555321,0.28605485,-0.3814001,-0.8075513,1.2858081,0.89036345,-0.8384332
volume_sn_voxels_feature_5,-1.102617,0.253934,1.3399582,1.0159107,-1.5099429,0.36822388,-1.348231,0.38288158,0.21311274,1.7272043,0.9091752,0.713133,0.9527915,-0.8561175,-0.47575113,-0.6729547,-0.5080718,-0.85660887,-0.68234944,0.99443376,-1.1543417,0.84646475,0.617993,-1.0195525,-0.15701137,-0.8058684,-0.29224876,-0.8998702,0.093362704,-0.18089834
volume_sn_voxels_feature_6,-1.0502057,-0.34659725,0.77857107,0.903134,-1.0112296,0.4362289,-0.275145,0.0921864,0.23874758,1.7154658,-0.5762997,1.6973106,0.25716698,-0.17694344,0.43365893,-0.6853278,0.20501518,-0.7274025,-0.25946322,0.18036216,-0.6650348,0.068422556,-0.78909194,-0.6000733,-0.5621665,0.08060491,-0.25011593,0.42861485,-0.10192809,-0.1468759
volume_sn_voxels_feature_7,0.21508671,0.06108034,0.729727,1.0572399,-1.2026243,-0.32209745,-1.4611647,0.18595552,-0.8032613,1.5953209,0.7995199,0.056764703,0.326667,-0.12028339,-0.1093411,-0.5396333,0.8033573,0.42362812,-0.99113095,0.49344125,-1.2528214,0.96934074,0.35608768,-0.2911601,0.15982758,-0.81313264,0.1517075,-0.7840865,-0.9145162,-0.88731897
volume_sn_voxels_feature_8,0.2449659,-0.33707225,-0.6442835,0.024239179,-1.1615127,-0.30009738,-0.14426608,-0.5148845,-1.3022707,1.9285351,-0.16448061,0.42087764,0.06288574,0.74805313,0.38691205,0.53683007,0.58732486,0.7415096,-0.6335514,-1.282022,-1.0140603,-0.59290457,-0.9942818,0.35527387,0.53427494,0.5850491,0.1682527,-0.5641395,0.315478,-0.9047255
volume_sn_voxels_feature_9,0.81669885,-0.080924325,-1.2694263,-0.1902558,-1.2714434,0.05322547,0.19507284,-0.47325024,-1.4808782,1.427237,-0.5997911,0.39187077,0.3091937,0.18211307,-1.1089734,1.003925,0.8593179,0.78379315,0.16165476,-1.2987287,-0.36053154,-0.6531391,-1.546575,0.023429517,0.7676544,0.81088513,-0.2595147,0.46837118,0.29511097,-0.035351485
