Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21,Factor_22,Factor_23,Factor_24,Factor_25,Factor_26,Factor_27,Factor_28,Factor_29
rigidity_left,0.09868511,0.1522577,0.08446373,0.027915979,0.16015771,-0.41961548,0.2494916,0.49016747,0.31560886,-0.097867996,0.23225066,-0.02664482,-0.008151167,0.118606724,0.11681327,-0.09978467,0.63154894,0.07926919,-0.12187767,-0.16188334,0.15954614,-0.26884675,-0.18213868,-0.14588736,0.15359129,-0.15557815,0.27391687,-0.037654553,0.1780404,0.8271659
rigidity_right,0.107054465,-0.30257103,0.4455857,-0.43749976,0.09280941,-0.14509825,0.20988782,-0.3867472,-0.34136686,-0.07474221,-0.5692012,-0.3576296,-0.23317246,0.008055096,0.14890157,0.022465196,-0.17355661,0.37447,-0.45763096,-0.091630496,-0.44225782,-0.07565099,-0.17532438,-0.37980545,0.33627048,0.017098093,0.005263457,-0.14127137,0.29856965,-0.11880221
tremor_rest_left,0.1079417,-0.22020862,-0.02969268,0.23643152,0.15687963,-0.50854474,0.23521455,-0.0045842016,0.17785141,-0.31475565,-0.13923496,-0.033595607,-0.30002588,0.15365292,-0.77484393,0.027852133,0.51715124,-0.0086229695,-0.0581535,-0.15825841,-0.103913926,-0.03805927,-0.37638146,-0.092014164,-0.25737074,-0.0010754135,-0.344063,0.121775076,-0.036277615,-0.23657876
tremor_rest_right,-0.0055673574,0.32154506,0.10418695,-0.028616343,0.18891796,-0.0046829944,-0.29744366,0.14424601,0.4311192,0.14274843,0.09045689,0.11194028,0.084754825,-0.23088999,-0.36038673,0.013630182,-0.079383805,0.02962859,0.52699137,0.14676642,-0.21139243,0.16278547,0.075856395,0.45174542,0.010825402,0.25505725,0.28782678,0.39889553,-0.039526753,-0.5965801
tremor_postural_left,-0.18922801,-0.19325395,0.21154785,-0.13577308,0.57869923,0.38570684,-0.17946121,0.58776075,-0.10733937,0.03580812,0.034355763,-0.2484573,0.045884147,0.063483715,0.16949998,-0.29271227,-0.29379764,0.19102962,0.12972909,-0.15760846,0.5081584,0.2612921,-0.56865686,0.12483586,0.14197086,-0.07608976,-0.19006619,0.514979,0.69632006,-0.03865001
tremor_postural_right,-0.34254748,0.11482472,0.004741687,-0.26256642,-0.131792,0.09080729,0.23980324,-0.22577631,0.6129447,-0.3506525,0.40099332,-0.10925226,-0.22354478,0.020852687,0.018526252,-0.005269388,-0.21472898,-0.2563174,-0.13062201,0.21391286,-0.3969535,0.21340601,-0.11109703,0.514688,-0.0069169938,0.03728352,-0.5902711,-0.409581,-0.13759132,-0.15104043
bradykinesia_speed_left,-0.19074084,0.4619249,-0.40105855,9.1986774e-05,0.20855567,-0.09588319,-0.07104596,0.31414104,-0.4017858,-0.09260078,-0.1540795,0.114540406,0.11219529,0.22279751,-0.39991155,0.31941798,-0.03955683,0.3742867,0.52356845,0.21535134,0.384521,-0.020126501,-0.22094803,0.24825825,0.16042942,-0.21822806,-0.054201923,0.47890845,-0.22501329,0.49941206
bradykinesia_speed_right,0.21575388,-0.24655508,-0.08072986,-0.044108573,0.24319597,-0.122368984,0.0019020236,-0.31395212,0.022003377,0.16083266,0.16379572,0.17779516,0.102807984,0.5905581,-0.090977974,0.121226296,0.20453174,0.012686156,0.19254678,0.45532733,-0.05415625,0.33872205,-0.07310878,-0.08958241,0.0985331,-0.13038419,-0.31160945,-0.25116962,-0.69645983,-0.07333065
bradykinesia_amplitude_left,-0.39884952,0.54275525,0.05387783,0.27834362,-0.4829293,-0.2317246,-0.14991842,-0.06161563,0.16535284,-0.008829465,0.6396913,0.12452933,-0.43357217,-0.38279715,-0.3407595,-0.019803526,-0.5078518,0.26030812,0.0013117461,-0.2319562,0.2670313,0.03700913,-0.0937973,-0.0037329951,0.06624311,-0.11551456,0.2942553,-0.23504446,-0.018703321,-0.08076595
bradykinesia_amplitude_right,0.19114462,-0.24666467,0.10093436,0.19459668,0.6611853,0.15451445,0.20097905,0.15518948,0.11393981,-0.18061061,0.76728106,-0.07125415,-0.008757484,-0.1947023,0.08449868,-0.15929471,0.07260673,-0.1285513,-0.2692688,-0.25962853,-0.16258594,0.101333484,0.0068445923,0.3138355,0.096317895,-0.15694936,-0.30290714,-0.06983045,-0.10111068,-0.13933627
bradykinesia_rhythm_left,0.09691055,-0.13199793,0.02862091,-0.05652285,0.0822339,0.5121647,0.30359533,-0.29582587,-0.09484183,-0.01487359,-0.20902121,0.359537,-0.36124575,0.20602547,0.0840018,-0.18298471,-0.04869759,0.16934593,-0.40615305,-0.18309215,0.35026067,-0.031322014,-0.16933462,0.24225603,0.19949378,-0.13956133,0.20240419,-0.15795451,0.39263836,0.36644506
bradykinesia_rhythm_right,0.23109707,0.34150842,-0.44039205,0.309513,0.3810184,0.2519788,0.34428808,-0.098289035,0.10679778,0.3487675,-0.2877182,-0.08123713,0.023470005,0.11232494,0.04604728,0.20424324,0.01729252,-0.1429334,-0.06789299,0.3231726,0.013064072,-0.47544774,0.048956733,0.04978052,0.73491114,-0.04481156,0.13774376,0.4624019,0.29190665,-0.2387537
mirrormovement_left,0.064475276,-0.4221707,0.12938033,0.18161432,0.13162953,0.5942782,0.12095782,-1.1728616,-0.047593143,0.2197333,0.3540017,-0.26264384,0.16070063,-0.12386152,1.0206332,-0.1657171,0.00456156,0.19642557,0.22236212,-0.5289534,-0.11004593,-0.0031100486,0.25113896,0.0064711557,-0.22944604,0.67356986,-1.8541166,-0.21934402,-0.29610538,-0.04860358
mirrormovement_right,0.13658604,0.9470325,-0.27189764,0.6157343,-0.42061895,-0.25817332,-0.051850352,-0.0388649,-0.14363569,0.2386272,0.16036232,0.18773326,-0.5910852,0.3431798,-0.282889,-0.053354096,-0.07594139,0.6883233,0.13483483,-0.007922531,-0.08841876,0.26069087,0.56907845,-0.3042866,-0.11109291,0.57582265,0.34764627,-0.038540963,-0.29344094,0.79119545
