Subject_ID,Factor_1,Factor_2
Subject_1,-1.250783,0.15231559
Subject_2,0.4456154,1.3268689
Subject_3,-0.5255619,-0.6862965
Subject_4,-1.2510843,0.46584174
Subject_5,0.7850795,0.32388118
Subject_6,-0.9517517,-0.66894686
Subject_7,-1.2221819,-1.0205516
Subject_8,0.25814974,0.5868246
Subject_9,-0.35882753,2.531641
Subject_10,-0.597515,0.5548212
Subject_11,0.5747347,-1.6399606
Subject_12,3.2083573,-0.77333575
Subject_13,0.5094141,2.9828415
Subject_14,-0.8426288,-1.2806739
Subject_15,-0.6825303,-1.3568252
Subject_16,-1.9470736,-0.46473116
Subject_17,1.9815418,-0.5847939
Subject_18,4.4942675,-1.0024345
Subject_19,2.4023585,-1.1419601
Subject_20,0.4139646,1.0560702
Subject_21,0.15210664,-1.693769
Subject_22,-0.81988525,1.6897347
Subject_23,2.1354847,-2.2555285
Subject_24,0.2686491,0.80067295
Subject_25,1.7075777,2.01942
Subject_26,-0.5550541,-0.9456194
Subject_27,-0.15860592,2.0518596
Subject_28,-0.68327737,-1.6144025
Subject_29,-0.51853395,0.43449703
Subject_30,-0.586212,1.6984109
Subject_31,-0.366707,1.1056343
Subject_32,1.149332,-0.49845797
Subject_33,-0.2520918,-1.0847819
Subject_34,1.5970142,-1.9545388
Subject_35,-0.62691253,-0.9870501
Subject_36,1.0903163,1.0097682
Subject_37,-0.57182956,0.48871338
Subject_38,0.781818,1.7851905
Subject_39,0.99949324,-0.78701633
Subject_40,0.1389446,0.4231675
Subject_41,-0.2730572,1.2678336
Subject_42,-0.23846675,1.806999
Subject_43,0.31887457,0.8002778
Subject_44,1.6328721,1.0643517
Subject_45,0.079455286,0.903076
Subject_46,0.21843125,1.8179444
Subject_47,-0.13468187,-0.38237622
Subject_48,0.12780967,1.3124074
Subject_49,0.06719672,0.72009623
Subject_50,-0.41573393,-3.400037
Subject_51,-1.0686027,-1.7322986
Subject_52,-0.36286038,0.5364483
Subject_53,-0.6984781,-0.98195744
Subject_54,-0.74065876,-1.9623021
Subject_55,1.9889499,2.977871
Subject_56,0.22763662,-0.86307377
Subject_57,-0.3392126,-1.266328
Subject_58,0.0613464,2.4221492
Subject_59,-0.09752927,-0.74594456
Subject_60,0.16276471,-0.0843065
Subject_61,0.23992956,0.980595
Subject_62,1.4842833,-1.8434412
Subject_63,-0.5587719,-0.05290658
Subject_64,-0.103074096,1.2552329
Subject_65,2.2363296,-0.5448745
Subject_66,-0.85352826,-1.9959506
Subject_67,-1.402162,-0.12282549
Subject_68,-0.45608944,-1.9288931
Subject_69,2.015547,0.4938612
Subject_70,-1.01333,0.4397059
Subject_71,-1.3497306,-0.052624207
Subject_72,-0.29115784,0.8902579
Subject_73,-1.3032312,-0.5614214
Subject_74,0.115894854,0.8267514
Subject_75,0.24227275,0.965588
Subject_76,-0.17344972,1.450036
Subject_77,0.1401447,1.5017177
Subject_78,-0.3766472,-0.36476454
Subject_79,0.20958057,-2.2471786
Subject_80,0.6057482,2.6952305
Subject_81,-2.6060727,-1.6806237
Subject_82,-0.5087297,-0.78904235
Subject_83,-0.2872139,-1.3910764
Subject_84,1.1101611,0.5296789
Subject_85,0.26395845,2.5949464
Subject_86,0.6461559,-0.47334167
