Subject_ID,Factor_1,Factor_2,Factor_3,Factor_4
Subject_1,-0.043278195,0.25784236,-0.09257891,-0.29544735
Subject_2,-0.8822557,-0.53747267,-1.1036988,1.1277245
Subject_3,0.4022944,0.7640716,0.33211213,-0.28353855
Subject_4,-2.1125944,-0.18780074,0.66576105,-0.613219
Subject_5,0.562645,0.80047417,2.027801,-2.304059
Subject_6,-0.41807428,-0.38578233,-0.37531346,-0.6112289
Subject_7,-1.298106,-1.2607168,-0.14786354,-0.9287614
Subject_8,-1.8154796,-0.93614125,0.27463114,0.80512613
Subject_9,0.8722754,-0.14478165,-0.48353598,0.9541081
Subject_10,1.0265313,-0.5755384,-0.5541912,-0.43760607
Subject_11,0.11774982,-1.412903,0.22076757,0.4571803
Subject_12,-0.50344074,-0.8587207,-1.0418092,-0.75952363
Subject_13,0.37074184,0.19324778,-0.20255972,0.7780511
Subject_14,-1.624775,1.247881,0.8739901,2.1835215
Subject_15,1.6313133,-0.37283847,0.5914682,-0.59430206
Subject_16,-0.25959912,-0.788441,-2.0909088,1.2439094
Subject_17,0.07935007,0.28102168,0.3861761,-0.78843236
Subject_18,-0.2527807,-1.3097899,-1.7479879,0.23013446
Subject_19,-0.15187037,1.5330772,-1.2506275,-1.4478034
Subject_20,1.6666905,1.0024091,-0.5329495,0.35503623
Subject_21,1.4444366,-1.1500398,-0.06656507,0.41973323
Subject_22,-0.59595865,-0.43885592,0.71609116,-0.21899128
Subject_23,-2.4334083,-1.5309005,-0.2893449,-0.1934256
Subject_24,0.045610033,0.08906521,-0.56710875,-1.5381047
Subject_25,0.041624516,0.6517108,-0.9608766,-0.41683772
Subject_26,-2.7969246,0.38237682,0.036025546,0.098362416
Subject_27,1.1463381,-0.7963638,0.63017875,-1.1201309
Subject_28,1.2166926,-1.5751967,-0.6908496,0.56412977
Subject_29,0.49954432,-0.64275044,0.7697928,1.2364293
Subject_30,0.04570015,0.28692114,1.715395,-0.30792737
Subject_31,0.021148073,-0.32090223,-1.3247173,1.304439
Subject_32,-0.15354528,0.26773703,0.53146833,0.5538196
Subject_33,0.35081226,-0.5325967,-0.2377221,-0.681299
Subject_34,0.12115728,0.27329296,-0.75748366,0.0072572553
Subject_35,-0.7802284,-0.3905898,-1.2182394,0.47863236
Subject_36,-1.7602639,-0.75435567,-0.09075705,0.044837933
Subject_37,0.0008747916,0.08639865,-0.25172746,0.6110783
Subject_38,1.785645,0.9485057,0.28157476,-0.07616104
Subject_39,-0.0057681305,0.9971277,1.3137723,-1.8922502
Subject_40,-1.6122303,-0.5254315,-0.2545411,1.0462234
Subject_41,0.09020321,0.11529055,1.6272755,0.29507262
Subject_42,-0.9993972,0.4419462,-0.2528138,-1.2806125
Subject_43,0.07306732,1.0921054,-1.4381391,0.93390954
Subject_44,-0.37005076,0.6143974,-0.31938177,-0.7555187
Subject_45,-0.9909957,1.2626154,-0.19401552,-0.9955166
Subject_46,1.4549719,-0.7642173,0.011447322,1.6644517
Subject_47,-1.6200465,1.1192603,0.5001331,-1.1483496
Subject_48,0.19702597,0.27261826,1.1449043,0.8699722
Subject_49,-5.0243278,2.210667,-1.8531893,0.3073806
Subject_50,0.5599445,0.5852691,0.17924027,0.16673295
Subject_51,1.3223857,-0.4908538,-1.8664588,-1.443722
Subject_52,-0.40675157,-0.128806,-1.0616995,-1.8832439
Subject_53,-1.308744,0.08579977,0.03444364,-1.2770785
Subject_54,-0.7367249,-0.11866684,2.1393876,-0.5153059
Subject_55,0.19112456,-0.21966282,1.4073963,-0.17045435
Subject_56,0.54455125,-0.85286516,-1.1950119,1.0545329
Subject_57,0.17315838,-1.0093988,-0.29911533,-1.2653083
Subject_58,1.4440542,1.3240299,-0.21218821,-0.13159975
Subject_59,0.05590437,-0.038651392,-0.1568757,-1.4885011
Subject_60,0.008383727,0.65324676,-0.38408607,-0.937297
Subject_61,0.053512093,0.9159491,0.6349536,0.9923753
Subject_62,-0.06951284,0.95595056,0.7994042,-0.91549116
Subject_63,-0.1748125,0.22739395,0.14224966,0.6146873
Subject_64,0.029741548,1.5996948,0.28365108,0.31926408
Subject_65,-0.22568022,-1.0557292,-0.20892423,-0.41250318
Subject_66,0.4199528,-0.83108234,-0.8834202,-0.12712172
Subject_67,-1.6045471,2.1817884,-0.84467196,-1.6510243
Subject_68,-1.4931016,0.99901664,1.2394258,0.874835
Subject_69,-0.99019796,-1.1624811,-1.0256736,-0.7499447
Subject_70,0.30764645,0.57373905,0.762222,-0.52589077
Subject_71,0.012280913,-0.5650177,3.1081395,0.12788484
Subject_72,-0.061154228,-1.6409951,0.016015979,2.1811182
Subject_73,-0.033041064,-0.9995144,3.0064442,-0.48294923
Subject_74,2.2925978,-0.17197849,0.9223107,-0.4693165
Subject_75,-0.38924688,-0.4566088,-0.6349213,0.20235251
Subject_76,-0.34000754,-0.8611548,0.63630384,-1.0166972
Subject_77,0.043972723,0.14982654,-0.5077428,-1.4795996
Subject_78,-0.08056485,-0.852439,-1.2803612,0.44720745
Subject_79,-1.8598064,-1.10301,-0.871025,-1.6146277
Subject_80,-2.4125257,-0.46697155,-1.0634536,1.529839
Subject_81,-0.018208273,0.6920032,-2.1896033,-1.0254976
Subject_82,0.37165132,0.40850225,1.2716159,-1.244488
Subject_83,-3.8696523,0.20335035,-1.1478292,-1.5100458
Subject_84,0.7612371,1.5699903,1.4141536,0.09124882
Subject_85,0.15210779,1.8152405,-0.08326738,0.49883616
Subject_86,1.4765668,0.6313321,-0.5058545,0.6557856
