Subject_ID,Factor_1,Factor_2
Subject_1,0.112973034,0.23068334
Subject_2,0.9776588,-1.7252963
Subject_3,0.1674372,-0.6614525
Subject_4,1.7270421,-0.33351305
Subject_5,0.054437093,0.9126715
Subject_6,-1.011105,-0.42893058
Subject_7,0.29450837,1.7596424
Subject_8,0.049787115,-0.23726049
Subject_9,-0.8701456,1.0128516
Subject_10,-0.27315018,-2.7852576
Subject_11,0.02236166,-1.5698901
Subject_12,-0.89967483,-0.739865
Subject_13,1.9316248,0.74532014
Subject_14,-1.4246029,1.4851843
Subject_15,-0.4787735,0.7728349
Subject_16,-0.41247788,-0.25675872
Subject_17,-0.7507798,0.38137543
Subject_18,-3.7802567,0.5959785
Subject_19,-1.3197533,0.320051
Subject_20,-0.99956685,-0.36897516
Subject_21,-1.4766009,-1.1572952
Subject_22,0.560036,1.1934515
Subject_23,-1.2333503,-1.0530125
Subject_24,0.23947378,-0.65544605
Subject_25,1.0306965,0.39916834
Subject_26,0.3753542,-1.4712182
Subject_27,0.6197249,-0.95424664
Subject_28,-0.7646782,0.15116127
Subject_29,0.5172215,0.36109218
Subject_30,1.4549907,0.7418522
Subject_31,1.8451644,-1.5814435
Subject_32,-0.43673554,2.1696386
Subject_33,-0.38371816,-0.07591381
Subject_34,-1.0800868,-0.27718297
Subject_35,-0.5799363,-0.49891374
Subject_36,0.91859174,0.4476344
Subject_37,1.627179,0.51941866
Subject_38,1.6398696,-0.40548614
Subject_39,0.5626052,0.6390919
Subject_40,0.32544348,0.3821319
Subject_41,1.2289562,2.1748886
Subject_42,0.5692625,-0.08809944
Subject_43,0.81935585,-0.40681335
Subject_44,-1.0582613,0.8249222
Subject_45,-1.0450835,1.3296218
Subject_46,0.8847846,0.088867
Subject_47,-0.4777269,-0.8171571
Subject_48,1.1678237,-0.46309033
Subject_49,1.0665253,-0.8811835
Subject_50,-1.8852699,-1.9030762
Subject_51,-0.8161327,1.9133047
Subject_52,1.115742,-0.118253484
Subject_53,-3.2275505,-0.51113605
Subject_54,-0.8449492,-0.09348726
Subject_55,1.9664165,0.76318336
Subject_56,-1.2523996,-0.3027242
Subject_57,-0.30578503,-0.54328877
Subject_58,1.483676,0.4676465
Subject_59,-0.42333502,-1.0538082
Subject_60,-0.28416154,-2.2301795
Subject_61,-2.7440972,-0.1582609
Subject_62,-1.2870872,0.59190977
Subject_63,0.09772126,0.13373764
Subject_64,1.0582287,-0.33481613
Subject_65,-0.97661483,1.4115847
Subject_66,-1.2627782,0.36655954
Subject_67,0.7426876,0.04735394
Subject_68,-0.9551685,0.06749826
Subject_69,-2.12374,0.34111962
Subject_70,0.50915575,0.9748483
Subject_71,0.024487693,-1.3650178
Subject_72,0.5838203,0.61560607
Subject_73,-0.35003072,-0.09762435
Subject_74,0.52686685,0.038573932
Subject_75,0.5868148,-1.6690422
Subject_76,1.4326725,0.123366185
Subject_77,0.93289065,1.8782251
Subject_78,-0.124949776,-0.80898064
Subject_79,-1.5586162,0.04382035
Subject_80,2.3537207,0.042711377
Subject_81,-0.4447816,-0.70652
Subject_82,0.9388139,0.7754748
Subject_83,1.4891622,-1.2680504
Subject_84,-0.97007,0.8149072
Subject_85,1.5696014,1.2516862
Subject_86,-0.7062437,-1.8167294
