Subject_ID,Factor_1,Factor_2,Factor_3,Factor_4
Subject_1,0.3083678,0.00741725,-1.5141186,0.23778151
Subject_2,0.19656432,0.05182078,-1.0843406,-1.2624403
Subject_3,-0.66344386,-0.06976767,0.93361735,0.4699021
Subject_4,-0.24967453,1.2385476,-0.59787244,0.00092211465
Subject_5,0.62558085,0.07533825,-0.8883904,1.6496761
Subject_6,-0.6523246,-0.8716504,1.5046084,-1.3045957
Subject_7,0.5204278,-0.1442682,-1.0205857,0.2713184
Subject_8,1.5333899,-0.09210624,0.882492,0.031148082
Subject_9,-0.67837566,-0.06454478,-1.1914759,1.2221107
Subject_10,0.45843908,0.078572035,-0.22569029,0.010774101
Subject_11,-1.2437891,-0.060649898,-1.1970413,0.8669983
Subject_12,0.073556975,0.10813439,-0.79603714,0.050897386
Subject_13,-0.1885317,-0.08055714,-0.22008522,0.6627076
Subject_14,-0.51595175,-0.04519066,-1.1654108,-0.12639138
Subject_15,-0.84038097,-0.09003565,-0.3488495,1.2337798
Subject_16,0.587542,0.09284217,-0.014420309,-0.41363975
Subject_17,1.5399227,-0.1783412,-1.7071147,-1.5102489
Subject_18,-1.5292428,-0.3571215,0.20657276,-0.9329678
Subject_19,-0.731896,0.113350004,-0.5409845,-0.49455938
Subject_20,1.4015813,1.8635525,-0.1342243,-2.1305068
Subject_21,-0.15393016,0.19214675,-1.1678416,1.2428657
Subject_22,0.017794652,-0.7257722,-1.3940294,-0.04657615
Subject_23,0.432714,0.032005273,1.0102098,-0.8249997
Subject_24,0.6465132,-0.052774247,0.14749213,-0.3184781
Subject_25,-0.768135,-0.032896355,0.5935408,-1.2072622
Subject_26,-2.1012824,-0.020220073,-1.6587142,0.2249198
Subject_27,0.30197066,0.02887923,-1.655584,-0.14360276
Subject_28,-0.15471622,-0.07106901,0.9984738,-0.09536635
Subject_29,0.73118,-0.056862153,1.2980546,1.642173
Subject_30,1.4142003,0.10768241,-0.5767412,0.20298767
Subject_31,0.15316889,-0.06390419,0.43168408,2.110112
Subject_32,-0.5431963,0.016424457,0.67517155,1.5082821
Subject_33,0.42179993,-0.061140634,-1.0125164,-1.4578569
Subject_34,0.7030677,0.17037946,-1.4423739,0.31416866
Subject_35,-0.26005936,0.1930937,1.2392447,-0.9360545
Subject_36,1.1319478,0.70111245,-0.3104669,0.45090476
Subject_37,0.11269951,-0.07124256,0.26553696,-0.025256444
Subject_38,-0.39495727,-0.119872004,-1.6278554,-2.739412
Subject_39,-1.2949877,0.040217064,-0.44104677,-2.6216216
Subject_40,-0.04539501,0.41945893,0.97606385,-0.4368714
Subject_41,1.4827772,-0.024406882,1.0476024,1.3958892
Subject_42,0.62597936,0.0006031543,-1.7192351,0.22806297
Subject_43,-0.29144955,0.07880698,0.49141225,-0.49895972
Subject_44,-0.71504843,0.0122740725,0.47740367,-1.0514373
Subject_45,1.4162078,-0.019442074,-0.5328715,0.4760044
Subject_46,-0.49051875,-0.017689936,0.42794424,1.0053984
Subject_47,-0.3183396,0.33504778,-0.4406622,-1.1269495
Subject_48,0.938064,-0.12810998,1.3337736,1.0840179
Subject_49,0.82414156,4.4562926,-0.80505335,0.05067752
Subject_50,-0.52466583,-0.007863222,0.52740544,0.022357205
Subject_51,0.05978371,0.10918775,0.7986307,-0.33494762
Subject_52,0.522875,0.21524802,1.2101276,-1.7384608
Subject_53,-1.249192,0.15861684,-0.66783434,0.38043848
Subject_54,0.54777753,-2.16291,0.7161448,-0.19540013
Subject_55,0.48370036,-0.086962156,-0.40043223,0.41768715
Subject_56,0.31002355,0.013490741,1.9124401,-0.67981434
Subject_57,0.9071456,-0.07122522,0.4529719,1.4259115
Subject_58,0.08466512,0.13435827,0.44461152,-0.14549604
Subject_59,0.96917564,0.024708876,0.60939705,1.0520084
Subject_60,-0.96123284,-0.10132586,0.015250413,-0.5789023
Subject_61,-2.053415,0.36104098,1.1588336,-0.35011843
Subject_62,-0.9446405,0.0083643375,-0.9703009,0.7523022
Subject_63,1.1847501,0.060729682,1.1639092,-0.3867159
Subject_64,0.83897,-0.07312301,-1.862841,-1.266092
Subject_65,-1.7892427,0.074742116,-0.14985858,-0.24401268
Subject_66,0.40041244,-0.084198035,-0.5880802,0.82156295
Subject_67,-1.3963741,0.96152216,1.160806,0.4141828
Subject_68,1.5297356,0.11968643,-0.052003525,-0.07735343
Subject_69,-0.9611707,-0.10878051,-1.4511715,-0.073737375
Subject_70,-0.23488368,-0.09468004,-1.3685795,0.63105637
Subject_71,-1.0236572,-0.013100295,0.541331,0.8338037
Subject_72,0.30020514,-0.0335004,1.1464192,-0.956189
Subject_73,-1.090223,0.025377665,-0.73944706,-0.0680156
Subject_74,-0.09326289,-0.023657385,-1.4184638,-1.3448051
Subject_75,-0.23577236,0.19910347,-1.2833916,1.3706428
Subject_76,0.6467212,0.19115025,-0.0568606,-0.70856225
Subject_77,-1.1263381,0.0041075908,-0.71886885,-0.6112761
Subject_78,-0.56736016,0.25105765,-0.18330854,1.1976402
Subject_79,-1.6774111,0.086837895,1.0364802,0.84439874
Subject_80,0.37619767,-0.49336234,-0.41287214,-2.2365155
Subject_81,0.16917051,-0.00876,1.9269367,0.57199
Subject_82,1.5595117,-0.026344502,0.03882644,-0.4334076
Subject_83,0.44992948,3.2439263,-1.3963965,0.7018735
Subject_84,-0.42090347,-1.4506578,-1.1243423,0.21097611
Subject_85,-0.49488592,-0.113354824,-0.09558561,0.91809785
Subject_86,-0.88979477,-0.08728803,-0.9216769,0.2800244
