Subject_ID,Factor_1,Factor_2,Factor_3,Factor_4
Subject_1,0.001916975,-0.07758535,0.30105153,1.052157
Subject_2,0.9774617,-0.8123509,1.804304,-0.1933782
Subject_3,-0.8441275,0.09041999,1.3027754,-0.26723614
Subject_4,-1.3716813,-0.39562812,1.3135957,-1.0475425
Subject_5,-1.3912817,-0.3990565,1.0967453,-0.493884
Subject_6,-1.2291307,-1.1174884,-1.0803807,1.0664521
Subject_7,0.9897357,1.6563073,-0.10127053,2.541619
Subject_8,1.8584532,0.44288513,0.6795122,0.2848444
Subject_9,0.32186082,-2.3655856,0.0033903874,-0.20757136
Subject_10,0.55671924,-0.79369557,1.535191,0.9693091
Subject_11,-0.9960908,-0.6750283,0.6270559,0.2112688
Subject_12,-0.8671269,1.0447104,1.3159873,-0.018149113
Subject_13,-0.61795765,-2.2133107,0.81395936,0.419193
Subject_14,0.7219195,1.2883945,-0.80487406,0.003932063
Subject_15,0.9836312,1.3197225,0.13192512,0.54077905
Subject_16,-0.19046149,-0.43157905,-1.3134896,-0.8299878
Subject_17,-1.2822901,2.6151369,1.370332,-0.76315916
Subject_18,0.68035716,4.0442314,0.37279767,0.10614849
Subject_19,0.035332892,1.6168194,0.8632122,-1.2635734
Subject_20,-0.37278056,-2.2208765,-0.4443912,0.6219109
Subject_21,1.5422797,-0.46545136,-2.1532347,-0.17834385
Subject_22,-1.1349652,0.7294932,0.94604087,0.38764644
Subject_23,-0.66485506,1.7806112,1.8640003,1.1288339
Subject_24,-0.4114631,-0.3789791,-0.6815256,1.115091
Subject_25,-0.022857903,-1.3244091,-0.3731768,0.6853593
Subject_26,-0.119082265,1.192454,-0.046001818,0.17708741
Subject_27,-0.24399166,-1.1936512,-0.67875665,0.2392636
Subject_28,-0.23324911,0.98681265,-1.1555724,-1.153056
Subject_29,-1.0291594,-0.10667108,1.2140397,0.14985253
Subject_30,0.21344022,-1.6201675,0.8878182,-3.389607
Subject_31,0.59615886,-2.0049906,-2.0770578,1.2127726
Subject_32,-1.5636703,-0.24581397,-0.6701623,-1.2092168
Subject_33,-1.6226523,1.4402155,0.003801597,-0.39495164
Subject_34,0.026410503,1.8484678,1.2717497,1.0773937
Subject_35,-0.3300469,0.6293538,0.6212499,-0.4235516
Subject_36,0.8047856,-1.3858163,-0.21489798,-0.41586426
Subject_37,-0.95262414,-0.7038305,0.18339242,-0.17320666
Subject_38,-1.5720553,-1.661942,0.5740578,-1.2195822
Subject_39,0.54725534,-0.54144937,0.33717352,0.8026412
Subject_40,0.66002655,-0.5805233,-0.49257472,0.53907603
Subject_41,-0.4165912,-0.9168617,0.31565574,-0.54596967
Subject_42,-2.1482008,-0.45576438,-0.03559223,-0.93475455
Subject_43,1.4079471,-0.9474677,1.7393903,-1.1754967
Subject_44,-1.2294608,0.44950572,-0.02939726,1.8118852
Subject_45,-0.6810539,2.6195698,0.4136789,1.0139595
Subject_46,-1.9171729,0.033284888,-0.02016751,-1.0004151
Subject_47,-1.0531844,0.31657606,1.6428138,-0.9487238
Subject_48,-1.9787393,-1.4505286,-0.23507386,0.7549872
Subject_49,1.07997,-0.6136282,-0.75068384,0.725005
Subject_50,-0.7325751,-0.7015069,-0.8056434,0.07099666
Subject_51,-0.18701288,1.9804589,-0.5108607,-0.6422463
Subject_52,-0.73191226,-1.8210596,0.60753083,0.5725312
Subject_53,-1.9011207,1.422075,0.81310534,0.4096668
Subject_54,-1.7455908,1.0006795,-0.051515535,0.3959387
Subject_55,-0.20003678,-2.2451668,0.1626026,-1.3670449
Subject_56,0.049032778,2.2948074,-0.2654413,0.17212799
Subject_57,0.59443897,0.7331518,-1.4110615,-0.3692892
Subject_58,-0.36187202,-2.7371192,-0.17263305,-1.3550384
Subject_59,-0.661837,2.4433765,-0.73106635,-2.0137527
Subject_60,-2.1251671,0.41835,0.062432483,0.99506104
Subject_61,-0.98686606,0.7339716,0.5244422,1.3404733
Subject_62,-1.4276885,1.7016191,0.30544946,-0.4423818
Subject_63,-0.22943838,0.15702915,0.049908184,0.9738284
Subject_64,1.8216805,-2.685613,-0.53109145,-1.6213394
Subject_65,-0.92414594,0.8434687,0.3337584,1.1435475
Subject_66,-0.96737653,0.43402082,-0.010889289,0.0018730874
Subject_67,0.5006257,-0.74128276,0.37204504,1.1990318
Subject_68,0.4469356,1.596511,0.018707441,0.53373325
Subject_69,-1.0296817,2.3980837,0.393127,-0.8713835
Subject_70,0.69490266,-0.5112483,1.4485749,0.046652604
Subject_71,-1.1852529,0.73430455,0.65501946,0.6925801
Subject_72,0.05916157,-1.3414899,-0.6716249,-1.0705369
Subject_73,-0.88692504,0.41306388,-1.216583,-0.6710561
Subject_74,0.44840017,-1.4834256,-0.14868928,0.09774165
Subject_75,0.34953287,-0.28629676,0.53342223,-1.281715
Subject_76,1.1489629,-1.7903048,1.057608,-1.2677666
Subject_77,-0.4962935,-1.8566313,-2.5837538,-0.2844569
Subject_78,1.0128677,0.36282215,-0.07170217,-0.75163525
Subject_79,1.30453,2.7801428,-0.5452145,0.9289575
Subject_80,-1.412301,-2.7345204,-0.3169505,1.2335588
Subject_81,-2.2036457,-0.6098995,-1.2995621,-1.3531932
Subject_82,0.7481442,1.3823841,-0.67589396,1.943607
Subject_83,-0.45548937,1.0309166,0.22807376,1.7093048
Subject_84,-0.69907784,0.8455988,2.2890704,0.11360103
Subject_85,-0.25272924,-2.1896522,-0.8196329,1.2786678
Subject_86,1.0061035,0.9173337,0.90168256,-1.3430029
