Subject_ID,Factor_1,Factor_2
Subject_1,0.06343357,-0.422584
Subject_2,0.24410106,0.34146592
Subject_3,0.63875115,-0.16248876
Subject_4,-2.1524963,-0.89066416
Subject_5,-0.5957634,2.0220506
Subject_6,0.22983989,-0.275401
Subject_7,-1.4033836,0.24445334
Subject_8,0.046931606,1.1577626
Subject_9,-0.1792389,1.6343008
Subject_10,-0.03451583,-0.07797691
Subject_11,0.12284573,0.1335222
Subject_12,0.052714325,-2.737815
Subject_13,0.18405621,1.4575952
Subject_14,0.6628812,-0.9141199
Subject_15,1.0008415,-0.9694759
Subject_16,-0.7856016,0.40629324
Subject_17,0.90247315,-0.06158539
Subject_18,-0.4368208,-1.0383767
Subject_19,-0.15417813,-0.31040305
Subject_20,-1.5547732,0.7906936
Subject_21,-1.0791832,-0.530462
Subject_22,0.12339806,0.5410184
Subject_23,-0.58106303,1.589199
Subject_24,1.1325153,-0.07230675
Subject_25,1.0419414,-1.0791003
Subject_26,0.905503,-1.1205204
Subject_27,-0.24273784,0.38809857
Subject_28,0.9643253,-1.379692
Subject_29,0.045268446,0.0014459976
Subject_30,-1.7701867,2.0480883
Subject_31,1.2488055,1.0557305
Subject_32,-0.38612694,1.4516408
Subject_33,0.8609174,-1.1272842
Subject_34,-0.9346801,1.4267638
Subject_35,-0.84394896,-1.7902166
Subject_36,-0.9445616,0.9393758
Subject_37,1.7552594,0.74259716
Subject_38,0.080081485,1.3118823
Subject_39,-0.43255717,0.6850111
Subject_40,-0.870136,0.16118938
Subject_41,-0.8248668,1.214433
Subject_42,-0.0008084041,0.18494312
Subject_43,-0.27599087,1.0679303
Subject_44,-0.47036266,0.70841897
Subject_45,-0.008993765,1.7611363
Subject_46,-0.23205547,1.0541734
Subject_47,-0.76473045,-0.3889032
Subject_48,0.45263255,1.6188723
Subject_49,-3.4384556,-1.1420854
Subject_50,1.1135279,-0.7948199
Subject_51,-0.30405045,-0.1955032
Subject_52,-0.61311734,-0.07478231
Subject_53,0.45275167,0.44348386
Subject_54,0.75986046,-0.6946762
Subject_55,0.07636623,1.0531815
Subject_56,0.31194413,0.23612802
Subject_57,0.39798546,-0.97329205
Subject_58,-0.8205158,2.026993
Subject_59,0.3923548,-0.8035306
Subject_60,0.4441181,0.3084583
Subject_61,-1.2567143,0.6153739
Subject_62,-0.16339318,-0.6436017
Subject_63,0.005382658,-1.6801101
Subject_64,-0.39560968,1.8426424
Subject_65,-1.2364306,-0.8685802
Subject_66,0.312595,0.038995456
Subject_67,-1.1470523,-1.9860576
Subject_68,-0.518406,-1.4134201
Subject_69,0.1497226,-1.9238418
Subject_70,0.72584176,-0.16187194
Subject_71,0.22919291,-0.5689845
Subject_72,-0.2518077,0.647351
Subject_73,0.32529822,-1.4285975
Subject_74,-0.60902464,-0.2138928
Subject_75,-0.878979,1.3761691
Subject_76,-1.0139477,1.1887388
Subject_77,-1.1402761,1.4125768
Subject_78,-0.5895636,-0.38857487
Subject_79,0.7468555,-2.544687
Subject_80,-0.120507434,1.7298201
Subject_81,0.059097566,-0.35238546
Subject_82,0.4094687,-0.52555954
Subject_83,-3.2854342,-0.7016552
Subject_84,-0.31671104,0.37205884
Subject_85,0.2780874,2.2316177
Subject_86,1.7447515,0.9350157
