Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21,Factor_22,Factor_23,Factor_24,Factor_25,Factor_26,Factor_27,Factor_28,Factor_29,Factor_30,Factor_31,Factor_32,Factor_33,Factor_34,Factor_35,Factor_36,Factor_37,Factor_38,Factor_39,Factor_40,Factor_41,Factor_42,Factor_43,Factor_44,Factor_45,Factor_46,Factor_47,Factor_48,Factor_49
volume_sn_voxels_feature_0,0.18913394,0.45457676,0.0014277861,0.09971447,0.034211807,0.8750158,-0.7785895,1.1604874,-1.3682275,-0.20160837,-1.0471551,0.005639319,-0.26920757,-0.65711665,-0.20177169,-1.9631883,-0.31953338,0.27866647,0.79438055,0.41788378,0.048627954,0.7562891,0.32316685,0.91334367,1.5546921,1.3606817,0.48104185,0.5125765,-0.75480705,0.26488826,-0.4152587,-0.7964461,1.4639633,-0.14920558,0.14926918,0.583446,0.5293256,-0.59085697,0.79691976,-0.019229468,0.34257358,-0.72475535,-1.1455091,-0.4592891,-1.3210042,1.6002327,-0.8939974,-0.51042414,-0.5286566,-0.19625106
volume_sn_voxels_feature_1,0.52634263,-0.5835061,0.55781287,0.37272948,-0.17016317,-1.3481183,-0.047674816,-0.010206671,-0.308238,-0.36449304,-0.9632164,0.1489491,0.9305342,-0.09064463,-1.5644598,-2.336932,0.4772338,1.0827374,-0.56158364,-0.7116495,0.44321758,0.68314016,0.723354,0.058630615,0.48929355,1.086022,-0.5446524,0.15209135,-0.36943537,-0.36073488,-0.35076615,0.25908226,0.59769714,0.0031418544,-0.9855006,-0.32148126,0.83547205,0.16138913,-0.7894988,-1.5468673,-0.2645841,0.14797457,-0.9719592,0.00010175898,0.2789993,0.37293974,0.34603977,-0.047320876,-0.79441035,-0.2636389
volume_sn_voxels_feature_2,0.58024794,0.1882798,-0.9157724,-0.6252664,-0.027953714,0.7733685,-1.0882139,1.1520556,-0.78867733,-0.0023663556,-0.5738906,-0.67440474,-0.33652896,0.34939215,1.5812564,-2.117165,-0.052985497,-0.18398342,0.7082125,1.0698774,0.61489445,0.12509368,1.0445122,0.67811483,-0.04160423,0.05317157,0.7450495,0.41347325,-0.05344865,-0.12854633,0.15475547,-0.33898422,-0.6618361,-0.48723227,0.04142551,-0.33180487,0.1725622,0.18111789,1.0434642,0.5642979,0.042001344,-0.24125615,-1.9177219,0.43507075,-0.06348494,1.2365388,-0.07914522,-0.8856291,-0.72734547,-0.36217722
volume_sn_voxels_feature_3,0.5263155,-0.5484647,0.19889553,-0.20749402,-0.70156807,-0.26970917,0.6941685,-0.46052602,-0.025690988,-0.11052423,-0.29623193,-0.37741542,0.72851956,-0.617034,0.4765102,-1.974134,0.46875548,0.24518928,-0.39160082,-0.4597451,0.6185557,-0.3236519,0.6167808,-0.05977293,-0.12191676,-0.2240746,0.025557647,0.033977315,0.45169818,-0.24068724,-0.15414967,-0.14052269,-1.1551406,-0.31400287,-0.15131727,-0.46855903,-0.65917647,0.09537391,-0.14640026,-0.7530111,-1.0399052,0.38130087,-1.3076748,-0.4269462,0.47661343,-0.55666465,1.0913967,0.10878337,0.34212738,-0.21437979
volume_sn_voxels_feature_4,1.1278052,-0.3378703,0.030354245,-0.75649685,-0.8138783,-0.91676086,0.36732003,-0.58488935,0.023352554,-0.026427368,-0.53994673,-0.49340436,-0.12216946,0.39286828,0.729562,-1.9804131,-0.45311,0.21618354,-0.95478916,0.44549218,0.97568935,-0.7490258,0.13899653,0.42748925,-0.7757583,-0.008737682,0.9596656,0.17565678,1.1163113,-0.20262033,-0.8250585,-1.1596899,-0.82985234,-0.15300976,-0.4676679,-0.65371704,-0.1833562,1.0880507,-0.18267718,-1.0378771,-0.05886084,0.2373328,0.5330474,-0.21346743,0.528091,-0.31215775,-0.14173569,0.3922235,0.22819172,-0.5502997
volume_sn_voxels_feature_5,0.45971808,-0.46374342,0.68289423,1.0800344,-1.0400258,-1.1305096,1.7291725,0.123403214,-0.6210388,-1.346362,0.13099785,-0.4847355,-1.1136528,1.2220502,1.7496439,-1.5701253,0.19321877,0.31696957,-0.32174045,1.5420259,1.2382712,0.117264286,-0.11867651,-0.26027757,-0.8444032,0.039977565,0.8056291,-0.50409085,-0.1591001,-0.119073085,-0.43718457,-0.21130833,0.25214216,0.2740853,-0.34768662,-0.93196905,-1.0939453,0.1317976,-0.1301972,0.91540325,-1.2200283,-0.74113643,0.0065609473,-0.6637726,0.067205615,-0.6654912,-0.6805761,-0.56049997,0.18938348,-0.88949025
volume_sn_voxels_feature_6,1.1084633,1.1429796,-0.4712248,0.9405649,-0.68859106,-0.7567793,1.1244168,0.45208335,-0.0004987578,-1.3540571,-0.41831544,-0.86699826,0.53738636,1.1890742,1.3951722,-1.5752805,-0.58865476,-0.49322072,0.16850765,1.7071955,0.67887914,0.20268145,0.39875543,-0.19635037,0.46362084,-0.73302317,0.9372808,0.015103223,-0.08107588,-0.35931146,-0.7292383,-0.16174327,0.882408,-0.010191722,0.34293744,-0.055337593,-0.15097897,0.09759782,0.66076404,1.5963565,-0.87337804,-0.8113477,-0.36670727,-0.0346049,0.29236042,0.5103772,0.40013912,-0.18480146,-1.0982015,-0.2897589
volume_sn_voxels_feature_7,0.3623303,-0.65929246,-0.45117018,-0.27768093,0.66545874,-0.17882234,1.9479316,-0.8259252,0.12156702,-0.63744605,0.15196703,-0.16283152,-0.8156586,0.8333604,1.9310088,-0.5975259,-0.14504823,0.57982844,-0.30675122,0.48696542,1.0364075,-0.57426226,-0.4014914,0.0016634664,-0.4997687,0.049721576,1.2957933,-0.18482085,0.8743249,0.71188295,0.02535471,-0.42326763,-0.73887193,-0.70543504,0.52266145,-0.026967483,-0.35968664,-0.9276262,0.041890584,1.6213864,-0.29029134,-0.1406069,-1.6167063,-0.16141517,0.40439904,-0.8854879,-0.5979186,-0.557487,-0.22454041,0.02402968
volume_sn_voxels_feature_8,0.6955748,0.1612983,-0.27389434,-0.09322365,0.36248377,0.2473978,0.9287671,-0.73925173,0.15591027,-0.15503022,-0.35349834,0.21147665,0.29382053,-0.19225001,1.8051841,0.14613561,-1.1832843,0.024869867,0.045989443,-0.08193451,-0.53415924,0.11817318,0.07966227,0.2917034,0.15707615,-0.49467987,-0.427612,0.30362973,0.3808847,-0.1275498,-0.13126573,-1.3305744,-0.6650896,-0.37759528,-0.2381021,-0.050422672,1.1034262,-0.321633,-0.087107696,1.1492193,-1.3002133,0.10122651,-1.5231482,0.62506515,0.1542776,-0.10960316,0.54164577,-0.16346209,0.5792978,0.7391934
volume_sn_voxels_feature_9,-0.57535833,-0.35269892,0.5048245,-0.47002128,0.10357198,0.14128473,-1.324745,-0.15071328,-0.06309954,0.040372055,-0.26339135,0.70604926,0.020019222,0.541798,0.7144644,0.34920746,-1.6495154,-0.2493961,0.14053929,-0.10994179,-0.2639736,0.015842795,0.2674622,-0.237889,-0.27218184,-0.1397363,-0.32684472,-0.33261013,0.6177794,-0.9170289,0.21901943,-0.8478543,-0.5950788,-0.023736324,-0.5149494,-0.24286865,1.3837222,-0.065405004,-0.093350425,-0.8575528,-1.40183,0.23337595,-0.7208082,1.7674875,0.1643932,0.45628956,-0.3736325,-0.39475423,0.6812409,-0.22647947
