Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7
rigidity_left,-4.971345e-05,-8.548448e-05,-0.00014101394,1.1500244e-05,0.00025044323,-0.0004286634,0.0003931365,-0.0001546351
rigidity_right,1.8070655e-06,-4.6016554e-05,-0.00014050145,0.00020409629,-0.00047392826,-0.00035629113,-3.960694e-05,-0.00027734693
tremor_rest_left,-6.805312e-05,-0.00019365484,-6.099933e-05,-0.00012944434,0.00016299731,0.0002996207,0.0005721158,0.00034061068
tremor_rest_right,3.2850712e-05,-0.000112922964,4.0197385e-05,-0.00020315664,-0.00021781983,0.0001961702,9.232208e-05,0.00032467078
tremor_postural_left,-6.534701e-05,-0.0003107757,-0.00012055667,-0.00033139056,0.00036681895,0.00028209182,0.00019791693,0.0001425835
tremor_postural_right,3.6415786e-05,-5.180192e-05,0.00020353627,0.00012791336,-0.00058819336,0.00025752763,-0.00051301083,0.00019871854
bradykinesia_speed_left,7.961896e-05,4.666453e-05,-7.445072e-07,8.105446e-05,0.00028667107,-0.0002775831,0.00042627592,-0.00015818767
bradykinesia_speed_right,4.726679e-06,-1.7886825e-05,-0.00013850919,0.00026101107,-0.0003172828,-0.00015060343,-0.0003878028,0.0003343518
bradykinesia_amplitude_left,8.822994e-05,6.177764e-05,5.081297e-05,-5.9306236e-05,0.00045727706,-0.0003544197,0.00030349783,-0.0003556045
bradykinesia_amplitude_right,3.0114048e-05,6.494048e-05,-0.00018390971,0.00022554414,-0.0003842049,7.3464093e-06,-0.0003867733,5.7134468e-05
bradykinesia_rhythm_left,0.00013423213,-2.3640025e-05,-6.069975e-05,2.7884205e-05,0.00020984196,-0.00038988376,-0.00012855184,-0.00035727586
bradykinesia_rhythm_right,1.8228244e-05,-2.3036293e-05,-7.505378e-05,5.6711488e-05,-0.0004087104,-0.000574793,-0.00074795395,-9.975037e-05
mirrormovement_left,-0.0001281916,-0.00012527952,-0.00025808543,0.0005943735,-0.0011333727,-0.00045999984,6.789121e-05,0.00039695253
mirrormovement_right,-1.660396e-05,-7.723057e-05,0.00020905268,0.00030466056,0.000970481,-0.00034680232,0.00073884893,-0.00014233321
