Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21,Factor_22,Factor_23,Factor_24,Factor_25,Factor_26,Factor_27,Factor_28,Factor_29,Factor_30,Factor_31,Factor_32,Factor_33,Factor_34,Factor_35,Factor_36,Factor_37,Factor_38,Factor_39,Factor_40,Factor_41,Factor_42,Factor_43,Factor_44,Factor_45,Factor_46,Factor_47,Factor_48,Factor_49
rigidity_left,1.782701,-2.0219595,0.2116012,0.76561916,-0.07127115,-0.190203,-1.9758863,-0.33795175,-1.0682964,-0.8296066,0.64191884,1.3815166,0.6681519,-0.6627678,0.5839106,0.029958297,1.1457518,-0.43678266,0.6034205,-1.0197595,-1.1321863,0.48100048,0.093672484,1.1834546,0.24224426,-0.23532833,-0.94096404,0.32778913,-0.6588373,0.56453675,0.12778439,0.14574432,-0.39098868,-0.011003309,0.9025866,0.63541895,0.6227918,0.59451586,0.32126877,-1.0575594,-0.9226505,1.2014093,-0.19092467,-0.42829296,0.034436177,-0.8588807,0.545367,-0.63372755,-0.38465282,-0.31348738
rigidity_right,1.0571673,-0.49968913,-0.0095762545,-0.7991358,0.23225309,-0.22879682,-1.4074658,0.16684829,0.044850342,0.40333983,1.475329,0.19869532,0.5067682,0.8832517,-0.17398852,-0.7837944,-0.13070413,-0.06073681,-0.13369425,0.7612604,1.1260422,-0.025579229,1.6439534,-0.35029134,0.33272877,0.40113232,-0.49492276,0.3720478,-0.8226515,-0.28071213,-0.6444564,-0.8223303,0.46272966,-0.1405191,0.12732752,0.14010613,-0.15497711,0.040474564,-0.9470295,-1.4520642,0.96364516,0.20780717,-0.06349469,0.9753589,-0.23436654,0.44005093,-2.4313521,-1.2835885,0.8125553,-0.6342369
tremor_rest_left,1.1959113,0.56753206,0.9791318,-0.60259193,-0.38975245,-0.11675936,-0.6135474,1.0673375,0.3567694,0.13573244,0.13602388,-1.1679239,-0.43060285,-0.78043187,-0.18150023,-0.20425794,-0.07977841,-1.1013769,-1.5130428,-1.1621889,-0.031648535,0.23762852,0.94086707,-0.1512065,-0.83230567,0.4297041,-0.5455234,0.38050312,-0.56201607,-0.5061643,-0.40217748,-0.6583051,1.3120595,-0.46097836,0.40928304,0.2710621,-1.0920681,0.28377706,0.880736,-1.2479309,0.4761861,0.21047597,0.18271616,0.5570674,0.07889218,-0.15312876,-0.390568,-1.2433145,-0.10363919,-1.824306
tremor_rest_right,1.2014166,-0.578796,-0.06568929,0.534137,0.29855248,1.4658327,1.0107915,0.9219966,-0.043993846,0.006268836,-0.75484294,-0.23111425,-0.59384423,0.2318945,-1.0896307,-0.28581068,-0.40192774,0.24518053,0.5714199,0.47974122,1.0131893,2.0861824,0.4617625,0.41479284,0.7337334,0.8419827,-1.0118897,-0.73604596,-0.52063334,0.7224064,0.51518464,0.4823875,-0.055209994,-0.22602311,-1.272514,0.3031741,-0.94400847,-0.4519431,-0.43693915,0.9089484,-0.537225,-1.8001336,0.760812,2.0206819,-0.26457918,0.54073447,-0.5281518,-1.4250154,0.020304173,1.1163597
tremor_postural_left,0.65854746,-0.5564366,0.16204523,1.2104484,-0.06265331,0.047982737,-0.74145865,0.056967605,-0.09874648,1.0870211,-1.2819697,-1.2245915,0.09463777,-0.6525743,0.0050240858,0.6800221,-0.130339,-0.46003628,1.4552269,-0.49284407,-1.1170269,-0.78363913,-1.0526056,-2.1855695,-0.76757795,-1.2947505,-0.5537797,0.35560694,-1.4648285,0.026517974,1.8631387,0.46588203,1.6679509,-0.0335428,-0.11506434,-0.60606104,1.5188973,-0.452454,1.3067998,-0.7865741,-0.107886404,0.5313675,1.0134671,-0.34894872,0.8763846,0.003036466,0.40714207,0.35092062,0.92292583,-0.09737244
tremor_postural_right,0.94471925,-1.3664136,0.77587336,-0.10840329,0.22822542,0.57147396,0.03145368,0.61664855,0.3734994,-0.67627317,-0.87911695,-0.5868419,0.3350588,0.88984287,-0.69638705,-0.9208871,0.30387267,0.8727152,-1.1645583,1.3258396,0.76592976,-1.7951299,0.33638605,0.50304306,-0.25520995,-1.6929411,-0.20863801,0.6573207,0.26243016,-0.21749133,-0.29038274,0.67995685,-0.0045353323,0.25146326,-1.8173735,0.22040108,0.8989191,0.505845,0.3555198,-0.936554,-0.53873146,0.3611653,0.16725385,-0.60699105,-0.8930648,0.45598885,0.10839288,-0.4712036,0.18271199,-0.059024155
bradykinesia_speed_left,-1.9063168,-0.057592306,0.83388466,0.23560035,-0.060650263,-1.0772831,-1.1604282,-0.45042703,0.47253323,0.7411488,0.06624898,1.3836555,0.4469811,0.8627662,0.24523783,0.04780608,-1.0534707,0.19052608,-1.3322533,-0.74435264,-1.0757127,-0.28447995,-0.73668927,-0.24358712,0.19549532,1.623847,-1.6795619,-0.003266489,0.12566793,-1.3541359,0.114789754,-0.7688233,-1.2003173,-0.3594026,0.0546116,-0.43184727,0.060061328,0.14572157,-0.6617866,0.24454255,-0.30937696,-1.0514941,-0.41524935,-0.16075726,0.80957806,0.23234187,0.598382,0.10861761,0.39740852,0.15415165
bradykinesia_speed_right,-0.17603792,1.7184459,0.29687676,-0.7880018,0.97683674,-0.17968833,-1.018919,-0.51035076,-1.8965138,-0.026796045,1.0713155,-1.1054318,-0.67619467,0.69508934,-1.2641255,-0.1906509,-0.8490819,-0.16223918,0.221955,-0.507646,1.475108,0.72782797,-0.53940916,-0.39939502,0.098285705,-0.7090002,0.5858361,0.6526499,-0.4116385,-0.20703252,-0.20185699,-0.16687526,1.3215832,-0.474368,-1.6087339,0.85059303,0.08894871,0.26130274,-0.8284913,1.2590859,0.5598996,-0.9071804,-0.23957953,-0.2950304,-0.6028313,0.2415058,0.09224897,-0.21338533,0.70189047,0.21069615
bradykinesia_amplitude_left,-0.5683483,-0.9013843,-0.45563972,-0.33881867,-1.3636849,-0.6032224,0.82893157,0.28002918,-0.1414671,-0.23394051,0.29211482,-0.26835597,-0.19971779,0.331973,1.2958511,0.7663672,-0.21103685,0.41352424,0.37613806,-0.08778953,-0.23386756,-0.09813763,0.46758056,0.32085964,-0.31353742,0.24486093,-0.33518177,-0.3230748,-0.3726737,-0.46356347,-1.4619757,-0.81973606,0.42514884,0.54224056,0.3122327,0.85854346,-0.5197466,-0.16559672,0.51422954,0.439913,-0.47825527,0.020683771,0.4639563,0.803284,-0.1541687,0.014218536,0.24987742,0.7111411,-0.7899555,0.757632
bradykinesia_amplitude_right,-0.4976998,-0.21562593,0.359289,-0.5605358,0.77533436,0.6856699,0.39218488,-0.2552425,0.08555528,-0.23300493,-1.0305086,-0.37810794,-0.2595805,0.65266335,-0.14972098,0.3263481,0.51822776,-1.5421865,-0.31066653,-0.013981781,0.4436858,0.8050923,0.16916533,-0.6651781,-0.40475535,-0.7416487,0.68530923,-1.6692542,-0.052295607,-0.4516945,0.2020826,0.4289553,0.60590833,0.12475018,-0.7980801,0.06897977,1.2043623,-1.0017595,-0.47902775,-0.8500503,-0.9580607,-0.7671554,0.5111242,0.5242621,-0.4954511,1.0799465,-0.28297845,-1.1962073,-1.6126032,-0.23188107
