Feature,Factor_0,Factor_1
volume_sn_voxels::v0,-0.6248283,0.6070794
volume_sn_voxels::v1,-0.6671946,0.40674523
volume_sn_voxels::v2,-0.738131,0.75655955
volume_sn_voxels::v3,-0.79447734,0.6071021
volume_sn_voxels::v4,-0.90927106,0.4371474
volume_sn_voxels::v5,-0.7776728,0.70355874
volume_sn_voxels::v6,-0.9321539,0.8085268
volume_sn_voxels::v7,-1.0742558,0.8414295
volume_sn_voxels::v8,-1.2307551,0.71980745
volume_sn_voxels::v9,-0.77848047,0.4299422
volume_sn_voxels::v10,-0.90914106,0.728695
volume_sn_voxels::v11,-0.9096161,0.7672199
volume_sn_voxels::v12,-1.0661924,0.8691993
volume_sn_voxels::v13,-1.0836605,0.7941263
volume_sn_voxels::v14,-1.1183165,0.8032969
volume_sn_voxels::v15,-1.3680758,0.78173786
volume_sn_voxels::v16,-0.8244615,0.12923859
volume_sn_voxels::v17,-0.8511971,0.28829166
volume_sn_voxels::v18,-1.0630254,0.63526464
volume_sn_voxels::v19,-1.1047881,0.85129595
volume_sn_voxels::v20,-1.1509699,0.914994
volume_sn_voxels::v21,-1.3362889,1.1086
volume_sn_voxels::v22,-1.4257241,1.1278373
volume_sn_voxels::v23,-1.4342743,1.0076121
volume_sn_voxels::v24,-1.4287237,0.83858496
volume_sn_voxels::v25,-0.9044408,0.15123798
volume_sn_voxels::v26,-1.043218,0.35577935
volume_sn_voxels::v27,-1.2541002,0.7271302
volume_sn_voxels::v28,-1.0961998,0.77198637
volume_sn_voxels::v29,-1.3466375,1.0453961
volume_sn_voxels::v30,-1.4417499,1.0724654
volume_sn_voxels::v31,-1.6038635,1.1471332
volume_sn_voxels::v32,-1.7358326,1.1968324
volume_sn_voxels::v33,-1.5215744,0.6482782
volume_sn_voxels::v34,-1.1547732,0.44985276
volume_sn_voxels::v35,-1.145842,0.5872737
volume_sn_voxels::v36,-1.3062713,0.8953361
volume_sn_voxels::v37,-1.3721981,0.8267328
volume_sn_voxels::v38,-1.5287124,1.0720646
volume_sn_voxels::v39,-1.6742867,1.1656997
volume_sn_voxels::v40,-1.7099891,1.26398
volume_sn_voxels::v41,-1.0858673,0.49830487
volume_sn_voxels::v42,-1.367033,0.8041895
volume_sn_voxels::v43,-1.3809596,0.79649216
volume_sn_voxels::v44,-1.4229388,0.892941
volume_sn_voxels::v45,-1.6455017,1.0746512
volume_sn_voxels::v46,-1.425985,0.9481512
volume_sn_voxels::v47,-1.2927495,0.8033798
volume_sn_voxels::v48,-0.91452754,0.41468984
volume_sn_voxels::v49,-1.1484586,0.5974159
volume_sn_voxels::v50,-1.3561654,0.6403982
volume_sn_voxels::v51,-1.467344,0.8037955
volume_sn_voxels::v52,-1.4858727,0.9046907
volume_sn_voxels::v53,-1.3326898,0.74316764
volume_sn_voxels::v54,-0.8731236,0.33712763
volume_sn_voxels::v55,-1.1616738,0.4050983
volume_sn_voxels::v56,-1.3119276,0.5435127
volume_sn_voxels::v57,-1.2618443,0.4856327
volume_sn_voxels::v58,-0.5654258,-0.39290145
volume_sn_voxels::v59,-0.2730568,-0.102643505
volume_sn_voxels::v60,-0.4037703,0.1471027
volume_sn_voxels::v61,-0.4182268,-0.13140097
volume_sn_voxels::v62,-0.73751926,0.62464714
volume_sn_voxels::v63,-0.7161388,0.3694037
volume_sn_voxels::v64,-0.56907225,0.32171214
volume_sn_voxels::v65,-0.8209906,0.64304
volume_sn_voxels::v66,-1.0627081,0.76057476
volume_sn_voxels::v67,-1.1500443,0.60429835
volume_sn_voxels::v68,-0.86062634,0.23763305
volume_sn_voxels::v69,-0.98475826,0.7614948
volume_sn_voxels::v70,-0.9754865,0.68571687
volume_sn_voxels::v71,-1.084677,0.60083854
volume_sn_voxels::v72,-1.422088,0.7405206
volume_sn_voxels::v73,-1.1851993,0.42973655
volume_sn_voxels::v74,-1.0142705,0.55851704
volume_sn_voxels::v75,-1.0474232,0.6838594
volume_sn_voxels::v76,-1.1508946,0.7486823
volume_sn_voxels::v77,-1.2876269,0.87437654
volume_sn_voxels::v78,-1.4726812,0.97774756
volume_sn_voxels::v79,-1.4023888,0.6482458
volume_sn_voxels::v80,-1.1069388,0.41413152
volume_sn_voxels::v81,-1.1192191,0.5825088
volume_sn_voxels::v82,-1.418643,0.9273896
volume_sn_voxels::v83,-1.4255513,0.948179
volume_sn_voxels::v84,-1.7983663,1.2463166
volume_sn_voxels::v85,-1.6672722,1.107461
volume_sn_voxels::v86,-1.6874677,0.8260422
volume_sn_voxels::v87,-1.0525115,0.17387378
volume_sn_voxels::v88,-1.3242861,0.5628188
volume_sn_voxels::v89,-1.4038713,0.7095696
volume_sn_voxels::v90,-1.5185493,0.9161029
volume_sn_voxels::v91,-2.0086434,1.2691014
volume_sn_voxels::v92,-2.198483,1.4289836
volume_sn_voxels::v93,-2.153323,1.4007605
volume_sn_voxels::v94,-2.0013669,1.0667375
volume_sn_voxels::v95,-0.9958789,0.17285073
volume_sn_voxels::v96,-1.1809281,0.31371468
volume_sn_voxels::v97,-1.2872592,0.5482735
volume_sn_voxels::v98,-1.5298753,0.8163954
volume_sn_voxels::v99,-1.756675,1.009076
volume_sn_voxels::v100,-2.2359679,1.3551766
volume_sn_voxels::v101,-2.2810338,1.4223624
volume_sn_voxels::v102,-2.1403527,1.2904521
volume_sn_voxels::v103,-0.86027837,0.1697345
volume_sn_voxels::v104,-1.130443,0.40279493
volume_sn_voxels::v105,-1.3740584,0.5903135
volume_sn_voxels::v106,-1.6981351,0.82560176
