Subject_ID,Factor_1,Factor_2
Subject_1,-0.59835047,0.025073959
Subject_2,-0.14625919,-0.8344008
Subject_3,1.1296397,0.7816376
Subject_4,0.12890203,-1.1191268
Subject_5,-0.8452138,-0.86317396
Subject_6,0.21183759,1.1542752
Subject_7,-0.19004087,1.2224287
Subject_8,-0.32880118,-0.1468349
Subject_9,-1.2717967,5.977612
Subject_10,-0.24658433,0.24091248
Subject_11,-0.6250404,-1.1653746
Subject_12,-0.71514475,-0.9959544
Subject_13,1.2985828,6.4530478
Subject_14,-0.58115757,-0.7907255
Subject_15,0.046022613,-0.23885535
Subject_16,-0.015731262,-0.37605038
Subject_17,-0.14243922,-1.4803615
Subject_18,-10.022915,-1.530019
Subject_19,-3.7193158,-1.5938542
Subject_20,-0.18279417,0.50816774
Subject_21,0.012619863,-0.9028091
Subject_22,-1.4173762,0.6657844
Subject_23,-0.014492381,-1.1011636
Subject_24,-0.093451224,-0.64554363
Subject_25,-0.4390291,2.3570118
Subject_26,1.239066,-1.0487546
Subject_27,-0.0396347,1.2742357
Subject_28,0.2479086,-0.53962606
Subject_29,0.33474416,0.36202028
Subject_30,1.7127118,1.1014943
Subject_31,-0.57835066,1.1148953
Subject_32,-0.54448634,-0.8334406
Subject_33,0.5827709,-1.8174003
Subject_34,-0.17336182,-0.71411353
Subject_35,1.2204949,-0.49664685
Subject_36,-0.1401135,1.4397514
Subject_37,-0.0010938135,3.1966057
Subject_38,-0.60445416,0.87754846
Subject_39,-0.2074041,-0.14945811
Subject_40,0.96188354,0.57404536
Subject_41,-0.010968489,1.3254566
Subject_42,-0.29862767,0.44535112
Subject_43,-0.4114792,2.1942692
Subject_44,-0.31339005,0.06426356
Subject_45,-0.11620885,-0.5094028
Subject_46,-2.1449869,3.3463576
Subject_47,-0.5667271,-0.42039445
Subject_48,-0.03995196,1.3287914
Subject_49,-0.029885039,0.38550207
Subject_50,0.71408796,-2.1639662
Subject_51,0.14868969,-0.6504227
Subject_52,0.105404414,0.75096714
Subject_53,-1.120223,-0.40343162
Subject_54,0.33341676,0.21396358
Subject_55,-0.51746583,1.2430736
Subject_56,-0.41701263,-1.2311194
Subject_57,0.91134197,-0.3851292
Subject_58,-0.09984029,2.322132
Subject_59,0.31098554,-0.545106
Subject_60,-1.079313,0.36170557
Subject_61,-0.3168367,1.9589553
Subject_62,-0.4624535,-1.4732096
Subject_63,1.1667788,1.3285816
Subject_64,1.3448901,0.5725008
Subject_65,-2.25103,-3.51629
Subject_66,0.10674047,-0.42900905
Subject_67,0.08574984,0.01619205
Subject_68,-0.017392663,-1.6512526
Subject_69,-1.2675059,-1.9522402
Subject_70,-1.1566195,0.56597626
Subject_71,0.18300028,0.62098897
Subject_72,-0.86167157,1.0058748
Subject_73,0.84948623,0.39407063
Subject_74,2.17688,0.4684368
Subject_75,0.6258744,0.024913305
Subject_76,-0.173221,2.2566187
Subject_77,-1.2199665,0.9589487
Subject_78,0.02737046,1.2822022
Subject_79,-1.6820983,-1.9216763
Subject_80,0.28912005,4.5696406
Subject_81,0.5052173,0.51503164
Subject_82,0.8373391,-0.72847015
Subject_83,0.31461418,-1.9330251
Subject_84,-0.15886101,0.81847924
Subject_85,-1.4187309,1.2446764
Subject_86,-0.049712762,-0.6747799
