Subject_ID,Factor_1,Factor_2
Subject_1,0.05863123,0.59610504
Subject_2,-0.4324556,1.9738086
Subject_3,0.027338734,0.57122195
Subject_4,-1.7293309,0.5711402
Subject_5,0.23316257,-0.5132353
Subject_6,0.111564055,-0.4412445
Subject_7,0.00396712,0.7885579
Subject_8,-0.18187597,0.33148283
Subject_9,1.0411968,-0.497771
Subject_10,-0.12822406,0.44088778
Subject_11,-1.0001979,-0.0019286158
Subject_12,-0.96188784,-1.5115837
Subject_13,-0.40669551,2.0299249
Subject_14,0.97973037,-0.5234554
Subject_15,0.3419219,-1.3945631
Subject_16,-1.4639531,-0.35644975
Subject_17,0.08741719,-1.1743114
Subject_18,-3.9736903,-1.4129708
Subject_19,-0.8125613,-0.97045535
Subject_20,1.4699407,-0.66826314
Subject_21,0.15834326,-0.63770115
Subject_22,-0.5808798,0.8544446
Subject_23,-0.47419384,-2.4342551
Subject_24,-0.11887066,-0.670508
Subject_25,-0.46876812,1.4311693
Subject_26,0.3691201,-0.567013
Subject_27,-0.19729523,1.5817544
Subject_28,-0.52130544,-2.4851408
Subject_29,-0.7547631,0.3304854
Subject_30,-0.608565,1.2031906
Subject_31,2.298617,-1.1047165
Subject_32,-0.31363884,-1.6094068
Subject_33,0.5940367,-1.6903797
Subject_34,0.19694377,-1.8230172
Subject_35,0.34941307,-2.8494895
Subject_36,-0.83124393,0.40590852
Subject_37,-0.1693906,0.57794374
Subject_38,0.6309497,-0.63747466
Subject_39,-0.045054093,0.18938155
Subject_40,0.9136286,0.27197477
Subject_41,-1.7243665,1.5137016
Subject_42,-0.5199268,0.16597916
Subject_43,-0.13351062,1.3549292
Subject_44,1.3418056,-1.6173615
Subject_45,1.8249422,0.6659486
Subject_46,0.59211236,-0.4162204
Subject_47,0.23176865,-0.6873465
Subject_48,-1.2617812,1.7284566
Subject_49,-0.122751445,0.24051209
Subject_50,-0.36358455,-1.3025507
Subject_51,1.4682988,-0.8286111
Subject_52,1.194782,1.5094057
Subject_53,0.44515586,0.33821887
Subject_54,1.3669634,-0.6674051
Subject_55,-0.6631056,2.3264015
Subject_56,-0.525933,-0.38700613
Subject_57,0.3012863,1.1743606
Subject_58,-1.0346775,2.2538095
Subject_59,0.13990903,-0.32006934
Subject_60,0.8122243,0.17421253
Subject_61,-0.92963594,0.2615792
Subject_62,1.265446,-1.465486
Subject_63,-0.028650882,0.76007944
Subject_64,-0.30850193,3.5790207
Subject_65,0.067674205,-1.8784335
Subject_66,0.3367525,-0.6175179
Subject_67,0.17917547,0.83710074
Subject_68,0.95754325,-1.1504695
Subject_69,-1.0065846,-2.1610494
Subject_70,0.036617078,1.1352006
Subject_71,0.14663768,0.52318627
Subject_72,-0.7337066,1.437622
Subject_73,0.20347458,1.0838021
Subject_74,-0.11353354,0.4416176
Subject_75,-0.057095032,-0.12524915
Subject_76,1.3273418,0.6944524
Subject_77,-0.5703177,0.6248547
Subject_78,0.12021205,-0.35073417
Subject_79,0.4784183,-3.342876
Subject_80,-0.49320966,2.0196486
Subject_81,0.10460013,0.39566672
Subject_82,1.119809,1.1686599
Subject_83,2.4103098,-0.57812625
Subject_84,0.44750825,0.45006335
Subject_85,-1.5695589,1.9975208
Subject_86,-0.004030712,-0.79952234
