Subject_ID,Factor_1,Factor_2,Factor_3,Factor_4
Subject_1,-0.06433208,1.1836317,-0.45361772,0.086006634
Subject_2,0.11506025,0.05494615,-0.18075874,-1.507708
Subject_3,-0.8653455,-1.1155654,0.2006562,1.1995474
Subject_4,-1.835081,-1.767648,0.690153,-1.6662562
Subject_5,0.307924,1.5218519,-1.5105006,0.92751485
Subject_6,-0.21227328,-0.07626526,0.24047893,-0.93739706
Subject_7,-0.24049877,0.37041804,0.5265101,-0.055787437
Subject_8,0.5694636,-3.096609,-1.5864899,1.4869304
Subject_9,1.9451123,0.7907856,-0.33998045,2.047404
Subject_10,0.37616014,1.3430737,0.6366946,0.44880033
Subject_11,0.73393357,-1.574874,1.681309,0.15404715
Subject_12,1.0749698,-0.68669784,0.4092069,-0.90280265
Subject_13,0.0641169,0.4536155,1.0683044,2.0403342
Subject_14,-0.8967316,0.46199515,0.43095258,0.7425877
Subject_15,-0.36353084,-0.10577333,0.66812664,-0.64941955
Subject_16,0.09081465,-2.0130713,1.8019322,-0.7335931
Subject_17,0.91338277,1.9578465,-1.3498583,-0.5795211
Subject_18,3.9749985,-1.6730046,-0.030111631,-1.0501065
Subject_19,1.3555315,-0.528521,0.04779576,-1.8480536
Subject_20,0.47043946,1.1459951,1.5192558,1.0575676
Subject_21,0.22868806,-0.37701106,-0.7003173,-0.8098397
Subject_22,-2.2199392,0.53646004,-0.83256686,0.8091631
Subject_23,1.315911,-0.640308,-0.6835469,-1.052976
Subject_24,0.75122434,-0.21842843,0.723823,0.46281525
Subject_25,1.2346902,-0.45016736,-1.0088696,-1.2025546
Subject_26,-0.5188548,-1.5086329,0.8190762,-0.817668
Subject_27,-0.1659689,1.4276111,0.8081957,0.8620078
Subject_28,-0.49233785,0.67783684,0.64365643,-0.87293744
Subject_29,-0.7206583,-1.836722,1.4569463,0.35658577
Subject_30,-0.04150484,0.7269075,-0.29952598,-0.69686383
Subject_31,-0.02962035,-0.27819404,1.1712962,0.89336306
Subject_32,-1.2377173,0.24066015,-0.16571034,-1.1393988
Subject_33,-0.06276221,0.67761,0.400547,-3.0494967
Subject_34,1.4822351,-0.05445222,-0.8124381,-1.1196271
Subject_35,-0.25427908,0.74812156,0.10288218,-0.67719644
Subject_36,0.7252367,-0.70575696,-2.0783973,0.5923449
Subject_37,-0.046664957,0.8042105,0.57715076,0.5845616
Subject_38,1.6209835,0.9390803,-0.848308,1.3289793
Subject_39,0.20967558,-0.59765273,0.6951599,-0.51036394
Subject_40,0.7805783,-0.07782714,-1.0533133,-0.8058064
Subject_41,-0.74011946,-0.7636603,0.17938681,1.3308779
Subject_42,-0.56338173,0.24962614,1.4845601,-0.8921922
Subject_43,0.122759685,-0.21453615,-1.4911829,1.5971235
Subject_44,0.46175158,-1.3770002,0.921579,0.61179495
Subject_45,0.409308,-0.31500906,0.22326788,1.0994372
Subject_46,-0.36369145,-0.1524156,-0.077572085,1.2728506
Subject_47,-0.10082202,-0.3621607,0.18494396,-0.6657497
Subject_48,0.28718767,0.30642956,0.008939902,1.6321211
Subject_49,-1.7301567,-0.89958274,0.83393514,-0.73473525
Subject_50,1.180898,-2.0495157,-0.7895003,-1.6512835
Subject_51,0.04361133,-1.8518083,0.24371384,-1.114994
Subject_52,-0.079908706,-0.6978582,2.094159,1.9011538
Subject_53,0.676859,1.4082595,-1.3344554,-4.509715
Subject_54,-0.5067432,0.19765896,-0.7167622,-1.6744306
Subject_55,0.1006899,0.21105035,-1.1470371,1.6582308
Subject_56,1.3810602,1.18399,0.06684521,-0.5896772
Subject_57,-1.3295033,-0.020342804,0.83175486,-0.40661407
Subject_58,0.44329968,0.1935197,-0.0788774,-0.95219606
Subject_59,-0.050280005,-0.9124633,1.1209054,-0.9913248
Subject_60,0.024051547,-0.8418967,0.16603114,-0.07495146
Subject_61,0.78391564,1.6009431,0.45972246,-1.5486792
Subject_62,0.47706473,1.9970104,-0.5175302,-1.507925
Subject_63,-0.6093995,0.7128135,-0.2098542,0.01704286
Subject_64,-0.10516575,1.0707325,0.036411844,1.0802416
Subject_65,2.8944619,0.947676,-0.46468338,-0.6602887
Subject_66,-2.8829095,-0.53531474,0.8059122,-0.6481735
Subject_67,-0.54845256,1.6788292,1.6587843,1.4052336
Subject_68,1.374692,1.9869735,-0.3777763,-1.0964032
Subject_69,1.814115,-1.1551247,-3.141685,-1.7923572
Subject_70,-0.44005042,-1.069217,0.056823764,-0.69427073
Subject_71,-0.5346446,1.7110249,1.2341971,-0.11056574
Subject_72,-0.2571167,-0.09279511,-1.0812169,0.9432052
Subject_73,-0.6037399,2.0446026,-1.3230109,0.4470949
Subject_74,-0.006441449,1.0839682,-0.6167076,0.89755696
Subject_75,0.6056662,-0.16839227,0.8620211,0.16061461
Subject_76,0.06543901,-0.024037382,-0.13524304,1.196638
Subject_77,0.010094392,1.04144,0.5055657,1.3538276
Subject_78,0.606102,-0.47887844,-0.021210657,-0.1950346
Subject_79,0.9983517,-0.5194354,0.6252283,-1.6147869
Subject_80,0.5150759,-0.180403,0.08503102,2.0171847
Subject_81,-0.40867066,0.35213715,1.2109789,-0.5448874
Subject_82,-0.6618735,1.7007657,0.29711568,0.26105717
Subject_83,-0.6877392,-1.2959071,1.4143759,-1.0184637
Subject_84,0.13830943,-1.9611068,-0.30458328,0.40762472
Subject_85,0.13614053,0.053954337,1.0484222,1.4434898
Subject_86,0.6304781,-1.402942,-0.8052323,-0.6765254
