Subject_ID,Factor_1,Factor_2
Subject_1,-0.77277625,-0.05043196
Subject_2,-1.5592585,-0.40444884
Subject_3,-1.4557656,-0.27774805
Subject_4,-1.5192361,1.0766842
Subject_5,0.7125674,-0.76796234
Subject_6,-0.4215547,-0.15334406
Subject_7,0.059623554,-0.696403
Subject_8,-0.089243494,-0.81813866
Subject_9,2.289466,-0.61404043
Subject_10,-1.2455788,0.25858498
Subject_11,-2.3566535,-0.28893828
Subject_12,-2.2648463,-0.6584101
Subject_13,2.0210865,-0.15589154
Subject_14,-1.2714995,-1.8027303
Subject_15,1.3583186,-0.5990371
Subject_16,-0.54831433,0.76924616
Subject_17,0.5640807,-1.3000989
Subject_18,0.15089318,0.12469867
Subject_19,-0.65595055,0.15954348
Subject_20,0.6441629,2.470474
Subject_21,0.20661606,0.3954741
Subject_22,1.4189912,-0.09746037
Subject_23,-3.7999399,0.35726857
Subject_24,-2.056868,-0.48552862
Subject_25,-0.8252868,-0.1355096
Subject_26,-0.80835974,-0.4085442
Subject_27,0.70630544,0.12102135
Subject_28,-1.4833984,-0.46695465
Subject_29,-0.062695175,-0.73840386
Subject_30,2.197448,0.44231132
Subject_31,0.5534986,-0.46227753
Subject_32,1.1574345,0.30354473
Subject_33,-1.1312641,-0.65742415
Subject_34,1.241349,0.7431789
Subject_35,0.20991434,3.648244
Subject_36,0.6661253,2.1634731
Subject_37,0.5458194,1.4367625
Subject_38,0.42360523,-0.44114822
Subject_39,-1.5852939,0.62974733
Subject_40,1.4821346,1.0282993
Subject_41,1.9147698,-0.4007171
Subject_42,1.6663449,-0.06351624
Subject_43,-0.6291082,1.2611487
Subject_44,-0.44521466,0.33834004
Subject_45,0.7614334,0.069983125
Subject_46,2.2906976,0.05284911
Subject_47,-1.4257925,0.76201224
Subject_48,2.3666637,-0.7501471
Subject_49,-0.78868085,4.038981
Subject_50,0.823073,-0.34066373
Subject_51,1.1535549,1.1444647
Subject_52,-0.7020475,0.496212
Subject_53,-1.3236715,0.07988301
Subject_54,-1.4385234,-0.35691378
Subject_55,2.2985346,-0.6898592
Subject_56,2.1056967,-0.033715893
Subject_57,-2.7667172,-1.5602739
Subject_58,1.6633703,2.4331903
Subject_59,0.28085145,-0.9763542
Subject_60,0.53997684,-0.082015485
Subject_61,1.5980115,1.0733259
Subject_62,0.26301822,-0.19536744
Subject_63,1.707013,0.16060138
Subject_64,2.5175729,0.2566807
Subject_65,-1.510156,0.2212148
Subject_66,1.3573924,-0.045603264
Subject_67,-0.062330525,1.059463
Subject_68,-0.008321209,0.1643024
Subject_69,-1.7001692,-0.24125275
Subject_70,-0.3931195,-0.08762762
Subject_71,0.42571244,-0.48127428
Subject_72,1.1171331,-0.04444776
Subject_73,-1.9020272,-0.07649272
Subject_74,-0.7034944,-0.9752652
Subject_75,1.9253935,1.1881372
Subject_76,1.6505177,0.50194573
Subject_77,1.1981146,1.6488447
Subject_78,-0.9813123,0.744244
Subject_79,-1.4718211,-1.011126
Subject_80,1.3330164,0.00064292125
Subject_81,-2.493787,0.011181584
Subject_82,-2.3616805,-0.8953663
Subject_83,-1.5535715,2.8687701
Subject_84,0.20207398,0.22509222
Subject_85,1.603311,-0.24066463
Subject_86,2.741109,-0.13798212
