Factor_Index,Matches,Match_Rate_%,Status,Mean_Similarity
0,1,25.0,Unstable,0.6510158814489841
1,1,25.0,Unstable,0.4011871609836817
2,1,25.0,Unstable,0.5661872662603855
3,1,25.0,Unstable,0.5446007065474987
4,1,25.0,Unstable,0.6637986209243536
