0,1,2
0.3567479,-0.5551445,0.04195397
-0.71875656,1.406727,-0.9166791
0.13167267,1.1860807,1.3233787
0.50751287,-0.60249573,1.2129102
-0.7062067,-0.6055557,-1.4132777
-0.60403395,0.5085617,1.1317912
1.3801339,0.5536899,1.0326788
-1.4230009,-0.6840639,-1.0936298
0.14195967,-1.251371,-1.1980513
1.6949526,0.110212915,0.3328951
-0.51306075,1.376979,0.22509883
-1.0906062,-1.8563629,-0.17856893
-0.9252336,0.70607305,-0.5604705
0.14834896,-1.3256824,0.12798813
-0.790637,-1.1372427,-1.0240406
-0.13531797,0.55440104,0.3530424
-0.24575613,-1.5449384,0.85887635
0.1711569,-0.3306871,1.0325444
-0.09576875,-0.55100495,-1.0569242
0.6611934,1.2035958,0.3978618
1.7284569,-1.2283485,0.6677361
1.7236425,-1.0785701,0.33690616
1.1824021,0.5319694,1.0771858
0.6834878,-1.648134,0.3544588
0.25081417,0.69239646,1.1504049
0.25027427,-0.43702918,2.2060983
-1.8456948,2.4592075,1.1309422
0.5940374,-0.97803795,0.97352654
-0.0053886985,0.100274526,-0.23554388
0.25779822,0.11695562,-0.19421333
-0.19920148,0.5063939,0.07861553
-0.47401124,0.53712934,-0.12523332
-0.6861069,-0.40566498,-0.31491217
-0.92672485,0.44628367,1.8768526
-0.7553142,0.9543274,1.4267184
-0.30867243,1.088839,-0.67327
-0.8152119,-0.8480286,-0.22930263
-0.91601646,0.00029500693,1.4736276
-0.48667926,0.06969318,-0.15147829
-0.9599625,2.1064296,0.15712093
1.0978851,1.7022756,-1.747201
-0.39490896,0.9146302,0.0066279327
-1.764275,0.5155768,-0.116974436
-0.28371897,0.12790833,0.18277726
1.8901421,0.463581,0.68399197
1.5727252,0.6608801,-0.5339545
0.5393052,-0.62145734,-0.214755
-0.5505822,3.0397074,0.80370706
0.7806269,0.25261104,-2.218986
-0.79587275,0.80161756,0.38608116
0.5476879,-2.1898146,0.43068066
0.85715353,-0.18403661,-0.051130805
0.88234675,-0.27006862,2.1714067
-1.1121393,-0.7955526,1.0802915
-0.10306666,-0.42247316,0.57780033
0.41043106,0.28888908,-1.6290728
0.040040098,0.76013064,0.75405663
-0.0486607,-0.98707217,0.6755899
0.57812834,-0.8704166,-1.1641953
1.1248767,-0.1469839,2.0190325
0.44831508,0.39875427,-2.3302977
0.822869,-0.105584525,0.16706407
0.75964,0.50477415,-1.559807
0.19276704,-0.150038,-0.5497858
-1.0908896,0.18530922,-1.2793418
-2.4387732,-0.11416949,1.2691195
1.0793577,0.7337516,1.3506126
0.15245333,1.3976662,-1.4833461
0.15825243,1.3784175,0.2203784
-0.371735,-0.4028894,1.2077371
-0.7073695,0.1910226,0.59402287
-0.36851564,-0.09620332,-0.33986902
0.18095754,-1.147101,0.5948221
0.10970378,0.05627104,-0.5245253
-0.5542619,0.0549127,0.69823843
-1.1536982,1.3529643,-0.6328762
1.2122351,0.6663937,-1.4217513
-0.95441794,-0.4013147,-0.41484267
0.6031743,1.5902561,-0.98853993
-0.20338576,-0.69183075,1.6078752
-0.80863166,0.94681907,-0.0999188
0.10435468,0.7203749,1.1079167
-1.3396269,1.2052755,-0.31310132
0.845199,0.14048424,-1.3216177
-0.8335007,-0.5350296,0.023825927
-0.1798977,-0.8133535,0.9497608
-1.3762715,0.4766927,0.31876543
-0.7515015,0.26732013,0.5781685
0.056664683,0.35480487,0.9071171
-1.1239388,-0.33200538,0.28693575
-0.9609333,-0.193823,-0.55017287
1.192041,0.8770036,-0.035626553
-0.93969464,0.24835648,-1.7815013
-1.4557555,-0.70496154,-0.111315764
0.3790432,1.6671815,-0.24864711
1.2636635,-0.5389528,0.76975614
