Subject_ID,Factor_1,Factor_2
Subject_1,0.5034872,-0.14571816
Subject_2,-0.6142799,-0.081507176
Subject_3,-0.009079106,-0.24145259
Subject_4,-1.7423483,2.3655436
Subject_5,-0.6253187,0.11712507
Subject_6,0.0532137,-0.5310502
Subject_7,-0.013567404,-0.3163873
Subject_8,0.7143877,-0.20575298
Subject_9,0.42208084,0.283055
Subject_10,0.16959509,0.14764862
Subject_11,0.25233132,-0.06930913
Subject_12,0.3541719,-0.04267653
Subject_13,-0.26458278,-0.6706243
Subject_14,-0.007578808,-0.5168008
Subject_15,0.51588124,-0.33258063
Subject_16,0.9653169,0.7591219
Subject_17,-0.45298576,-0.4225025
Subject_18,0.004264463,-0.07181799
Subject_19,0.91246563,0.9526364
Subject_20,-0.7759399,1.8541083
Subject_21,-0.3763751,0.5746009
Subject_22,-0.7780318,-0.125151
Subject_23,0.6173341,0.65422297
Subject_24,0.07718696,-0.7541095
Subject_25,-0.43549395,-0.1714401
Subject_26,-0.08491602,-0.13610421
Subject_27,-1.2890676,0.20044734
Subject_28,0.16289762,-0.38476425
Subject_29,0.6002747,-0.3741017
Subject_30,-0.3846747,1.5754228
Subject_31,0.72307515,-0.38057923
Subject_32,-0.5590898,0.32564852
Subject_33,0.62315273,-0.8972276
Subject_34,-0.26965517,0.55738294
Subject_35,-0.18633352,0.23120566
Subject_36,-1.7457349,1.2362274
Subject_37,0.40056846,-0.2697158
Subject_38,0.15768601,-0.5187509
Subject_39,1.2989306,0.32056007
Subject_40,-0.81344014,0.632956
Subject_41,-1.3525462,0.017946286
Subject_42,-0.3636114,0.3534971
Subject_43,1.2049131,1.0219687
Subject_44,0.2411441,0.36177477
Subject_45,0.35566854,0.6937817
Subject_46,-1.0091659,0.52117157
Subject_47,-0.94385356,0.7682906
Subject_48,-0.29390037,-0.21754456
Subject_49,-2.0882597,3.0846913
Subject_50,0.16345951,-0.47960582
Subject_51,-0.5922112,0.50246626
Subject_52,-1.3632886,1.066352
Subject_53,-0.4595326,0.18500493
Subject_54,1.1886436,-0.094104335
Subject_55,-0.7198523,0.29183233
Subject_56,-0.4880288,-0.94144595
Subject_57,0.16119164,-1.690807
Subject_58,-0.28055218,0.36430484
Subject_59,0.44786134,-0.9136007
Subject_60,0.92512435,-0.41335383
Subject_61,-1.3115917,0.93699974
Subject_62,0.026596587,-0.45979646
Subject_63,-1.6092792,0.02184771
Subject_64,-0.8913664,0.22822915
Subject_65,-1.0133984,0.24761279
Subject_66,-0.18681645,-0.21673203
Subject_67,-0.62381876,2.2123394
Subject_68,-0.8688684,0.13360018
Subject_69,1.0483197,-0.85583216
Subject_70,0.2117462,-0.82623035
Subject_71,0.060799804,-0.08837444
Subject_72,-0.9730406,0.90231144
Subject_73,-0.041237064,-1.4701382
Subject_74,-1.1987946,0.044998493
Subject_75,-0.9687181,0.7784417
Subject_76,-1.2872504,0.5447018
Subject_77,0.5748483,0.14784308
Subject_78,0.91705996,0.4055073
Subject_79,-0.31936133,-1.5102617
Subject_80,0.31045106,0.28358954
Subject_81,0.47076437,-0.23602468
Subject_82,0.30730143,-0.20415227
Subject_83,1.6875284,2.8486989
Subject_84,-0.76428246,0.18507014
Subject_85,-0.04100258,-0.09180011
Subject_86,0.31616274,-0.06298142
