Subject_ID,Factor_1,Factor_2
Subject_1,0.4144429,-1.3032418
Subject_2,0.40022156,0.7808203
Subject_3,-0.44336915,0.44417065
Subject_4,-1.3947862,-1.0945535
Subject_5,1.1718012,-0.55451626
Subject_6,0.37240705,0.20950924
Subject_7,0.070803076,0.34784716
Subject_8,0.039627824,0.036443673
Subject_9,-0.18070292,0.08792483
Subject_10,0.35180196,-0.7872566
Subject_11,0.08374923,0.06595835
Subject_12,-0.24222608,0.17934261
Subject_13,0.8225317,0.056434155
Subject_14,0.12209099,0.5117474
Subject_15,0.89471275,0.12542099
Subject_16,-0.027490048,-1.520163
Subject_17,-1.3765135,0.0544053
Subject_18,0.24349175,-0.03722156
Subject_19,0.4049207,-0.28789312
Subject_20,-1.2809896,-2.1150327
Subject_21,-0.22544938,-1.4877597
Subject_22,0.6352693,0.24191734
Subject_23,1.7516791,-0.18666886
Subject_24,0.5527075,0.073308595
Subject_25,-0.38599437,0.8427176
Subject_26,-1.2160771,0.037473243
Subject_27,-0.81866205,-1.6463823
Subject_28,0.12273921,0.4132828
Subject_29,-1.0003312,0.16883332
Subject_30,-0.8838282,-0.80384374
Subject_31,0.74146175,-2.00961
Subject_32,0.7002399,-0.040853605
Subject_33,0.3823571,0.37763524
Subject_34,-0.16924933,-1.2364799
Subject_35,-0.7478746,-0.5267609
Subject_36,1.0361831,-0.46740764
Subject_37,-0.005102316,0.31635055
Subject_38,1.1659888,0.7225801
Subject_39,-0.0054283724,-0.21576534
Subject_40,-0.79328704,-1.1568805
Subject_41,-0.15518498,0.46901074
Subject_42,0.029496022,-0.0017732036
Subject_43,0.06255895,-0.098713934
Subject_44,-0.7442529,-0.9139734
Subject_45,0.04917282,-0.010183597
Subject_46,-0.6706724,-0.7045669
Subject_47,-0.760358,-1.8963888
Subject_48,0.54279256,1.6224923
Subject_49,-3.0581503,-2.2291858
Subject_50,0.46777874,0.20821585
Subject_51,-0.4007088,-0.19917566
Subject_52,-0.8470788,-0.99706525
Subject_53,1.0801556,0.001707955
Subject_54,0.58085763,0.35067496
Subject_55,0.035740804,0.028917896
Subject_56,0.2222416,0.11972454
Subject_57,1.5540472,0.86920655
Subject_58,-0.9480684,-0.2556654
Subject_59,0.35973075,0.4056778
Subject_60,0.19488838,0.014937541
Subject_61,-1.4466565,-0.79318976
Subject_62,0.35868192,0.009331003
Subject_63,0.5352138,-0.37862858
Subject_64,-0.7617842,-1.1994822
Subject_65,-0.8212916,-0.43342057
Subject_66,-0.44460136,0.4742532
Subject_67,-1.2763691,-2.1188161
Subject_68,-1.209994,-0.2823408
Subject_69,0.31956047,0.8081877
Subject_70,0.16767396,0.38401055
Subject_71,0.9695764,0.55716115
Subject_72,0.34131265,-0.56409365
Subject_73,-0.11145406,0.016079174
Subject_74,0.50814915,-0.014888068
Subject_75,-2.217904,-0.7362277
Subject_76,-0.48819175,-0.17657588
Subject_77,0.081307106,-0.18202403
Subject_78,-0.3880974,-0.568812
Subject_79,0.6634196,0.5883405
Subject_80,0.19943124,-0.15214513
Subject_81,0.07505901,0.01743475
Subject_82,-0.82281274,0.7331146
Subject_83,-3.4645662,-2.3276615
Subject_84,0.3930241,-0.7684543
Subject_85,0.48293123,0.086545415
Subject_86,-1.564362,0.028008178
