Subject_ID,Factor_1,Factor_2
Subject_1,-0.9631435,-0.811614
Subject_2,-0.47165197,0.7182536
Subject_3,-0.89135987,-0.2943032
Subject_4,1.6185061,-1.1256342
Subject_5,0.5248918,0.73731285
Subject_6,-0.54954314,0.9679055
Subject_7,-0.62954813,-0.31909177
Subject_8,-0.44527677,1.3804001
Subject_9,0.0062495465,0.37058285
Subject_10,0.19735256,0.68181163
Subject_11,-1.1205658,-0.33807132
Subject_12,-0.48936346,0.4571433
Subject_13,-0.37911704,1.9754407
Subject_14,-0.44120124,-1.0081127
Subject_15,-0.15092705,0.30515218
Subject_16,0.6010733,0.5528938
Subject_17,-0.71805364,0.6978184
Subject_18,0.0077226036,0.9520161
Subject_19,0.8751793,1.6252747
Subject_20,1.7306869,-0.09211776
Subject_21,0.84344494,0.42275637
Subject_22,-0.73090184,0.99450725
Subject_23,0.30286306,2.1912513
Subject_24,-0.9474978,-0.09790305
Subject_25,-0.9508341,-1.3580923
Subject_26,-0.6041896,0.26233408
Subject_27,0.43211406,-1.1386476
Subject_28,-0.5051698,-0.8176902
Subject_29,-0.52081496,-0.3706089
Subject_30,0.6348262,-0.5453131
Subject_31,-0.7995402,-0.3782325
Subject_32,0.5002067,1.210117
Subject_33,-0.5122099,-0.6573249
Subject_34,1.2502302,1.034936
Subject_35,1.2378889,-0.88023216
Subject_36,1.0637007,1.1585135
Subject_37,-0.77694166,-0.70589453
Subject_38,-0.50719535,0.039668415
Subject_39,0.32655758,0.62065136
Subject_40,1.5867212,-0.7399842
Subject_41,-0.42411575,-0.8271735
Subject_42,0.4983957,-0.6500581
Subject_43,0.4041163,-0.07038152
Subject_44,1.1319348,1.0073345
Subject_45,-0.009139835,-0.0014338704
Subject_46,0.49111584,1.1321619
Subject_47,2.1637764,0.54040414
Subject_48,-0.30431625,0.19855614
Subject_49,3.168397,0.91479385
Subject_50,-0.31517217,0.5645106
Subject_51,0.3101942,-0.59359753
Subject_52,0.89609766,0.079422295
Subject_53,0.04768748,-1.0365204
Subject_54,-0.53896046,-0.6679959
Subject_55,0.05176562,1.2355211
Subject_56,-0.70690286,1.0479656
Subject_57,-0.5060315,-0.8999883
Subject_58,1.0099087,-0.16435307
Subject_59,-0.08633989,-0.7348393
Subject_60,-0.49515912,0.5539211
Subject_61,0.6178351,0.5624928
Subject_62,0.23266558,1.0772119
Subject_63,0.11403112,-0.929063
Subject_64,0.7299628,-0.55254143
Subject_65,0.5644609,1.316847
Subject_66,-0.35866925,-0.53925467
Subject_67,1.3423946,0.10339267
Subject_68,0.8122709,-0.26917058
Subject_69,-0.80928487,0.9754127
Subject_70,-0.545706,0.15526737
Subject_71,-0.101829134,-0.26512402
Subject_72,0.5569489,-0.33853856
Subject_73,-0.513508,-0.5905675
Subject_74,0.69272745,-0.07524265
Subject_75,1.1884497,0.62720674
Subject_76,0.9158024,0.8034648
Subject_77,0.8033018,1.1002793
Subject_78,0.6804817,-0.20623513
Subject_79,-0.77454776,-1.0507721
Subject_80,0.2723351,0.7730189
Subject_81,-0.25397906,-0.8995384
Subject_82,-0.22351862,-0.90453655
Subject_83,2.6199777,-0.46116844
Subject_84,0.5616926,0.8944882
Subject_85,-0.48828542,-0.8153003
Subject_86,-0.7524943,0.7310333
