Feature,Factor_0,Factor_1
rigidity_left,-0.04787869,-0.7726778
rigidity_right,0.08045173,0.8951167
tremor_rest_left,-0.3044685,-0.012529715
tremor_rest_right,-0.50601655,0.9315489
tremor_postural_left,0.23918685,0.59605056
tremor_postural_right,-0.24294628,1.214606
bradykinesia_speed_left,-0.34344682,-0.602166
bradykinesia_speed_right,-0.033662226,1.1469098
bradykinesia_amplitude_left,-0.43154237,-0.22491854
bradykinesia_amplitude_right,0.11252621,1.1489689
bradykinesia_rhythm_left,-0.26872176,0.21713366
bradykinesia_rhythm_right,-0.32552287,0.89217645
mirrormovement_left,0.09279673,1.2134742
mirrormovement_right,-0.61768925,0.28975308
