Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4
rigidity_left,-0.18687087,-0.0834018,0.12801136,0.082868874,0.034276195
rigidity_right,-0.53826904,-0.2157902,0.0767754,0.019917693,0.44429755
tremor_rest_left,0.40470952,0.33306107,0.032826386,-0.42924476,-0.6323845
tremor_rest_right,0.52406144,-0.15769272,-0.2518846,0.49409744,0.25531116
tremor_postural_left,-0.008850332,-0.32549506,-0.34069306,0.08178768,-0.46765956
tremor_postural_right,-0.184317,-0.7402058,0.54970187,0.29721394,0.1945939
bradykinesia_speed_left,0.901792,0.080324605,-0.28170592,0.4983126,-0.217147
bradykinesia_speed_right,-0.37489188,-0.21468881,-0.0068090954,0.4149707,-0.6826429
bradykinesia_amplitude_left,0.20744419,0.098309174,-0.18951662,0.97413534,0.06631625
bradykinesia_amplitude_right,-0.14060144,-0.7724577,-0.056748766,-0.110149376,-0.035343155
bradykinesia_rhythm_left,-0.47429284,0.3632656,-0.31281155,0.075176075,0.15974736
bradykinesia_rhythm_right,0.14555643,0.49291965,-0.2455382,-0.10674757,-0.17981483
mirrormovement_left,-1.8112825,-0.4935949,0.12981528,1.5047274,0.14777498
mirrormovement_right,0.6349723,-0.49856248,-0.2704376,0.45356962,0.6457796
