Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7
rigidity_left,0.00010720685,-0.0004523046,-0.0009842996,-0.00021967833,0.0019157797,-0.0018870939,0.003037597,-0.0010125985
rigidity_right,-3.2975422e-05,-0.0004922837,-0.0004079155,0.0009113692,-0.00267998,-0.0015903969,-0.00017604268,-0.001627687
tremor_rest_left,0.00013062128,-0.0010099361,2.6556438e-05,-0.0011424178,0.0008608756,0.0018622435,0.0030833709,0.0018154305
tremor_rest_right,0.0004735967,-0.0006798535,0.000115961695,-0.0006144739,-0.0015443034,0.0011212422,0.00072151836,0.001203184
tremor_postural_left,-0.00034298172,-0.0010929153,-0.0006015157,-0.001220116,0.0018024411,0.0016438098,0.0008454121,0.00065822765
tremor_postural_right,4.239781e-05,-2.71044e-05,0.0012867601,-0.00014779219,-0.0034051652,0.0008088423,-0.002644077,0.0013521205
bradykinesia_speed_left,0.0002990377,0.00026721257,-3.4484245e-05,0.000591902,0.0021898318,-0.0013802476,0.002432368,-0.00043502048
bradykinesia_speed_right,1.0141318e-05,2.2451593e-05,-0.0005321867,0.0014177797,-0.0021627697,-0.00028809826,-0.0021936814,0.0014132847
bradykinesia_amplitude_left,0.00042088737,4.2518026e-05,4.8095928e-05,-0.00017450226,0.0026873376,-0.0014877239,0.0020320038,-0.001338937
bradykinesia_amplitude_right,-0.00011062659,6.455101e-05,-0.00029879215,0.001241562,-0.0018659893,-0.0006169748,-0.0021888467,0.001231538
bradykinesia_rhythm_left,0.00028550052,0.0003443418,-5.198149e-06,0.0001712774,0.001103911,-0.001734393,-0.0004079888,-0.002045593
bradykinesia_rhythm_right,0.00019536976,0.00033392198,0.00012251452,0.0006678933,-0.0022315308,-0.0031128114,-0.0037086208,-0.00069956126
mirrormovement_left,-0.0006670708,-0.00048696628,-0.000727473,0.00341016,-0.004947693,-0.0023958473,0.0005566611,0.0015295752
mirrormovement_right,0.00042794866,4.6404646e-05,0.0008142271,0.0016260826,0.00470546,-0.0021083101,0.004290426,-5.9014637e-05
