Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19
Feature_0,-0.2946496,0.017954806,-0.16456124,0.4290453,-0.26505047,0.6735311,0.3486954,0.019437285,0.28991354,0.019008307,0.2563262,0.4031353,0.3207755,-0.5514192,0.12704417,0.014720917,0.4053686,0.19251314,-0.007698236,0.22950593
Feature_1,-0.2199829,0.029089626,0.026593078,-0.24743347,0.6927988,0.5748619,0.30152518,-0.13334048,0.097276405,0.13699295,-0.43440422,0.085255176,0.39507738,0.09441842,0.19801909,-0.17500596,-0.13313653,0.18330759,-0.09626099,-0.03331729
Feature_2,-0.14809328,0.68249995,-0.15104795,-0.071335495,-0.22630024,0.14700367,-0.0052196747,0.35970688,-0.3384389,0.03771341,0.07570239,0.04977307,-0.53205276,-0.101775855,0.33222783,-0.1661348,0.40147606,-0.5038253,0.37572867,0.32262465
Feature_3,-0.36441323,0.3246304,0.013106466,-0.097382106,0.26985532,0.008493994,-0.32168326,-0.103759676,-0.10081501,-0.10420298,-0.33524567,-0.13863023,-0.34862593,-0.09941569,0.19405721,-0.009219619,0.5018419,-0.102340855,-0.1940591,-0.03732753
Feature_4,0.03664945,-0.085884094,-0.15673384,-0.13465849,-0.19872615,-0.04449521,0.27606392,0.13219729,0.012226194,0.22053874,0.09444331,0.38412943,-0.35927105,-0.4208638,-0.01083782,-0.06561607,0.32209313,0.21828422,-0.2527026,0.0949804
Feature_5,0.055837784,0.07414307,-0.1612701,0.12934011,-0.29561773,-0.40321073,0.03968406,-0.05256101,0.43843183,0.31647676,-0.9682732,-0.52223873,0.0825647,0.011645609,-0.39930955,0.19294886,0.21129021,-0.055891916,-0.43042186,-0.20439407
Feature_6,-0.4242995,-0.11360439,-0.26300716,0.027801434,-0.4016189,0.36743635,-0.31468973,-0.008869131,-0.14969936,-0.44636297,0.1518029,0.13263407,-0.19359276,0.09403596,-0.03469156,0.018826082,0.2085644,0.1623381,0.2404202,0.32091555
Feature_7,-0.25746617,-0.23939882,-0.3586459,0.17080356,0.36203074,-0.08234106,-0.12003862,0.47989553,0.17821811,0.3463427,-0.23649018,0.037239145,0.32492277,0.007708073,0.12787458,-0.43214053,-0.13903917,0.13831729,-0.20144811,-0.32074058
Feature_8,0.105940156,-0.48930243,-0.28058916,-0.24769892,-0.21117422,0.60826236,-0.34503543,-0.25827274,0.11734512,-0.7782409,0.008519427,0.18651015,-0.37905803,-0.34696522,0.3633777,0.070482105,0.18603891,0.2756487,0.030480418,0.23933317
Feature_9,0.08770354,-0.1412001,-0.43927395,0.19302154,0.47206557,0.38046002,0.0132062575,0.058746457,0.16765487,0.76241446,-0.13862519,0.01495907,0.19854152,0.2151332,-0.13687122,0.019923886,-0.17570785,0.20992045,-0.29042074,-0.2458271
Feature_10,-0.034565948,-0.21518672,0.03462488,0.08844832,-0.30546546,0.116082124,-0.2818797,-0.16166711,0.36956882,0.06847148,-0.036304906,0.09591012,-0.11785787,-0.028953735,0.08309133,-0.021260232,-0.11191144,0.29826385,0.16348442,0.23889531
Feature_11,0.022027293,-0.26053575,0.051669255,-0.27177846,0.36824822,-0.16700044,0.013011593,0.096963026,0.81690997,0.15963534,-0.5427804,-0.26155177,0.43296003,-0.019926412,-0.23488735,-0.1434956,-0.027350409,-0.07372187,-0.3596716,-0.43913957
Feature_12,0.44733813,0.24536882,-0.4776931,0.059745807,0.790828,0.19400644,0.71323717,-0.3882849,0.425408,0.4984584,-1.6270913,-0.23920177,0.3444892,0.26085955,-0.26289287,0.59260684,-0.02612398,-0.012283105,-0.96150935,0.4488553
Feature_13,0.029156115,0.09774566,-0.5464088,-0.054794516,-1.8229638,0.7387519,-0.033281446,-0.08435483,0.29736358,-1.2820287,0.013523769,0.3365213,-0.84517056,-0.124057665,1.0303861,0.33822563,0.07585293,0.5621927,-0.3405974,1.3547763
