Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19
volume_sn_voxels_feature_0,-0.20092833,1.2359086,-0.23171616,-0.058751654,-0.5174981,-0.5631668,1.5846714,0.95309865,-0.21445745,-0.5222769,0.48268643,0.6476982,-0.24567702,-0.23711194,-0.0057332483,0.60346353,-0.766386,0.70701516,-0.06192016,-0.23577373
volume_sn_voxels_feature_1,-0.13176835,1.4002646,0.7722752,0.57022196,-0.7020833,-0.31457296,1.8638059,0.8784427,0.29231492,1.1324168,0.2993151,0.49332154,-0.17231187,0.05637024,0.26113006,0.6149339,-0.34814623,0.97757167,-0.33000916,-0.58178115
volume_sn_voxels_feature_2,0.22741306,0.08937354,-0.63089186,-0.11532025,-0.15809512,-0.084516615,1.6651176,0.5629634,-0.51906043,-1.0283241,0.30079126,0.2861247,-0.18219936,-0.29420716,-0.8475925,0.25698188,-0.16918124,0.21082059,-0.19854794,0.26788992
volume_sn_voxels_feature_3,0.7015047,1.0699762,0.29415578,0.077574566,-0.64980835,0.31660557,1.3985301,0.49793988,-0.3934282,-0.12263551,0.22558352,0.009488735,-0.16078222,0.23713532,-0.29777488,-0.028420579,-0.06754599,0.19288105,-0.26088202,0.06668156
volume_sn_voxels_feature_4,0.95016974,-0.8904046,-0.1760049,-0.15048559,-0.15239267,0.31997147,1.399033,-0.4020132,-0.31863526,-0.46461284,0.2817872,-0.38248104,0.2382832,-0.047843397,-0.55177903,-0.395206,0.8522502,-0.304619,-0.0049561225,-0.25611395
volume_sn_voxels_feature_5,-0.9013704,-1.5768995,1.0560664,-0.14677535,-0.5525201,0.46562403,1.4876797,1.1279594,0.23070894,-0.6560198,-0.05182643,0.3027277,0.06501117,-0.5292562,-0.42973447,-0.19278632,0.29372528,-1.1343211,-0.015278288,0.90612704
volume_sn_voxels_feature_6,-0.76294905,-1.2371367,0.5347146,-0.44094536,-0.1325821,0.33347654,0.93203527,0.28548488,-0.4839089,-0.5259201,0.5104253,0.49363634,-0.0021305382,-0.06853842,-0.7087112,-0.3542091,0.34104842,-0.18266995,0.39120242,1.3019489
volume_sn_voxels_feature_7,-0.38242984,-1.2303172,0.75405717,0.40281063,-0.80667984,-0.19155478,1.3963003,0.837648,-0.12643078,-0.08133844,0.18263914,0.1223187,0.19973066,-0.023559194,0.14706844,0.506572,-0.2826169,-0.13206123,-1.113946,0.7847541
volume_sn_voxels_feature_8,0.49130234,-1.501213,-0.24627383,0.07177909,0.015611668,-0.9904826,1.3854703,-0.40687788,-0.41502622,0.16081151,0.11911736,-0.22674064,0.05623182,-0.09384989,1.0425644,0.42321357,-0.06921265,0.84796524,-1.2258962,-0.38356048
volume_sn_voxels_feature_9,0.9351752,-1.3624868,-0.37052587,-0.02791679,0.32544655,-1.1917291,1.2324177,-0.65200675,0.028927365,0.19424409,0.17343403,-0.43667784,-0.28617907,0.030329142,1.2376959,0.17768128,-0.20576306,1.034403,-1.3491538,-1.0137709
