Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21,Factor_22,Factor_23,Factor_24,Factor_25,Factor_26,Factor_27,Factor_28,Factor_29,Factor_30,Factor_31,Factor_32,Factor_33,Factor_34,Factor_35,Factor_36,Factor_37,Factor_38,Factor_39,Factor_40,Factor_41,Factor_42,Factor_43,Factor_44,Factor_45,Factor_46,Factor_47,Factor_48,Factor_49
Feature_0,0.0004922791,0.0011954713,-0.0019923102,0.00013328566,0.0035410663,-0.00059819786,0.0011709941,0.0002297336,-0.003624401,0.0024817095,-0.0049236817,-0.0024683918,0.0001924652,0.0009991535,0.0007702135,0.0007955702,-0.001530943,0.0035734123,-0.004612781,-0.0005308861,-0.0021615394,0.0038578522,-0.00033341695,-0.0035340828,0.0014119663,0.0009923717,-0.00070705917,0.00024765052,-0.0005596057,0.0042858697,0.0029510919,0.00499075,-0.0016533746,0.0001553047,0.0048775,6.625935e-05,-0.00040167116,0.00045255342,0.001478613,0.002485738,-0.003284301,-0.0016032744,0.0010098416,-0.0023247346,-0.007760749,-0.0019671808,-0.0006794947,0.0019178564,0.004164844,-0.0033823964
Feature_1,0.0006131009,0.00080624496,-0.0024545663,0.000113331844,0.0035613636,0.00041650524,0.0013037062,0.0010886522,-0.004009645,0.0030922578,-0.0045336974,-0.0027908902,0.0004717078,0.0014593258,0.0010487594,0.00047977117,-0.0010476974,0.003370451,-0.0024709748,-0.0019218365,-0.0014852055,0.003914829,-0.000828508,-0.0029119477,-0.00027824577,0.00048467368,-0.0021341343,-0.00048204474,-0.00048037706,0.0023949142,0.00014834586,0.0011266912,-0.00033655704,0.00018340524,0.0017952257,-0.0026256873,0.00022845628,-0.00092118577,0.0006405559,0.0030168584,-0.0028218247,-4.7978054e-05,-0.0011379985,-0.002026369,-0.0044736406,-0.00041770795,-0.0025756396,0.000300467,-0.0002200037,-0.0008863623
Feature_2,0.00069700694,0.0010152608,-0.0021656496,0.0001238539,0.0038023693,0.00051335746,0.0013839907,0.00080007274,-0.0040182425,0.0028540248,-0.0037359165,-0.0024567184,0.00013920921,0.0005208896,0.00014674159,0.0016126313,-0.00073951785,0.0027997312,-0.0036193887,-0.002301152,-0.0016065678,0.003174108,-0.00031036657,-0.0013105824,-0.0011295895,0.0005513392,0.00011330694,2.2988905e-05,-0.00053762214,0.0014012896,0.0015051807,0.0018439493,-0.0016290093,0.00042783047,0.0015617642,-0.00037781452,0.0002435903,0.00037578514,0.0012111639,0.0019826884,-0.0027251865,-0.0014432909,-0.00036390443,-0.0013610196,-0.0043820944,0.0006296799,-0.0008953614,-0.0003754521,-0.0008392016,-0.0017269572
Feature_3,0.0007256715,0.001096032,-0.001651613,-2.176513e-05,0.003753609,0.0003644987,0.0014639087,0.00059860095,-0.0040346025,0.0019651896,-0.002194181,-0.0011804694,-1.8665542e-05,-0.00054177304,-0.00069976633,0.0019991002,-0.00012744564,0.0021232457,-0.00433701,-0.001623946,1.3321265e-05,0.0020802761,0.0004133526,-0.0006297202,-0.0018832454,0.0010745871,0.0025580525,0.00047603407,-0.0005615062,0.0014084559,0.0011781527,0.0038185557,-0.0010261897,0.0003169211,0.0010467881,-0.00039247982,-0.0011153083,0.0003909676,0.0006672485,0.00075091264,-0.00040276098,-0.0023699203,0.0012032326,-0.0015778139,-0.0046217255,0.0011848634,0.00028124952,-0.0018911111,-0.002262367,1.1248448e-05
Feature_4,0.0008947228,0.0015033721,-0.0013918118,8.856895e-05,0.0042835316,0.00039618785,0.0015153835,0.00040924049,-0.0040984964,0.0010711643,-0.0009716265,-0.00019604043,0.00043562936,-0.00064177933,-0.0023834868,0.0022001676,0.00019751834,0.002271097,-0.004688787,-0.0022897043,0.0020093708,0.0019446743,0.0025782608,0.00017073817,-0.0013335864,0.0012547538,0.004444956,0.0007234942,-0.0007670526,0.002112427,0.00023543913,0.0077256607,-0.0006867405,0.0016876673,0.00070528075,-0.00032295758,-0.0009809097,0.0008289177,0.0025306526,0.0034174758,0.0010336088,-0.0015405697,0.00058327656,-0.0009288108,-0.0013050133,0.0020026301,0.0009745043,-0.002992969,-0.0015469223,0.00016774611
Feature_5,0.00073296897,0.00012919931,-0.00226277,-0.00027108096,0.0026188167,0.0006335048,0.0007472306,0.0018057405,-0.0020048472,0.0034540961,-0.0040638545,-0.0013630387,0.0004444726,0.0032976372,0.0029519317,-0.00022457253,-0.0016172535,0.001881992,0.003832594,-0.0035854385,0.000525533,0.0019368596,-0.0051725646,-0.0034356143,0.0028322365,-0.00013549687,-0.0041166414,0.00082763605,0.0034052525,0.0017012621,-0.001993619,0.0020347866,0.002816525,0.001804207,7.9031975e-05,-0.00788749,-0.00038704014,0.0016849136,-6.54804e-05,0.0030625178,-0.00054808386,0.00046617628,0.0018796665,0.00010384431,0.0014629551,-0.0004069871,-0.0035249267,0.0002774635,0.0005393208,0.0013712267
Feature_6,0.00059041526,0.0002289776,-0.0023114383,-0.000116720905,0.002842103,0.0007548439,0.00071310403,0.0016194454,-0.0022092029,0.002990912,-0.0037706462,-0.002331587,0.00061367056,0.002049551,0.0023582266,-0.00017176256,-0.0011662655,0.0019538652,0.0023922983,-0.0032552495,4.550224e-06,0.0022753472,-0.003645726,-0.0023670024,0.0021787893,-0.0003252514,-0.0036407406,-0.00067504967,0.0012066069,0.0011852148,-0.000670871,0.0009448085,0.0010099153,0.0016673337,0.0003459963,-0.0044047427,5.639494e-05,-8.561356e-05,0.00079804007,0.0042178715,-0.00086964824,-0.0011931972,-0.00041547284,-0.00013045786,0.00089185534,0.0004195249,-0.0042636003,-0.003629005,0.00036321054,0.002564183
Feature_7,0.0006238371,0.00040575382,-0.0022954955,-0.000101532234,0.0030629048,0.0008665372,0.0007351027,0.0016857473,-0.0027648895,0.0031274373,-0.0034693275,-0.0024671894,0.0003786516,0.0010784508,0.0016339808,0.0005079107,-0.00066893635,0.0022268505,-4.2222087e-05,-0.0026769375,-6.668212e-05,0.0019887928,-0.0028105523,-0.0023903642,-0.0001020043,-7.587818e-05,-0.0029681278,-0.0006875512,0.00031588174,0.0003817974,-0.00062116625,-0.0010706031,3.010247e-05,0.0007324284,0.00045229497,-0.0025254346,-0.0010898616,-0.00057930226,0.0014444396,0.0020862792,-0.0031272122,-0.0010430104,-0.0015068952,-0.00078066386,0.0002238988,0.00029667906,-0.004983643,-0.0003440126,-0.0017564605,0.0012297262
Feature_8,0.0006138095,0.00048167515,-0.0021293655,-0.00012806215,0.0031553006,0.0010735154,0.0010408495,0.0011818196,-0.0029122604,0.0026736285,-0.00241094,-0.0021430873,0.0004570016,0.0009235529,0.0007151971,0.0007620723,4.4670378e-05,0.0015828927,-0.0009502609,-0.0025005757,-0.0001595286,0.0011313834,-0.00078608433,-0.0016108688,-0.0021667038,-3.1783668e-05,-0.0020487017,-0.00048714355,-0.00015220827,-0.0006240034,-0.00011874276,-0.00192941,-0.0003661918,0.0007120326,0.0009406477,-0.0007954525,-0.000111882626,-0.0015907497,0.00026028315,0.0017078631,-0.002634433,-0.00017822829,-0.000568897,-0.00031938482,-0.0015363954,0.002257027,-0.0016839033,-0.0005414912,-0.001732404,-0.0004696111
Feature_9,0.0007363853,0.0007632487,-0.002021521,-0.00018347178,0.0034113927,0.0012856731,0.0014146864,0.00082539464,-0.0034439198,0.0024164414,-0.0015661919,-0.0015238479,0.00030482904,0.0001147378,0.00019904098,0.0015803234,0.00023816088,0.001004708,-0.002594434,-0.0020747117,0.00021249792,0.0020462626,-0.00041507598,-0.0019912177,-0.0031039699,-0.0010136596,0.00020573709,0.000117721356,-0.00041184982,-0.0010630804,0.000107482505,-0.0010160814,-0.00175432,0.00038577718,0.0015359445,-0.0004132059,0.0005380524,-6.37343e-05,0.00021215499,0.00045786868,-0.0003254265,0.0002436642,-0.0007885988,3.0742427e-07,-0.0023936883,0.0019282042,-0.0009920291,-0.00045365893,-0.0032041098,-0.0005251271
