experiment_id,experiment_name,status,duration_seconds,duration_formatted,start_time,end_time,num_samples,num_chains,K_values,cv_folds
sensitivity_analysis_20251006_001018,sensitivity_analysis,completed,541.633001,9.0 minutes (542s),2025-10-06 00:10:18,2025-10-06 00:19:20,2000,4,"[5, 10, 15]",5
