Subject_ID,Factor_1,Factor_2,Factor_3,Factor_4
Subject_1,-0.44401276,-2.2292738,1.3229879,0.009879418
Subject_2,-1.5542123,0.46951184,0.37149376,0.5241301
Subject_3,-0.06543341,-0.6792214,-0.35043785,0.0049983067
Subject_4,-0.34469166,-2.0408986,0.86549103,0.45370337
Subject_5,-0.03494634,-1.4804425,0.7411741,-0.6152026
Subject_6,-0.42766938,-0.07277336,0.4003117,-1.3686606
Subject_7,-0.015704436,-0.040855005,-1.109071,-0.7093651
Subject_8,-0.5069528,0.3237902,0.5540734,-0.338144
Subject_9,-1.856546,0.6640111,0.2739221,-2.4084027
Subject_10,-0.750986,-0.5920792,-0.3901269,-0.9467036
Subject_11,1.1411282,-1.043688,0.17802711,0.12385516
Subject_12,1.3933142,-0.040113878,-0.4420093,-1.7359285
Subject_13,-1.6686149,2.3131788,-0.109521806,0.78535116
Subject_14,0.66018516,-2.6716363,0.13114554,-0.14772835
Subject_15,-1.424135,-0.105161235,-0.22869422,-0.7524875
Subject_16,0.7767376,-0.4559246,-0.1940239,0.4045576
Subject_17,0.43766904,0.09913522,-1.9177523,-0.3813671
Subject_18,9.1251955,2.2209141,-0.96423423,1.5230434
Subject_19,2.3331652,0.076616235,-2.329501,-0.65162724
Subject_20,-0.5343223,-0.0063678143,-1.6377277,-0.2657444
Subject_21,0.75140834,0.11397531,-0.5167572,-0.5435489
Subject_22,-0.8972576,-0.4214128,0.16011588,2.0103598
Subject_23,1.2470368,0.77416664,0.8397467,-1.1979973
Subject_24,-0.08990113,-1.1447115,-0.374309,0.68243796
Subject_25,-0.900855,0.22188185,1.4086081,0.637279
Subject_26,0.36445943,-0.47632754,0.71161604,-0.9123944
Subject_27,-0.7827916,-0.973277,-1.2989471,-1.3580949
Subject_28,0.8368101,-0.78715265,0.40509513,-0.15488872
Subject_29,-0.3975285,1.5526483,1.1483033,0.9829651
Subject_30,0.75104463,0.7317584,0.03316824,2.168199
Subject_31,-0.6672553,-1.0316335,2.0569384,0.8077214
Subject_32,1.210091,0.29224503,-1.876265,1.4500557
Subject_33,1.4629102,0.3906241,-0.48610628,-1.2544014
Subject_34,0.8648657,1.3014503,-0.41632798,-0.8225041
Subject_35,0.5628423,1.8798867,-0.43229544,-2.7432804
Subject_36,-0.44866216,-1.4523306,0.6166218,-0.26008412
Subject_37,-0.80940634,0.8681407,1.8769833,0.9146742
Subject_38,-1.0440222,-0.40944943,-1.3578776,0.56657207
Subject_39,-0.7881131,-0.9325328,2.273228,-1.3693182
Subject_40,-0.26471394,-0.05445974,0.38728923,0.018858764
Subject_41,-0.6490913,1.150753,-2.1612322,-0.80179816
Subject_42,-0.22257696,-1.0184498,-1.0666567,0.8611551
Subject_43,0.9612919,0.31572664,-0.23848733,-1.7285669
Subject_44,-2.701781,-0.46337998,-1.0413147,1.1721269
Subject_45,-0.51976335,0.021563405,1.0273393,1.123419
Subject_46,-0.77168256,-1.2533611,0.17012872,1.4689064
Subject_47,0.21365438,2.2465572,-1.7306958,0.1637797
Subject_48,-1.2929173,1.2066575,0.8356075,-0.12991704
Subject_49,-1.1919736,0.067233905,-1.8579562,-0.35764435
Subject_50,1.5738835,1.630034,-1.3185917,0.6344996
Subject_51,1.0558109,-0.13514395,-0.35712355,0.92789096
Subject_52,-0.35114425,-0.32297736,0.09020296,-1.9645305
Subject_53,0.7316289,-1.5678421,-0.10182571,-1.1286055
Subject_54,0.6847935,-0.535665,1.6849526,0.5787706
Subject_55,-1.1540331,1.3077891,0.069099024,-1.3766539
Subject_56,0.6996952,1.185919,0.36449292,-1.1498322
Subject_57,-1.2323852,-0.24591409,-0.6706835,0.014312789
Subject_58,-1.2526131,0.9144068,0.015596495,-0.5791089
Subject_59,0.7732423,0.5861098,-0.10948489,-0.9968749
Subject_60,0.11306937,0.64935976,1.7305721,-1.3645796
Subject_61,-0.8082753,-0.37078336,-2.3117669,1.0309771
Subject_62,1.4427712,-0.042912804,-1.6131678,-0.5629137
Subject_63,-0.055274934,-1.3609011,1.9901954,-0.06533464
Subject_64,-1.0640786,0.13730134,-1.7872118,1.825468
Subject_65,-1.2507017,-0.7029882,-1.7471209,0.5483367
Subject_66,0.43100464,0.45584825,1.6842866,1.0908679
Subject_67,0.027397137,0.059490338,0.24220322,1.1779134
Subject_68,1.5005331,-0.5245174,-0.33175707,1.2991494
Subject_69,3.1804326,0.46670777,0.72139823,-2.305178
Subject_70,-0.48927543,0.08184363,1.6402849,0.25158668
Subject_71,0.7502772,-0.24525788,1.9138253,1.3790082
Subject_72,-0.8933043,-0.18357971,-0.4608836,1.209828
Subject_73,-1.7182947,-1.2680452,-0.54065037,0.024437284
Subject_74,-0.54681593,-0.23095828,-0.69206476,1.7397149
Subject_75,-0.3208814,0.04391278,-0.0806348,0.6527809
Subject_76,-0.9827132,0.004694211,0.23380278,-1.6334412
Subject_77,-0.9326225,-1.3212417,-0.21972075,-1.1532019
Subject_78,0.09969137,-0.19701655,-1.1839072,-1.0461345
Subject_79,1.2577869,-1.2787554,-0.8909929,-0.17134015
Subject_80,-1.8382113,0.5988808,-0.63385403,0.53938144
Subject_81,0.20638381,1.2161797,0.33020234,-0.60933924
Subject_82,0.41063532,1.1151558,-0.3378781,0.59169555
Subject_83,2.9033194,-0.85203063,0.07478638,-0.77634335
Subject_84,-0.42234656,1.8286667,-1.3412781,1.3728637
Subject_85,0.55761886,0.9418231,-1.7682475,-1.1216358
Subject_86,1.0859005,1.5031595,-0.24588896,0.94615775
