Subject_ID,Factor_1,Factor_2
Subject_1,-0.136132,0.5237843
Subject_2,-0.08493954,-0.44125053
Subject_3,-0.349046,0.11670029
Subject_4,2.1937585,-1.5703614
Subject_5,0.9785298,-0.5091083
Subject_6,-0.30121723,0.65125906
Subject_7,-0.40608847,0.15869676
Subject_8,-2.354123,0.6111726
Subject_9,0.20812571,0.058934428
Subject_10,-0.23639609,-0.15429495
Subject_11,-0.020447653,0.34659618
Subject_12,-0.63292205,1.3769044
Subject_13,-1.1918666,0.4836907
Subject_14,-0.06306097,-0.16808733
Subject_15,-0.3937959,0.04504883
Subject_16,0.9416095,-0.20108949
Subject_17,-0.8455586,0.85720116
Subject_18,-0.83048433,-0.17929286
Subject_19,-0.7049122,-2.4041996
Subject_20,2.1590607,-2.4175107
Subject_21,0.6861794,-0.26243564
Subject_22,-0.2954324,0.12653285
Subject_23,-2.590024,-2.542852
Subject_24,-0.95771754,0.2465297
Subject_25,-0.11285416,0.05448627
Subject_26,-0.16190915,0.12780201
Subject_27,0.5655494,-0.43939576
Subject_28,1.4866502,-0.70760185
Subject_29,-0.86780834,-2.026113
Subject_30,0.4922159,-0.26179013
Subject_31,-0.054703217,0.23520152
Subject_32,-0.09264286,-0.5732036
Subject_33,-0.6074836,0.15071163
Subject_34,0.24942663,-0.9024262
Subject_35,0.8225211,-0.5663784
Subject_36,0.9477674,-1.6600925
Subject_37,1.1799022,1.0108194
Subject_38,-0.11753701,0.26195863
Subject_39,-0.22136176,-0.58798933
Subject_40,1.0990599,-1.2020873
Subject_41,0.66154605,0.019567138
Subject_42,0.6112875,-0.004276853
Subject_43,0.5355581,-0.07137012
Subject_44,0.13756517,-0.12146499
Subject_45,-0.17454895,0.045586307
Subject_46,-1.2223318,-0.060481936
Subject_47,1.6513672,-0.90578586
Subject_48,-0.02769324,0.23962182
Subject_49,5.036523,-4.1676846
Subject_50,-0.028723266,0.07290953
Subject_51,0.2555553,-0.35765448
Subject_52,0.66342455,-0.4283986
Subject_53,0.8046077,-0.011154048
Subject_54,0.47569585,1.1121536
Subject_55,0.04191306,0.45158997
Subject_56,-0.318168,0.4755307
Subject_57,-0.31864497,0.714616
Subject_58,0.42236426,-1.1120529
Subject_59,0.91423035,1.4808886
Subject_60,1.7021896,0.10086772
Subject_61,1.3008722,-4.4380054
Subject_62,-0.9079309,-0.058402862
Subject_63,-0.09211873,-0.2635945
Subject_64,0.20420453,-1.6846228
Subject_65,0.13073234,-0.2596716
Subject_66,0.044525504,0.23782039
Subject_67,-1.2353251,-1.7630876
Subject_68,0.110169426,-1.7702944
Subject_69,1.6852292,0.27743158
Subject_70,-0.1791625,0.76922977
Subject_71,-0.27331537,0.27502283
Subject_72,0.072797336,-0.005110003
Subject_73,-0.29540038,1.2905742
Subject_74,0.21112928,-0.14861639
Subject_75,0.46357968,-0.39253062
Subject_76,0.6540638,-0.34320796
Subject_77,0.0041593825,-0.123823956
Subject_78,0.8918081,-0.6415489
Subject_79,-0.9773397,0.76728475
Subject_80,0.16024318,-0.026219178
Subject_81,-0.026422836,0.028622923
Subject_82,-0.9388823,1.6406653
Subject_83,3.1567838,-3.5330722
Subject_84,-0.23267129,-0.5943264
Subject_85,0.48325562,-1.0169216
Subject_86,0.07546256,0.26108974
