Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19
volume_sn_voxels_feature_0,-0.24458282,-0.846542,-0.614897,-0.18540108,0.42994317,-0.209232,0.21207763,0.029456193,0.3900043,-0.28611127,-0.122017056,0.6506695,-1.1431266,0.11934245,-0.3467695,0.8986261,-0.36717778,-0.24252188,0.2730546,0.6469593
volume_sn_voxels_feature_1,-0.51353973,-0.76815933,-0.4328871,-0.2529449,0.16577159,1.1606467,-0.0409022,0.15374069,0.44224238,-0.39948052,-0.33184633,0.3812526,-1.2687088,0.49238554,0.033830583,0.7194336,-0.6845056,0.8537336,0.69107413,0.81003624
volume_sn_voxels_feature_2,0.07551124,-0.42908618,-0.1913889,-0.3743749,0.25690725,-1.0410289,-0.21688752,0.09876164,0.19730139,0.010182476,-0.0012880878,0.07036437,-1.3467901,7.4850344e-05,-0.39984655,0.5923917,1.18574,-0.47239092,-0.5261007,0.4160382
volume_sn_voxels_feature_3,-0.1968627,0.04250879,0.02433997,-0.115274,0.1350112,0.1731704,-0.6175272,0.11167177,0.07331208,0.38493997,-0.2670746,-0.19388887,-1.344013,0.3228609,-0.124796145,0.40910143,0.9671565,0.4004484,0.080505565,0.7587285
volume_sn_voxels_feature_4,0.01349001,0.082416505,0.12323645,-0.026331568,0.0023908578,-0.3318635,-0.9137833,0.25571722,-0.280063,0.27632448,-0.13172941,-1.0828856,-1.2253768,-0.007910184,-0.09547437,-0.07861388,1.46735,-0.21542585,-0.39895612,0.0916056
volume_sn_voxels_feature_5,0.3020259,0.9601371,-0.23730825,-0.23587354,0.02445995,-0.96088886,1.080981,0.18602885,0.02428691,0.65027285,1.1826608,-0.46155962,-1.1531116,-0.20744786,-0.68513525,1.2179006,1.3922476,1.0696343,-0.64712185,0.7350451
volume_sn_voxels_feature_6,0.7457909,0.10900175,-0.25974143,-0.7606212,0.13776253,-0.78961825,1.0578797,-0.34454125,-0.20808865,0.05967616,0.9228993,-0.42199457,-1.3255552,-0.30476937,0.13152792,0.8669616,1.095963,0.39332798,-0.78766483,0.55219215
volume_sn_voxels_feature_7,0.27662274,0.63595223,-0.0031130486,-0.30336994,-0.20483828,-0.26898107,0.70887566,1.0673865,0.45431215,0.10087238,0.7342212,0.13177015,-0.18699542,0.27838054,-0.29178795,1.06725,1.2730318,1.0638655,0.041810546,0.70526403
volume_sn_voxels_feature_8,0.2578823,-0.7557915,0.24314912,-0.28624833,-0.082653806,0.09280687,-0.2319212,1.1817439,0.33558726,-0.96501034,-0.14196162,0.23491858,-0.56895113,0.05054396,0.20571528,-0.13332084,1.3354999,-0.24184485,1.1341388,0.115130834
volume_sn_voxels_feature_9,-0.23624675,-1.210244,0.260127,0.19734454,0.41137335,0.07668806,-0.7341731,1.3093891,0.3202309,-1.1456541,-0.63896286,0.21928969,-0.23450547,-0.20223069,0.051585797,-0.5573486,1.4206047,-0.4568213,1.2323532,-0.28907147
