Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19
rigidity_left,0.019763825,-0.027424164,0.29647467,0.101927586,-0.05656132,0.059695367,0.07945628,-0.16677733,-0.20803274,-0.13291782,0.119123206,-0.1575929,-0.19058178,0.110689096,-0.16602208,-0.071474634,-0.040024783,0.43505368,0.01422611,0.11899762
rigidity_right,-0.03818469,0.13208014,0.23444597,0.09230492,0.016461013,-0.15315357,-0.055513214,-0.12105029,0.26359606,-0.19276255,-0.23225915,0.0017222564,0.16641639,0.021066194,-0.05880094,0.14437613,-0.0767948,0.1786785,0.0522083,-0.006901196
tremor_rest_left,0.23745434,0.01662988,0.04336367,-0.008951038,-0.14119619,-0.18532632,0.014150471,0.06367461,-0.16121954,-0.21864587,-0.08919887,-0.28355944,0.10848302,0.03392251,0.04433405,0.025751254,0.04691292,0.027531369,-0.034024507,0.3743509
tremor_rest_right,0.19082652,-0.21051748,0.16821998,0.025461217,-0.05765212,0.16523848,-0.19287167,-0.05556834,0.053341266,-0.10069787,-0.07688687,-0.122609094,-0.11542191,0.022232033,0.12384696,0.2711631,-0.03386179,0.13906455,-0.15296136,0.06112782
tremor_postural_left,0.12383976,-0.014100406,0.27613777,0.09129995,-0.23829858,0.0056877187,0.28008297,0.23853904,-0.16937742,-0.07283068,-0.0075838654,-0.14704975,0.18669157,-0.054575734,0.07698481,-0.15228842,0.022566503,0.16530782,-0.040211964,-0.0014181746
tremor_postural_right,0.07531654,0.047092866,-0.20846015,-0.008113079,-0.024247263,-0.14846115,-0.18174686,0.094010346,-0.06595841,-0.16785058,-0.13273573,0.030762536,0.024916697,-0.08376717,-0.07844558,0.36163703,-0.042339165,-0.3980804,-0.072242826,-0.03125421
bradykinesia_speed_left,-0.0780769,-0.061073955,-0.0925574,-0.03465853,-0.18443255,0.1312063,-0.18242258,0.13459446,0.09404058,-0.046865083,0.4180269,0.018904235,-0.10397467,-0.19358024,0.2888141,-0.15724969,-0.23350322,0.2158115,0.0990041,0.16293736
bradykinesia_speed_right,-0.2510066,-0.1127566,-0.13682944,-0.24243425,0.33526152,-0.039520737,-0.34189746,-0.122253135,0.28742516,0.07439622,0.09165571,0.19973566,0.06289992,-0.08653864,-0.16064267,0.0038681352,0.23050837,0.0018222239,-0.016820466,0.111410804
bradykinesia_amplitude_left,0.29177397,0.08560037,-0.056068953,0.058392584,0.08421188,-0.19477785,-0.3151968,-0.037592467,0.13511135,0.0016511682,0.40784147,-0.20483547,-0.0780328,0.06879655,-0.104868814,-0.24871142,0.11250162,-0.021452898,0.15506165,0.12231262
bradykinesia_amplitude_right,0.032707214,-0.18709531,-0.17043595,-0.07493156,0.17067425,0.13317797,-0.21971409,-0.14008044,0.37504563,-0.13334253,-0.18524857,0.5210361,0.21213272,0.09820705,-0.30331707,0.10618515,0.06666026,0.036786865,-0.010292174,-0.05063927
bradykinesia_rhythm_left,0.058905788,-0.051322926,0.06338248,0.23503152,-0.25144127,-0.19485049,-0.24153776,-0.18906914,-0.3080206,-0.06735576,0.23027717,-0.076521076,0.22637105,-2.2958195e-05,-0.1134756,0.00904037,-0.0019928454,0.32890853,0.24279924,-0.08004536
bradykinesia_rhythm_right,-0.20972243,0.053659063,0.14348869,0.09704774,0.16237833,0.12562257,0.15138987,-0.26125512,0.050163463,0.028671274,0.32001966,0.7480022,0.25816423,-0.005214833,-0.1613978,0.35864562,0.06499522,-0.5645408,-0.036622144,0.042687993
mirrormovement_left,-0.42109644,-0.14324468,-0.13940986,-0.073692635,0.17857222,0.21304967,0.25399646,0.105740234,0.9176298,0.019028345,-0.22994539,-0.11499006,0.1757409,0.22079147,-0.17227192,0.8642583,0.21574387,-0.4874657,0.08620749,1.0146806
mirrormovement_right,0.08917768,0.27376002,-0.2860751,-0.014111992,-0.9608544,0.1342764,0.016260466,0.08194579,-1.2687569,-0.1893605,0.65462327,-0.2731294,-0.24822502,0.102789015,-0.022835277,-0.028892752,0.05760354,1.3781387,0.37971973,0.081406824
