Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19
volume_sn_voxels_feature_0,-0.45973462,1.5047739,0.16949959,-0.3019214,0.46020585,0.08381797,0.17668107,0.9274833,0.14301978,0.34922445,0.07871463,-0.48093876,0.20954436,0.4687042,0.55387986,-0.27098483,1.4799947,-0.9521676,0.21544053,0.5423372
volume_sn_voxels_feature_1,-0.6840987,1.3120911,-0.70551884,1.1678134,-0.34418127,-0.053717226,0.27082288,1.0081224,-0.35438326,0.37617168,0.6545815,-0.7215877,0.67578447,-7.783961e-06,0.1730402,-0.15358983,1.3143767,-0.864528,-0.044124123,0.72851396
volume_sn_voxels_feature_2,-0.17094491,1.4876138,0.602279,-1.2069056,0.43224263,0.47295117,0.7705994,0.7378565,0.53902423,0.12203192,-0.109099045,0.007994654,-0.20043662,0.1682818,0.035301507,-0.2473344,1.3179586,-0.4846062,0.050263938,0.29763618
volume_sn_voxels_feature_3,0.1852802,1.167873,-0.37056082,-0.073377624,0.3050916,0.8319258,0.12501281,0.65014404,0.01885688,-0.016848093,0.23109314,0.103792116,0.31955737,0.2033179,-0.2815753,0.083607145,1.1607732,-0.6824426,0.09574362,-0.076401114
volume_sn_voxels_feature_4,0.38247973,1.4530139,0.24002814,-0.42940238,0.51930207,1.101188,0.18915467,0.08196964,0.3198642,-0.15660216,-0.08533581,0.21185315,-0.11109041,-0.033783466,-0.9612927,0.33605102,0.70607847,-0.31159076,0.27211604,-0.010420916
volume_sn_voxels_feature_5,0.64732945,1.7781777,-1.2676201,-0.69346833,0.37120017,-0.86258847,-0.2985855,1.0920335,0.013900465,0.28138748,-0.5341229,-0.04718035,-1.2361748,0.5510879,-0.047441565,-0.01261928,-1.5667971,-0.54005647,-0.019234627,-0.8199798
volume_sn_voxels_feature_6,-0.22108857,0.83970743,-0.5653613,-0.6153827,0.04575863,-0.5623306,0.75633425,0.18098012,0.59193623,0.43740836,-0.53683865,0.15292852,-1.1919855,-0.13391721,-0.108031005,-0.23088679,-1.3115363,0.0006012353,0.027083728,-0.03152462
volume_sn_voxels_feature_7,-0.20792773,1.6856039,-0.9031917,-0.2567975,0.28211477,-0.34637237,0.107495606,0.9652884,-1.0414753,0.45245463,0.18062495,-0.47049838,-0.85348564,0.06482293,0.11611936,-0.025737802,-1.5648414,-0.41745892,-0.30498478,-0.4014722
volume_sn_voxels_feature_8,-0.9855294,1.3053011,0.28434774,-0.027777186,-0.25886163,0.60799646,0.31145918,-0.44000927,-1.3375064,-0.067921296,0.13590527,0.16745408,0.37466186,-0.4148454,0.17928842,-0.24855332,-1.4501069,-0.083211124,-0.4657029,0.67524517
volume_sn_voxels_feature_9,-1.207667,1.9882659,0.53476596,0.14766748,-0.76768476,0.9514094,0.1206074,-0.93457884,-1.7117782,-0.3313541,0.00046413578,-0.24954468,1.0048792,-0.39916,0.21014538,-0.5728438,-1.5130143,0.101274446,-0.40800634,1.0327865
