Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4
rigidity_left,-0.53303516,0.13569629,0.17064092,0.8699831,1.0728164
rigidity_right,0.69008124,-0.6741423,-0.110927925,-1.0764369,-0.75742203
tremor_rest_left,-0.094125226,1.1553837,0.5526835,-0.48474902,0.6319239
tremor_rest_right,0.70463,1.0508525,0.6398609,-1.1878474,-0.03580968
tremor_postural_left,0.58753365,1.0820019,-0.7600519,-0.8469245,1.1598953
tremor_postural_right,0.92135876,-0.1024509,0.116922945,-1.268039,0.16941135
bradykinesia_speed_left,-0.6333551,-0.09933054,0.34369215,0.7841211,1.0739391
bradykinesia_speed_right,0.8624337,-0.972453,0.024104364,-1.123439,-0.70493877
bradykinesia_amplitude_left,-0.41650593,-0.17106129,0.2915751,0.52170825,1.2533636
bradykinesia_amplitude_right,0.97516793,-0.98473144,-0.05555167,-0.8883407,-0.7802865
bradykinesia_rhythm_left,0.1045269,-0.6649427,0.14887132,-0.19281103,1.1415316
bradykinesia_rhythm_right,0.3807971,-0.9973142,0.34520155,-1.0225053,-0.01052256
mirrormovement_left,1.5273662,-0.38857383,-0.17608911,-0.9008551,0.059147857
mirrormovement_right,0.3459351,0.18001118,-0.30244341,-0.020723455,1.2703544
